atmosphere,fbcount,fbscore,food,id,overall,reviewcount,selection,service
3.5,,,0,9632,70,1,3.5,3.5
4.166666667,,,0,3778,76.66663333,3,3.666666667,3.666666667
4.5,,,0,14600,90,1,4.5,4.5
3.5,,,3.875,7826,75.000075,2,4.125,3.625
4.5,,,3.25,7905,83.3333,1,4,4
4,,,4.25,1512,85,2,4.25,4.5
3.916666667,,,0,9906,79.99996667,6,3.833333333,4.25
3.333333333,,,4,12058,61.1112,3,3.5,2.333333333
4,,,4.25,1513,81.66668333,3,4.166666667,4.083333333
4.375,,,4.083333333,13175,88.3333625,4,4.5625,4.3125
4.5,,,4.125,3477,80.833275,2,3.75,3.875
4.25,,,0,10727,89.99995,1,4.25,5
4.25,,,4.5,1515,87.29173125,8,4.6875,4.15625
4,,,0,11545,90,1,4.5,5
3.75,,,0,1516,76.66665,2,3.75,4
2,,,0,1517,49.9999,1,2,3.5
4,,,0,5132,76.666625,2,3.625,3.875
5,,,4,6187,76.6664,1,2.5,4
3.5,,,4.083333333,1518,77.22226667,3,4.083333333,4
4.25,,,4.25,12323,83.33335,1,4.25,4
4.375,,,0,699,89.166675,2,4.5,4.5
4.25,,,4,10729,86.66665,1,4.25,4.5
3.5,,,0,1521,80.0001,1,4.5,4
3.5,,,0,16645,78.3334,1,4.25,4
4.125,,,4,7143,84.1667,2,4.375,4.125
3,,,0,6244,73.3335,1,4.5,3.5
2.5,,,0,1523,39.99965,1,0.25,3.25
4.25,,,4.535714286,3199,85.47619286,7,4.285714286,4.285714286
4,,,4,17200,80,1,4,4
4.375,,,3.5,13433,90,2,4.5,4.625
4.15,,,4.4,1524,81.66665,5,4,4.1
3.75,,,0,9442,83.33335,1,4.25,4.5
2.625,,,0,1525,57.5001,2,3.375,2.625
2.375,,,0,12153,52.500075,2,3,2.5
4.25,,,4.25,6381,87.22225,3,4.5,4.333333333
4.75,,,0,20895,89.9999,1,4,4.75
3.875,,,3.875,9790,78.3333,2,3.75,4.125
3.5,,,0,8110,76.6667,1,4,4
4.166666667,,,0,1526,82.22223333,3,4.166666667,4
4.25,,,4.583333333,11635,84.99995,3,4,4.5
4.125,,,3.875,11445,84.166625,2,4,4.5
4.25,,,1.083333333,784,90.83337,10,4.725,4.65
3.5,,,0,12172,70.0001,1,4,3
4,,,0,10948,83.3334,1,4.5,4
4,,,0,10950,77.50005,2,4.125,3.5
3.5,,,0,10949,70.0001,1,4,3
4,,,0,3461,80,1,4,4
4,,,0,5376,80,1,4,4
4,,,0,11396,85,1,4.25,4.5
2.25,,,0,1529,48.3335,1,3.25,1.75
1,,,0,12167,36.6667,1,2,2.5
3.5,,,3,20029,86.6668,1,5,4.5
3.5,,,0,13504,71.6666,1,3.25,4
4.25,,,0,7504,84.1667,2,4.375,4
3.75,,,0,3517,77.22211667,3,3.333333333,4.5
4.375,,,0,3661,89.16665,2,4.375,4.625
3.5,,,0,8346,63.3333,1,3,3
4.5,,,5,1530,93.46157692,13,4.865384615,4.653846154
4.25,,,4.5,1531,85,1,4.25,4.25
4.25,,,0,12733,86.66665,1,4.25,4.5
4.25,,,0,8998,85,1,4.25,4.25
4.25,,,4,8673,84.99995,1,4,4.5
3.5,,,0,9789,80,1,4,4.5
3.964285714,,,4.125,848,78.80952857,7,3.964285714,3.892857143
4,,,4.125,1534,74.1666,2,3.375,3.75
2,,,0,1537,46.6666,1,2,3
3.5,,,0,1550,68.3333,2,3.25,3.5
4.5,,,4,13511,86.66665,1,4.25,4.25
4.25,,,3.75,8187,78.33325,1,3.5,4
4.25,,,4.375,3438,84.166625,2,4,4.375
3.5,,,4.25,8198,75,1,3.75,4
4.75,,,4.5,14174,91.66665,1,4.5,4.5
4.125,,,3.5,10373,89.166725,2,4.75,4.5
4.375,,,4.5,15678,88.333375,2,4.625,4.25
3.6875,,,3.75,965,67.083225,4,2.8125,3.5625
4.25,,,4.375,12893,90,2,4.5,4.75
4,,,4.25,11215,81.66665,1,4,4.25
4.166666667,,,4.083333333,1542,80.00005,3,4.25,3.583333333
4,,,4.5,7898,81.666675,2,4.125,4.125
2.25,,,0,12150,60.0001,1,3.5,3.25
3.416666667,,,0,5419,64.44433333,3,2.666666667,3.583333333
4,,,0,10600,85.00005,1,4.5,4.25
4.25,,,0,5056,86.66675,1,4.75,4
3.933333333,,,4.104166667,1000,78.88895667,15,4.283333333,3.616666667
4.2,,,3.9,1546,85.33336,5,4.4,4.2
3,,,3,10422,71.66665,1,3.5,4.25
4,,,4.5,7920,80,1,4,4
2,,,0,6386,53.3335,1,3.5,2.5
4.45,,,4.8125,9679,91.66666,5,4.55,4.75
4,,,0,12924,81.66665,1,4,4.25
4.416666667,,,4,1552,91.944475,6,4.75,4.625
4.5,,,4.5,5054,92.500025,2,4.75,4.625
3.333333333,,,3.708333333,1047,71.66666667,6,3.583333333,3.833333333
3.95,,,3.8125,1049,79.66664,5,3.85,4.15
3.833333333,,,4.25,1051,83.88885,3,4,4.75
4,,,3,3141,71.66655,1,3,3.75
4,,,0,11176,78.3333,1,3.75,4
4.3,,,4.1875,1557,85.00001,5,4.3,4.15
4.15,,,4.09375,11674,84.6667,10,4.4,4.15
4.25,,,0,12135,85,1,4.25,4.25
4.022727273,,,4.138888889,1095,82.72731364,11,4.340909091,4.045454545
3.791666667,,,4.125,4623,76.38890833,6,3.916666667,3.75
4.142857143,,,3.958333333,1114,81.19042857,7,3.821428571,4.214285714
3.84375,,,4,3450,81.250025,8,4.1875,4.15625
4.083333333,,,4.333333333,10984,82.7778,3,4.25,4.083333333
4,,,0,6181,80,1,4,4
4.625,,,4.75,10642,86.66655,2,3.75,4.625
4.5,,,3.5,6996,83.3333,1,4,4
3.5,,,0,12158,78.3334,1,4.25,4
4,,,0,10803,80.00005,1,4.25,3.75
3.75,,,0,3783,78.3334,1,4.25,3.75
3.5,,,0,1561,73.3333,1,3.5,4
3.4375,,,0,1562,73.7500875,4,4.125,3.5
4.5,,,0,10102,89.9999,1,4,5
3,,,0,17139,76.6668,1,4.5,4
3.25,,,0,6185,54.99975,1,1.5,3.5
4.15,,,4.125,1566,85.6667,5,4.45,4.25
3,,,0,7877,75.0001,1,4.25,4
4.3125,,,4,1568,84.1666375,4,4.0625,4.25
3.5,,,0,1570,59.9998,1,2,3.5
3.75,,,0,8189,73.33325,1,3.25,4
3.666666667,,,4,11784,72.22231667,3,4.083333333,3.083333333
4.3,,,4.5,3425,71.66636,5,2.05,4.4
3,,,0,1571,64.1667,2,3.375,3.25
3.75,,,3.75,6343,76.666575,2,3.375,4.375
3,,,0,6021,63.3335,1,4,2.5
4.333333333,,,4.25,6099,84.4444,3,4,4.333333333
4.5,,,3.75,14431,95.00005,1,5,4.75
4.5,,,0,1573,78.3332,1,3.25,4
3.9,,,4.333333333,11022,85.33337,5,4.45,4.45
4,,,4,8193,78.333325,2,3.875,3.875
3.5,,,4,20030,86.6668,1,5,4.5
2.5,,,0,12160,53.3333,1,2.5,3
4,,,4,3145,66.6665,1,2.5,3.5
3.25,,,0,1575,75.000075,2,4.125,3.875
3.75,,,0,1576,73.3333,1,3.5,3.75
3.75,,,0,12126,59.99985,1,2.25,3
3.5,,,0,1577,73.3333,1,3.5,4
4.3125,,,4.375,11273,89.5833625,4,4.625,4.5
4,,,4.5,5442,82.5000625,4,4.4375,3.9375
3.575,,,4.1,1361,77.833365,10,4.05,4.05
4.25,,,4.25,24,80.83335,6,4.125,3.75
3.5,,,0,5422,70.83335,2,3.625,3.5
4,,,0,6499,81.6667,1,4.25,4
3.75,,,0,1504,84.166725,2,4.5,4.375
3.375,,,3.5,1582,74.1667,2,3.875,3.875
3.833333333,,,3.583333333,6956,79.44446667,3,4.083333333,4
3.75,,,0,3938,75.00005,1,4,3.5
4.5,,,4,12683,79.99985,1,3.25,4.25
4.0625,,,0,3592,79.5833125,4,3.875,4
4.5,,,0,1583,90.5556,3,4.75,4.333333333
4,,,4,10713,83.333375,2,4.375,4.125
3.25,,,0,12142,64.99995,1,3,3.5
3.25,,,0,1585,69.99995,1,3.25,4
3.75,,,0,10264,80.00005,1,4.25,4
3.75,,,3.75,1586,69.583275,4,3.1875,3.5
4,,,4,17073,80,1,4,4
3.5,,,0,12127,75.8333,2,3.625,4.25
3.75,,,0,12157,76.6667,1,4,3.75
4.25,,,0,12154,81.66665,2,4,4
3.5,,,0,11110,73.3333,1,3.5,4
2.9375,,,4.083333333,3941,65.833425,4,3.75,3.1875
3.5,,,0,67,73.33335,1,3.75,3.75
3.5,,,0,85,70,1,3.5,3.5
4.5,,,0,13017,92.22226667,3,4.833333333,4.5
4.5,,,0,13373,93.3333,2,4.5,5
2.5,,,0,11645,33.3333,1,1.5,1
4,,,4.125,7646,81.666675,2,4.125,4.125
4.5,,,0,15594,90.00005,2,4.75,4.25
4.5,,,4.5,13006,92.500025,2,4.75,4.625
4.25,,,4,165,85,1,4.25,4.25
4,,,0,5597,85,1,4.25,4.5
4.5,,,0,19742,93.3334,1,5,4.5
4.583333333,,,3.75,224,87.22221667,3,4.333333333,4.166666667
4.4375,,,4.625,231,79.1665375,4,3.3125,4.125
5,,,0,15174,93.3332,1,4,5
3.875,,,0,3731,71.66655,2,3,3.875
4.15,,,3.75,7800,80.99986,5,3.35,4.65
3.5,,,0,8650,70,1,3.5,3.5
3.916666667,,,0,11816,85.00011667,3,4.833333333,4
5,,,4.5,8106,90,1,4.5,4
4.5,,,0,13374,88.3333,1,4.25,4.5
4.75,,,0,15080,98.33335,2,5,5
4.583333333,,,0,5920,92.77776667,3,4.583333333,4.75
3.75,,,0,5386,75.00005,1,4,3.5
4.875,,,0,5580,95.833275,2,4.5,5
3.666666667,,,0,3806,80.55566667,3,4.583333333,3.833333333
4,,,3.5,731,81.6667,1,4.25,4
4.5,,,0,12085,86.66665,1,4.25,4.25
4.15625,,,0,1588,87.91670625,8,4.59375,4.4375
3.75,,,4.5,5921,73.33335,2,3.75,3.5
4.5,,,4.75,3215,90,1,4.5,4.5
4,,,3.75,789,83.33335,1,4.25,4.25
4.25,,,4,802,78.3334,1,4.25,3.25
4.5,,,4.5625,11258,85.4167125,4,4.5,3.8125
4.5625,,,4.3125,898,92.500025,4,4.75,4.5625
3.875,,,4.4375,927,71.2499375,4,3.25,3.5625
3.5,,,0,7312,75,1,3.75,4
3.375,,,0,5922,85.4168,4,4.9375,4.5
3.75,,,0,11718,78.33335,1,4,4
3.5,,,2,7333,57.499725,2,1.5,3.625
4.25,,,0,5402,76.66655,1,3.25,4
4,,,3.75,1045,82.5,2,4.125,4.25
4.25,,,4.125,5923,87.500025,2,4.5,4.375
4,,,0,19809,76.6666,1,3.5,4
3.9375,,,3.875,1102,77.50005,4,4.125,3.5625
3.833333333,,,3.25,5933,76.11116667,3,4.083333333,3.5
4.025,,,4.333333333,1197,81.83334,10,4.125,4.125
4.25,,,0,19928,79.99995,1,3.75,4
4.75,,,0,10824,93.3333,2,4.5,4.75
4.5,,,4.5,13375,83.3333,1,4,4
4.071428571,,,4.089285714,1321,84.88104286,14,4.696428571,3.964285714
4.5,,,0,13187,96.6667,1,5,5
3.75,,,2.5,1355,71.66645,1,2.5,4.5
4.75,,,0,15081,98.33335,1,5,5
3.916666667,,,4.375,1372,79.99995,3,3.75,4.333333333
4,,,0,6257,85,1,4.25,4.5
5,,,0,16364,98.3333,1,4.75,5
4.15,,,4.416666667,325,81.99999,5,4.05,4.1
4.5,,,0,5514,90.00005,1,4.75,4.25
4.75,,,4.75,16115,95,1,4.75,4.75
,,,,5519,0,,,
4,,,0,20124,86.66675,1,4.75,4.25
3.833333333,,,4,475,70.55541667,3,2.833333333,3.916666667
3,,,3.75,525,63.3332,1,2.5,4
3,,,2.5,526,68.3334,1,3.75,3.5
4.25,,,0,11643,85,1,4.25,4.25
4,,,0,5413,63.33345,1,3.75,1.75
4.5,,,4,6096,88.3333,1,4.25,4.5
3.5,,,0,9805,75,1,3.75,4
4,,,0,12680,83.3333,1,4,4.5
3.5,,,0,5518,80.0001,1,4.5,4
3.75,,,0,5517,76.66665,1,3.75,4
3.75,,,0,10212,86.6667,1,4.5,4.75
3,,,0,950,69.9999,1,3,4.5
4.25,,,4.25,6835,84.99995,1,4,4.5
4.25,,,4.25,961,86.6667,1,4.5,4.25
4,,,3.916666667,1039,83.75005,4,4.4375,4.125
4.75,,,0,5516,88.33335,1,4.5,4
4,,,4.25,1115,83.3334,1,4.5,4
4,,,2.75,5515,80,1,4,4
4,,,0,11776,83.3333,1,4,4.5
4.5,,,0,5189,86.6666,1,4,4.5
4.75,,,0,9773,86.66655,1,3.75,4.5
4.583333333,,,4.55,5,87.22209167,6,3.708333333,4.791666667
4,,,4,7282,80.0002,1,5,3
,,,,18497,0,,,
3.95,,,4,164,82.33339,5,4.4,4
4,,,4.5,19065,73.333,1,2,5
4.65,,,4.666666667,471,94.33335,5,4.8,4.7
4.75,,,4.75,3240,84.99995,1,4,4
4,,,4,3241,74.99985,1,3,4.25
4,,,0,593,80.00005,1,4.25,3.75
4.45,,,4.45,484,87.33331,5,4.25,4.4
4,,,4,767,85.00005,1,4.5,4.25
4.75,,,4.75,879,93.3333,1,4.5,4.75
4,,,0,18907,81.66665,1,4,4.25
4,,,3.75,1078,78.3333,1,3.75,4
4.75,,,0,6063,93.33325,1,4.25,5
4.5,,,4.5,8410,93.3334,1,5,4.5
4,,,0,14738,81.6667,1,4.25,4
4.25,,,4.125,14305,89.16665,2,4.375,4.75
,,,,14304,0,,,
4.5,,,0,14450,86.66655,1,3.75,4.75
1.625,,,2.75,11565,41.66685,2,3,1.625
4.25,,,0,17814,88.33335,1,4.5,4.5
4.25,,,4.375,174,85.8334,2,4.625,4
4.25,,,3.5,16166,90.00005,1,4.75,4.5
3.75,,,4.5,7242,73.33325,1,3.25,4
3.5,,,0,18452,80.0002,1,5,3.5
3.5,,,0,19802,83.3334,1,4.5,4.5
5,,,4,9909,93.3334,1,5,4
4.875,,,4.375,605,88.055475,6,4,4.333333333
4.5,,,4.5,6258,89.9999,1,4,5
5,,,0,5882,91.6667,1,4.75,4
3.75,,,0,5903,78.3334,1,4.25,3.75
4.75,,,4.75,5883,96.6667,1,5,4.75
4,,,0,5893,83.3334,1,4.5,4
4.25,,,0,5892,85.00005,1,4.5,4
4.25,,,3.5,15891,85,1,4.25,4.25
4.3125,,,4.166666667,8,84.166625,4,4,4.3125
4.1875,,,0,7098,82.916625,4,3.9375,4.3125
4.25,,,3.75,11188,87.22228333,3,4.666666667,4.166666667
4.25,,,3.75,10739,81.666675,2,4.125,3.875
3.083333333,,,0,6476,65.55563333,3,3.666666667,3.083333333
3.5,,,0,6477,73.3333,1,3.5,4
,,,,7962,0,,,
4.5,,,4,16055,83.3333,1,4,4
4.25,,,0,16983,88.33345,1,5,4
3.75,,,4,12725,76.66665,1,3.75,4
3.5,,,0,5265,76.66675,1,4.25,3.75
4.25,,,0,12726,84.9999,1,3.75,4.75
,,,,329,0,,,
,,,,344,0,,,
,,,,5266,0,,,
,,,,5269,0,,,
,,,,510,0,,,
4.125,,,4.375,11485,79.166675,2,4,3.75
4,,,0,18921,83.3333,1,4,4.5
4.75,,,0,9872,98.33335,1,5,5
4.5,,,4.75,1442,86.6666,1,4,4.5
3.625,,,0,18,73.3333375,4,3.6875,3.6875
4.4375,,,4.5,59,89.5833125,4,4.375,4.625
4,,,3.5,77,75.5554,3,3,4.333333333
5,,,0,20838,96.6666,1,4.5,5
4.25,,,0,97,83.3333,1,4,4.25
2.5,,,3,198,53.3333,1,2.5,3
4.5,,,0,268,96.6667,1,5,5
4.5,,,4.5,5567,96.6667,1,5,5
4.625,,,4.625,433,91.666675,2,4.625,4.5
3.5,,,3.75,19105,73.3333,1,3.5,4
4,,,3,6495,86.6668,1,5,4
4,,,4,554,79.9998,1,3,5
4.35,,,3.666666667,555,83.33329,5,3.95,4.2
4.25,,,0,20837,71.6666,1,3.25,3.25
5,,,0,8779,98.33335,1,5,4.75
4.5,,,4.25,11413,84.99995,1,4,4.25
4.125,,,4,1450,80.8333,2,3.875,4.125
4.5,,,4.25,1179,88.33335,1,4.5,4.25
3.25,,,3.5,17823,75.00005,1,4,4
4.5,,,0,1196,91.666675,4,4.625,4.625
4.625,,,4.25,17819,89.166675,2,4.5,4.25
4,,,0,20222,80,1,4,4
4.5,,,4,14263,96.6667,1,5,5
4.25,,,0,19844,81.6666,1,3.75,4.25
4.5,,,0,2281,83.3332,1,3.5,4.5
2.96875,,,2.8125,79,50.416575,8,2.0625,2.53125
4.0625,,,3.916666667,81,79.9999625,4,3.8125,4.125
4,,,4,20994,71.6665,1,2.75,4
3.5,,,0,9819,90.0001,1,5,5
3.85,,,4.3,209,81.99999,5,4.05,4.4
4.6875,,,4.6875,210,93.3333625,4,4.8125,4.5
4.4375,,,5,14816,92.0833625,4,4.75,4.625
4.25,,,4.25,270,80.833275,2,3.75,4.125
4.5,,,4,2265,79.9999,1,3.5,4
4,,,4.5,6520,78.3332,1,3.25,4.5
5,,,0,2710,100,1,5,5
3.5,,,0,11946,75.0001,1,4.25,3.5
3.75,,,3.875,2323,79.99998333,3,3.916666667,4.333333333
4.5,,,4.5,2267,93.3334,1,5,4.5
4.166666667,,,4.25,380,86.1111,3,4.25,4.5
4,,,4.416666667,381,87.22228333,3,4.666666667,4.416666667
4.5,,,4.5,382,88.33335,1,4.5,4.25
3.875,,,0,11157,82.500025,2,4.25,4.25
4,,,0,11197,73.3332,1,3,4
4.125,,,4,403,74.9999,2,3.25,3.875
4.375,,,4.5,10837,85.83335,2,4.375,4.125
4.25,,,4.25,13177,79.99995,1,3.75,4
4.25,,,0,4621,91.66665,1,4.5,5
4.5,,,0,7956,96.6667,1,5,5
3.95,,,4.1,467,80.66669,5,4.15,4
4.5,,,4.5,15969,90.00005,1,4.75,4.25
4.5,,,4,16440,83.3332,1,3.5,4.5
4.25,,,4.25,10921,83.3333,1,4,4.25
3.75,,,4,5307,67.499975,2,3.25,3.125
3.5,,,3.125,1289,67.49995,2,3.125,3.5
4,,,3.5,6510,74.9999,1,3.25,4
4.125,,,4.4375,15723,80.833275,4,3.75,4.25
4.5,,,0,297,95,1,4.75,5
4,,,4,2287,82.5,2,4.125,4.25
3.875,,,3.5,6712,67.499875,2,2.75,3.5
3.75,,,0,19711,80.00005,1,4.25,4
3,,,4.5,11517,68.33345,1,4,3.25
4.5,,,4,11947,79.99995,1,3.75,3.75
4,,,3.75,7616,85.833425,2,4.75,4.125
1,,,0,6433,63.3336,1,4.5,4
4,,,4,6513,74.99995,1,3.5,3.75
4.25,,,3.5,15854,83.33335,1,4.25,4
4,,,0,6503,78.33335,1,4,3.75
4.5,,,4.5,6514,76.6665,1,3,4
3.25,,,4.25,6505,71.66655,2,3,4.5
3.75,,,0,20088,76.66665,1,3.75,4
4.541666667,,,3.625,2298,93.05561667,6,4.958333333,4.458333333
2.375,,,0,15751,63.3334,2,3.5,3.625
4.25,,,0,16327,84.99995,1,4,4.5
4.25,,,4.25,13132,83.33335,1,4.25,4
4.25,,,4.5,9987,79.9999,1,3.5,4.25
4,,,4,11175,75,1,3.75,3.5
4.75,,,4.5,19104,93.3333,1,4.5,4.75
4,,,3.875,11633,82.500025,2,4.25,4.125
4,,,4.25,2305,81.6667,1,4.25,4
3.75,,,0,3898,80.0001,1,4.5,3.75
3.5,,,0,2309,69.9998,1,2.5,4.5
4.5,,,4.375,1408,91.6667,4,4.75,4.5
3.5,,,3.125,6584,77.5,2,3.875,4.25
3.75,,,3.416666667,4538,73.88893333,3,3.916666667,3.416666667
4.25,,,0,2310,90,1,4.5,4.75
4.5,,,4.25,11965,85,1,4.25,4
4.1,,,3.9,1058,81.66667,5,4.1,4.05
4.25,,,4.25,1090,79.9999,1,3.5,4.25
3.875,,,0,2316,80.833275,2,3.75,4.5
4,,,4.083333333,10953,77.9166375,4,3.75,3.9375
4,,,0,16945,73.33325,1,3.25,3.75
4,,,4.5,2317,79.9998,1,3,5
4.25,,,4,17845,88.3334,1,4.75,4.25
4.25,,,3.75,17747,81.66665,1,4,4
5,,,0,13507,100,1,5,5
4.25,,,0,6129,93.88891667,3,4.833333333,5
4.5,,,4.25,16525,86.6666,1,4,4.5
3,,,3,20995,70.0001,1,4,3.5
4.5,,,0,20777,85,1,4.25,4
4.25,,,5,9821,83.3332,1,3.5,4.75
4.625,,,0,16661,88.333225,2,3.875,4.75
4.25,,,4.5,12279,83.33335,1,4.25,4
4,,,0,20217,78.3333,1,3.75,4
4,,,0,2756,83.3334,1,4.5,4
4.75,,,0,2757,96.66665,2,4.75,5
2,,,0,19255,55.00005,1,3,3.25
3.75,,,3.5,26,88.3334,1,4.75,4.75
4.5,,,4,10782,86.6666,1,4,4.5
3.75,,,2.5,1866,80.0002,1,5,3.25
5,,,5,10861,100,1,5,5
4.5,,,4,1867,86.6666,1,4,4.5
3.5,,,3.25,91,65,1,3.25,3
5,,,0,2427,100,1,5,5
4.5,,,0,6918,90,1,4.5,4.5
4,,,0,10624,78.33335,1,4,3.75
4.5,,,4.5625,104,89.44445,6,4.5,4.416666667
4,,,0,18287,90.0001,1,5,4.5
4.25,,,4.25,13140,86.66675,1,4.75,4
3.75,,,4,105,81.6668,1,4.75,3.75
4.5,,,0,7055,78.3332,2,3.25,4
3.416666667,,,0,10432,76.1112,3,4.25,3.75
4.416666667,,,0,189,84.99993333,3,3.916666667,4.416666667
4.416666667,,,4.666666667,103,91.6667,3,4.75,4.583333333
5,,,0,1874,100,1,5,5
5,,,4.75,5484,98.3333,1,4.75,5
4.5,,,4,5502,68.3334,1,3.75,2
4.625,,,4,1876,93.33335,2,4.75,4.625
4.5,,,4,1877,91.6667,1,4.75,4.5
4,,,0,241,79.9999,1,3.5,4.5
3.7,,,3.375,253,80.66677,5,4.55,3.85
4.625,,,4.125,1879,93.333375,2,4.875,4.5
4.5,,,1.5,14454,81.6665,1,3.25,4.5
4.5,,,0,2437,92.500025,2,4.75,4.625
4.25,,,4.5,18280,88.3334,1,4.75,4.25
5,,,0,6969,100,1,5,5
4.75,,,4.25,3968,82.4999,2,3.625,4
0.25,,,0.25,12025,36.6673,1,5,0.25
4.0625,,,0,2440,84.5834625,4,4.875,3.75
4.75,,,4.5,1885,93.3333,1,4.5,4.75
5,,,5,12529,100,1,5,5
1.5,,,0,19275,36.6665,1,1,3
3.833333333,,,4,3459,77.77776667,3,3.833333333,4
5,,,0,1889,86.6664,1,3,5
4.5,,,4.25,11721,86.6666,1,4,4.5
3.5,,,3.5,1890,53.3332,1,2,2.5
4,,,0,14455,81.66675,1,4.5,3.75
4.5,,,0,650,86.6667,1,4.5,4
4,,,0,14978,90.0001,1,5,4.5
4.5,,,3.5,1893,95,2,4.75,5
4.25,,,0,2447,83.33335,1,4.25,4
3.833333333,,,4.5,692,65.55555,3,3.25,2.75
1,,,0,11929,31.66675,1,2,1.75
4,,,0,2454,81.6668,1,4.75,3.5
3.75,,,0,11389,78.33355,1,5,3
4,,,3.5,5304,86.6668,1,5,4
4.75,,,0,5482,94.1667,2,4.875,4.5
5,,,0,5443,100,2,5,5
5,,,5,14330,100,1,5,5
5,,,0,843,100,1,5,5
4.75,,,0,895,81.66655,1,3.5,4
4.375,,,4.5,919,93.333375,2,4.875,4.75
4.5,,,4.75,933,91.666675,2,4.625,4.625
2,,,1.75,967,33.3331,1,0.5,2.5
1.25,,,0,985,25,1,1.25,1.25
4.625,,,4.75,994,90.8333,2,4.375,4.625
4.625,,,4.75,1912,90.8334,2,4.875,4.125
4.75,,,4.5,1913,93.33335,1,4.75,4.5
4.5,,,0,12842,93.3334,1,5,4.5
2.5,,,2.5,1916,60.0002,1,4,2.5
4,,,2,12024,60,1,3,2
5,,,0,15018,100,1,5,5
4.625,,,4.75,2987,95.000025,2,4.875,4.75
4.25,,,3.75,1923,88.33345,1,5,4
4.75,,,4.5,1304,95,2,4.75,4.75
4.25,,,0,16999,81.6667,1,4.25,3.75
4.5,,,4,11966,93.3334,1,5,4.5
3,,,0,1386,62.77768333,3,2.666666667,3.75
3.625,,,4.083333333,1394,62.916675,4,3.1875,2.625
4.5,,,0,2470,95,1,4.75,5
4.5,,,0,4000,95,1,4.75,5
4.25,,,4,52,85.55558333,6,4.416666667,4.166666667
4.5,,,0,19188,91.66665,1,4.5,4.75
4.375,,,4.333333333,53,86.2500125,4,4.375,4.1875
4.25,,,4.5,2962,89.1667,2,4.625,4.5
3,,,3,6879,60.0001,1,3.5,2.5
4.375,,,4.25,65,83.333275,2,3.875,4.25
4,,,4,93,76.66665,1,3.75,3.75
4,,,0,2963,70.0002,1,4.5,2
4.395833333,,,4.25,1459,87.22225,12,4.5,4.1875
5,,,4.75,111,100,1,5,5
,,,,18102,0,,,
4,,,3.75,122,70.833225,2,3,3.625
4.5,,,0,19053,91.66675,1,5,4.25
4.5,,,4.25,135,90,2,4.5,4.5
4,,,4,3630,86.6668,1,5,4
4,,,0,138,74.9999,1,3.25,4
4.5,,,4,157,86.66665,1,4.25,4.25
4.083333333,,,3.5,3582,82.77778333,3,4.166666667,4.166666667
5,,,0,14443,93.3332,1,4,5
4,,,3.75,10821,73.88883333,3,3.416666667,3.666666667
5,,,4.833333333,13365,93.3333,3,4.5,4.5
4.25,,,4.25,3643,81.66665,1,4,4
4.25,,,0,5190,90.00005,1,4.75,4.5
4,,,0,3168,75.000025,2,3.875,3.375
3.5,,,0,2966,65,1,3.25,3
4.480769231,,,4.166666667,341,88.71793462,13,4.365384615,4.461538462
4.125,,,4,358,80,2,4,3.875
4.416666667,,,1.25,374,88.611175,6,4.75,4.125
4,,,0,2949,76.6666,1,3.5,4
1.75,,,0,12819,60.0002,1,4,3.25
4.25,,,4.166666667,458,86.6666875,4,4.4375,4.3125
4.464285714,,,4.361111111,459,90.11909286,14,4.732142857,4.321428571
4.75,,,4,466,88.33325,1,4,4.5
4.25,,,0,18037,86.66665,1,4.25,4.5
3.375,,,3.5,537,64.1666,2,2.875,3.375
4.916666667,,,0,14434,97.77778333,3,4.916666667,4.833333333
4.416666667,,,4.708333333,556,85.83328333,6,4.041666667,4.416666667
3.25,,,2,570,66.6665,1,2.5,4.25
4.5,,,4.25,2967,82.499925,2,3.75,4.125
4,,,0,586,80,1,4,4
3.85,,,1,590,81.3333,5,3.9,4.45
4.25,,,0,3979,90.00005,1,4.75,4.5
4.4375,,,4.1875,6610,85.0000125,4,4.3125,4
4.5,,,0,5177,93.3333,1,4.5,5
4,,,4,12820,73.3334,1,4,3
4.166666667,,,3.75,686,77.7778,3,4,3.5
4,,,0,12501,83.3334,1,4.5,4
4.125,,,0,11123,84.16665,2,4.125,4.375
4.25,,,0,701,89.99995,1,4.25,5
4.375,,,4.5,10746,82.4999,2,3.625,4.375
4.125,,,3.25,727,80.83345,6,4.625,3.375
4.166666667,,,3.833333333,771,87.22225833,6,4.541666667,4.375
3.875,,,3,3652,84.1667,2,4.375,4.375
3.583333333,,,0,788,75.55555,3,3.75,4
4.75,,,5,10818,94.99995,1,4.5,5
5,,,4,17281,79.9998,1,3,4
4,,,0,886,53.3331,1,1.5,2.5
4.2,,,3.916666667,903,84.66666,5,4.2,4.3
3.916666667,,,4.3,917,83.33335833,6,4.291666667,4.291666667
3,,,0,11805,80,1,4,5
4.875,,,0,12490,95.833275,2,4.5,5
3.625,,,3,949,74.999925,2,3.375,4.25
3,,,3.75,15747,68.3334,1,3.75,3.5
4.3125,,,4.125,7839,87.9166125,4,4.125,4.75
5,,,0,9880,100,1,5,5
5,,,0,13441,100,1,5,5
4.25,,,4.75,2970,83.33325,1,3.75,4.5
4,,,4.25,1071,80,1,4,4
4.25,,,0,1085,85,1,4.25,4.25
5,,,0,1137,79.99985,1,3.25,3.75
4.25,,,4.5,1140,90,1,4.5,4.75
4.2,,,3.45,1168,80.66664,5,3.9,4
