"id","city","state_code","state_name"
"16,898",Benld,IL,Illinois
"16,899",Bronx,NY,New York
"16,900",Paxton,FL,Florida
"16,901",Langford,SD,South Dakota
"16,902",Monterey,LA,Louisiana
"16,903",Jacks Creek,TN,Tennessee
"16,904",McAfee,NJ,New Jersey
"16,905",Haileyville,OK,Oklahoma
"16,906",Greensburg,LA,Louisiana
"16,907",French Camp,MS,Mississippi
"16,908",Lecoma,MO,Missouri
"16,909",Sharon Grove,KY,Kentucky
"16,910",Munds Park,AZ,Arizona
"16,911",Chantilly,VA,Virginia
"16,912",Navarre,OH,Ohio
"16,913",Cedar Rapids,NE,Nebraska
"16,914",Wheatland,OK,Oklahoma
"16,915",Tilton,IL,Illinois
"16,916",Granville,NY,New York
"16,917",Silver Lake,OR,Oregon
"16,918",Woodward,IA,Iowa
"16,919",Brant Lake,NY,New York
"16,920",Joaquin,TX,Texas
"16,921",Marsteller,PA,Pennsylvania
"16,922",Troy,TX,Texas
"16,923",Baskerville,VA,Virginia
"16,924",Pierceville,KS,Kansas
"16,925",Milton,NY,New York
"16,926",San Lorenzo,CA,California
"16,927",Colton,WA,Washington
"16,928",Melvin Village,NH,New Hampshire
"16,929",Cliffside,NC,North Carolina
"16,930",Ansley,NE,Nebraska
"16,931",North Spring,WV,West Virginia
"16,932",Seiling,OK,Oklahoma
"16,933",Oldtown,MD,Maryland
"16,934",Millville,MN,Minnesota
"16,935",Grants,NM,New Mexico
"16,936",Welchs Creek,KY,Kentucky
"16,937",Ludlow,IL,Illinois
"16,938",Norcross,GA,Georgia
"16,939",Helena,AR,Arkansas
"16,940",Belews Creek,NC,North Carolina
"16,941",Martell,CA,California
"16,942",Kirbyville,TX,Texas
"16,943",Little Black,WI,Wisconsin
"16,944",Elaine,AR,Arkansas
"16,945",Alpha,IL,Illinois
"16,946",Sicklerville,NJ,New Jersey
"16,947",Ackworth,IA,Iowa
"16,948",Emblem,WY,Wyoming
"16,949",Upper Marlboro,MD,Maryland
"16,950",Big Spring,KY,Kentucky
"16,951",Mermentau,LA,Louisiana
"16,952",Shelton,WA,Washington
"16,953",Richton,MS,Mississippi
"16,954",Magnolia,KY,Kentucky
"16,955",Marydel,MD,Maryland
"16,956",New Castle,CO,Colorado
"16,957",Soddy Daisy,TN,Tennessee
"16,958",Falls Village,CT,Connecticut
"16,959",Butte,MT,Montana
"16,960",Sherrelwood,CO,Colorado
"16,961",Brockway,MT,Montana
"16,962",Owings Mills,MD,Maryland
"16,963",Maumee,OH,Ohio
"16,964",Adamstown,MD,Maryland
"16,965",Jackson,MO,Missouri
"16,966",Myrtlewood,AL,Alabama
"16,967",Saint Francis,ME,Maine
"16,968",New Market,VA,Virginia
"16,969",Ada,OK,Oklahoma
"16,970",Skiatook,OK,Oklahoma
"16,971",Independence,IA,Iowa
"16,972",Franklin Grove,IL,Illinois
"16,973",Nett Lake,MN,Minnesota
"16,974",Armstrong,IA,Iowa
"16,975",East Bernstadt,KY,Kentucky
"16,976",Lime Ridge,WI,Wisconsin
"16,977",Blue Gap,AZ,Arizona
"16,978",Blackwell,MO,Missouri
"16,979",Kremmling,CO,Colorado
"16,980",Sparks,NE,Nebraska
"16,981",Fairfield,IL,Illinois
"16,982",Bell Ranch,NM,New Mexico
"16,983",Lake City,FL,Florida
"16,984",Thackerville,OK,Oklahoma
"16,985",Crawley,WV,West Virginia
"16,986",Bradenton,FL,Florida
"16,987",South Amana,IA,Iowa
"16,988",Lockhart,TX,Texas
"16,989",Locust Hill,VA,Virginia
"16,990",Scott Air Force Base,IL,Illinois
"16,991",New Galilee,PA,Pennsylvania
"16,992",Palouse,WA,Washington
"16,993",Agness,OR,Oregon
"16,994",Hart,TX,Texas
"16,995",Vining,MN,Minnesota
"16,996",Hebron,IN,Indiana
"16,997",Flemington,MO,Missouri
"16,998",Woodacre,CA,California
"16,999",Edwardsville,IL,Illinois
"17,000",Fresno,OH,Ohio
"17,001",Canovanas,PR,Puerto Rico
"17,002",Reydon,OK,Oklahoma
"17,003",Byron,NE,Nebraska
"17,004",Cottage Grove,TN,Tennessee
"17,005",Van Horn,TX,Texas
"17,006",De Soto,IL,Illinois
"17,007",La Fontaine,IN,Indiana
"17,008",Saxeville,WI,Wisconsin
"17,009",Duryea,PA,Pennsylvania
"17,010",Belfry,MT,Montana
"17,011",Saltsburg,PA,Pennsylvania
"17,012",Bradfordwoods,PA,Pennsylvania
"17,013",Garretson,SD,South Dakota
"17,014",Jay Em,WY,Wyoming
"17,015",Crowell,TX,Texas
"17,016",Nashville,MI,Michigan
"17,017",Gulf,NC,North Carolina
"17,018",Urich,MO,Missouri
"17,019",Tynan,TX,Texas
"17,020",Depoe Bay,OR,Oregon
"17,021",Salem,AR,Arkansas
"17,022",Alma,AL,Alabama
"17,023",Gilman,MN,Minnesota
"17,024",Waldron,MI,Michigan
"17,025",Waterloo,AL,Alabama
"17,026",Verona,MO,Missouri
"17,027",Basehor,KS,Kansas
"17,028",Macedonia,OH,Ohio
"17,029",Leland,MS,Mississippi
"17,030",Phelps,KY,Kentucky
"17,031",Summer Shade,KY,Kentucky
"17,032",Cherokee Village,AR,Arkansas
"17,033",Bluffton,TX,Texas
"17,034",North Westchester,CT,Connecticut
"17,035",Montgomery Village,MD,Maryland
"17,036",Marion,ND,North Dakota
"17,037",Los Ebanos,TX,Texas
"17,038",Muir,PA,Pennsylvania
"17,039",Cordell,OK,Oklahoma
"17,040",Live Oak,CA,California
"17,041",Malaga,NJ,New Jersey
"17,042",Manton,CA,California
"17,043",Oak Hill,AL,Alabama
"17,044",Center Harbor,NH,New Hampshire
"17,045",Sweet Briar,VA,Virginia
"17,046",Kinston,AL,Alabama
"17,047",Glen Campbell,PA,Pennsylvania
"17,048",Pike,NH,New Hampshire
"17,049",Sheffield,PA,Pennsylvania
"17,050",Crystal Bay,MN,Minnesota
"17,051",Taylor,TX,Texas
"17,052",Cleveland,UT,Utah
"17,053",Racine,WV,West Virginia
"17,054",Scio,OH,Ohio
"17,055",Lowell,WI,Wisconsin
"17,056",Danbury,NC,North Carolina
"17,057",Gatesville,TX,Texas
"17,058",Graettinger,IA,Iowa
"17,059",Penokee,KS,Kansas
"17,060",Oneonta,NY,New York
"17,061",San Miguel,CA,California
"17,062",Zanesville,OH,Ohio
"17,063",March Air Force Base,CA,California
"17,064",Sapelo Island,GA,Georgia
"17,065",Dunkirk,OH,Ohio
"17,066",Hatfield,MO,Missouri
"17,067",Camp Murray,WA,Washington
"17,068",Cayuga,NY,New York
"17,069",Naponee,NE,Nebraska
"17,070",St. Robert,MO,Missouri
"17,071",Arlington,MA,Massachusetts
"17,072",Red Lodge,MT,Montana
"17,073",West Hartland,CT,Connecticut
"17,074",Selma,IA,Iowa
"17,075",Ashford,CT,Connecticut
"17,076",Pollock,LA,Louisiana
"17,077",Mason,TN,Tennessee
"17,078",Only,TN,Tennessee
"17,079",Martin,SC,South Carolina
"17,080",Taiban,NM,New Mexico
"17,081",Milan,MI,Michigan
"17,082",Friendship,TN,Tennessee
"17,083",Martins Creek,PA,Pennsylvania
"17,084",La Conner,WA,Washington
"17,085",Shawnee,CO,Colorado
"17,086",Gaylesville,AL,Alabama
"17,087",Homerville,OH,Ohio
"17,088",Saugus,MA,Massachusetts
"17,089",Sabattus,ME,Maine
"17,090",Lawai,HI,Hawaii
"17,091",Mineola,TX,Texas
"17,092",Irvington,NY,New York
"17,093",Rimrock,AZ,Arizona
"17,094",Willits,CA,California
"17,095",New Castle,IN,Indiana
"17,096",Lluveras,PR,Puerto Rico
"17,097",Edgewater,MD,Maryland
"17,098",Greenwood,NE,Nebraska
"17,099",Chatham,LA,Louisiana
"17,100",Stockton,UT,Utah
"17,101",Stewart,MN,Minnesota
"17,102",Saint Michaels,AZ,Arizona
"17,103",National City,MI,Michigan
"17,104",Carterville,MO,Missouri
"17,105",Weesatche,TX,Texas
"17,106",Sinton,TX,Texas
"17,107",Montgomery,AL,Alabama
"17,108",Hakalau,HI,Hawaii
"17,109",Newcastle,TX,Texas
"17,110",Center Lovell,ME,Maine
"17,111",Johnstown,OH,Ohio
"17,112",Allen,TX,Texas
"17,113",Oceanside,OR,Oregon
"17,114",Drayden,MD,Maryland
"17,115",Winslow,IN,Indiana
"17,116",Glasgow,WV,West Virginia
"17,117",Thurmond,NC,North Carolina
"17,118",Lane,IL,Illinois
"17,119",Lacassine,LA,Louisiana
"17,120",Kirk,CO,Colorado
"17,121",Coventry,RI,Rhode Island
"17,122",Leroy,AL,Alabama
"17,123",Oacoma,SD,South Dakota
"17,124",Tahlequah,OK,Oklahoma
"17,125",Clubb,MO,Missouri
"17,126",Spangle,WA,Washington
"17,127",Chico,CA,California
"17,128",McGregor,IA,Iowa
"17,129",Dowell,MD,Maryland
"17,130",Ghent,MN,Minnesota
"17,131",Ogdensburg,NJ,New Jersey
"17,132",Coulters,PA,Pennsylvania
"17,133",Liberty,NE,Nebraska
"17,134",Castalian Springs,TN,Tennessee
"17,135",Burton,WV,West Virginia
"17,136",Fort Plain,NY,New York
"17,137",Poolville,TX,Texas
"17,138",Melrose,MT,Montana
"17,139",Skippack,PA,Pennsylvania
"17,140",Port Tobacco,MD,Maryland
"17,141",Oldsmar,FL,Florida
"17,142",Kantner,PA,Pennsylvania
"17,143",Ashley,IL,Illinois
"17,144",Washington,LA,Louisiana
"17,145",Belsano,PA,Pennsylvania
"17,146",Paramus,NJ,New Jersey
"17,147",Sandy Creek,NY,New York
"17,148",Blanks,LA,Louisiana
"17,149",Prentiss,MS,Mississippi
"17,150",Pioneer,OH,Ohio
"17,151",Cove,OR,Oregon
"17,152",Red River,NM,New Mexico
"17,153",Big Cove Tannery,PA,Pennsylvania
"17,154",Barton,MD,Maryland
"17,155",Willisville,AR,Arkansas
"17,156",Hyde Park,MA,Massachusetts
"17,157",Keenesburg,CO,Colorado
"17,158",Bayport,MN,Minnesota
"17,159",Genoa,WV,West Virginia
"17,160",Whitwell,TN,Tennessee
"17,161",Boswell,OK,Oklahoma
"17,162",Deanville,TX,Texas
"17,163",Northrop,MN,Minnesota
"17,164",Economy,IN,Indiana
"17,165",Ravenna,OH,Ohio
"17,166",Walla Walla,OR,Oregon
"17,167",Etna,WY,Wyoming
"17,168",Sisters,OR,Oregon
"17,169",West River,MD,Maryland
"17,170",Wartburg,TN,Tennessee
"17,171",Gifford,IL,Illinois
"17,172",Marshall,IL,Illinois
"17,173",Waverly,IA,Iowa
"17,174",Columbus,AR,Arkansas
"17,175",Sewaren,NJ,New Jersey
"17,176",Marquette,KS,Kansas
"17,177",Almont,ND,North Dakota
"17,178",Canyon,MN,Minnesota
"17,179",Crawfordsville,OR,Oregon
"17,180",Canton,MO,Missouri
"17,181",Malta Bend,MO,Missouri
"17,182",Foristell,MO,Missouri
"17,183",Petal,MS,Mississippi
"17,184",Malaga,OH,Ohio
"17,185",Elrod,AL,Alabama
"17,186",Waite,ME,Maine
"17,187",Union,IL,Illinois
"17,188",Saco,ME,Maine
"17,189",Tabor,IA,Iowa
"17,190",Palmer,TN,Tennessee
"17,191",Bowlus,MN,Minnesota
"17,192",Portage,ME,Maine
"17,193",Reed Point,MT,Montana
"17,194",Honoraville,AL,Alabama
"17,195",Worcester,PA,Pennsylvania
"17,196",Harrington,DE,Delaware
"17,197",Wells,NV,Nevada
"17,198",Buckley,MI,Michigan
"17,199",Juda,WI,Wisconsin
"17,200",Willow Springs,MO,Missouri
"17,201",Anson,TX,Texas
"17,202",Dubuque,IA,Iowa
"17,203",Sparta,GA,Georgia
"17,204",Glenn,CA,California
"17,205",Arapahoe,NE,Nebraska
"17,206",Nunda,SD,South Dakota
"17,207",Hunter,ND,North Dakota
"17,208",Finley,OK,Oklahoma
"17,209",Fayville,MA,Massachusetts
"17,210",Polk City,FL,Florida
"17,211",Clifton Hill,MO,Missouri
"17,212",Norwood,CO,Colorado
"17,213",Hampden Sydney,VA,Virginia
"17,214",Leeton,MO,Missouri
"17,215",Carlsbad,NM,New Mexico
"17,216",Toppenish,WA,Washington
"17,217",Cloverdale,CA,California
"17,218",Tillson,NY,New York
"17,219",Happy Camp,CA,California
"17,220",Hughesville,MO,Missouri
"17,221",Wilmer,AL,Alabama
"17,222",Upland,CA,California
"17,223",Hydes,MD,Maryland
"17,224",Georgetown,PA,Pennsylvania
"17,225",Tecumseh,OK,Oklahoma
"17,226",Forestdale,MA,Massachusetts
"17,227",Bethalto,IL,Illinois
"17,228",Strang,OK,Oklahoma
"17,229",Mound Valley,KS,Kansas
"17,230",Sheldon,WI,Wisconsin
"17,231",Lyndhurst,NJ,New Jersey
"17,232",Hettinger,ND,North Dakota
"17,233",Witter Springs,CA,California
"17,234",Kasbeer,IL,Illinois
"17,235",Stockton,IL,Illinois
"17,236",Progreso,TX,Texas
"17,237",Springer,NM,New Mexico
"17,238",Dyersville,IA,Iowa
"17,239",Mobridge,SD,South Dakota
"17,240",Anahola,HI,Hawaii
"17,241",Dearborn,MO,Missouri
"17,242",Aberdeen,OH,Ohio
"17,243",Red Bay,AL,Alabama
"17,244",New Madison,OH,Ohio
"17,245",Paw Paw,WV,West Virginia
"17,246",Liberty Center,IA,Iowa
"17,247",Livingston,WI,Wisconsin
"17,248",Lafayette,NJ,New Jersey
"17,249",Buffalo,KS,Kansas
"17,250",Centertown,MO,Missouri
"17,251",Canby,MN,Minnesota
"17,252",West Clarksville,NY,New York
"17,253",South Strafford,VT,Vermont
"17,254",Alpaugh,CA,California
"17,255",Roosevelt,UT,Utah
"17,256",Shoemakersville,PA,Pennsylvania
"17,257",Wolf Point,MT,Montana
"17,258",Tahoma,CA,California
"17,259",Skamokawa,WA,Washington
"17,260",Virgil,SD,South Dakota
"17,261",Arctic Village,AK,Alaska
"17,262",Shirley,IN,Indiana
"17,263",Blue Mountain Lake,NY,New York
"17,264",Reidville,SC,South Carolina
"17,265",Allgood,AL,Alabama
"17,266",Gilman,WI,Wisconsin
"17,267",Saint Peter,MN,Minnesota
"17,268",Elmira,NY,New York
"17,269",Iron Mountain,MI,Michigan
"17,270",Arboles,CO,Colorado
"17,271",Addison,PA,Pennsylvania
"17,272",Levant,KS,Kansas
"17,273",Stephan,SD,South Dakota
"17,274",Everett,PA,Pennsylvania
"17,275",Glenville,MN,Minnesota
"17,276",Salem,MA,Massachusetts
"17,277",Newton Junction,NH,New Hampshire
"17,278",Pearl,IL,Illinois
"17,279",Sutherland,IA,Iowa
"17,280",Cookville,TX,Texas
"17,281",Oakpark,VA,Virginia
"17,282",Centerville,PA,Pennsylvania
"17,283",Ozona,FL,Florida
"17,284",Lindon,UT,Utah
"17,285",Ellisburg,NY,New York
"17,286",Efland,NC,North Carolina
"17,287",Animas,NM,New Mexico
"17,288",Ardmore,TN,Tennessee
"17,289",Notus,ID,Idaho
"17,290",Weedville,PA,Pennsylvania
"17,291",Alum Bank,PA,Pennsylvania
"17,292",Emigsville,PA,Pennsylvania
"17,293",Wyola,MT,Montana
"17,294",Romulus,NY,New York
"17,295",Lagrange,IN,Indiana
"17,296",Montague,CA,California
"17,297",Reva,SD,South Dakota
"17,298",Cypress,IL,Illinois
"17,299",Bronwood,GA,Georgia
"17,300",Randolph,UT,Utah
"17,301",West Danville,VT,Vermont
"17,302",Lagrange,GA,Georgia
"17,303",Vaughnsville,OH,Ohio
"17,304",Rockport,IL,Illinois
"17,305",Haverhill,NH,New Hampshire
"17,306",Niwot,CO,Colorado
"17,307",Niotaze,KS,Kansas
"17,308",Plattenville,LA,Louisiana
"17,309",Alamogordo,NM,New Mexico
"17,310",Onaway,MI,Michigan
"17,311",South Sutton,NH,New Hampshire
"17,312",Fountain,CO,Colorado
"17,313",Walden,NY,New York
"17,314",Penelope,TX,Texas
"17,315",Wrightsville,PA,Pennsylvania
"17,316",Downieville,CA,California
"17,317",Lincoln,WA,Washington
"17,318",Okoboji,IA,Iowa
"17,319",Bates City,MO,Missouri
"17,320",Skipperville,AL,Alabama
"17,321",Bristolville,OH,Ohio
"17,322",Paoli,OK,Oklahoma
"17,323",Ophir,OR,Oregon
"17,324",Botsford,CT,Connecticut
"17,325",Etowah,AR,Arkansas
"17,326",Sebago,ME,Maine
"17,327",Wales,WI,Wisconsin
"17,328",Dry Branch,GA,Georgia
"17,329",Edwards,CO,Colorado
"17,330",Wallisville,TX,Texas
"17,331",June Lake,CA,California
"17,332",Sanford,FL,Florida
"17,333",Claremont,CA,California
"17,334",Lutts,TN,Tennessee
"17,335",Sprague,WA,Washington
"17,336",Fairmont,WV,West Virginia
"17,337",Chippewa Bay,NY,New York
"17,338",Sainte Genevieve,MO,Missouri
"17,339",Perry,IA,Iowa
"17,340",Cedar Grove,WV,West Virginia
"17,341",Helvetia,WV,West Virginia
"17,342",Meadow Creek,WV,West Virginia
"17,343",Nixon,NV,Nevada
"17,344",Sinclair,ME,Maine
"17,345",Bemus Point,NY,New York
"17,346",Guthrie Center,IA,Iowa
"17,347",North Chicago,IL,Illinois
"17,348",Sardinia,OH,Ohio
"17,349",Rumely,MI,Michigan
"17,350",Paluxy,TX,Texas
"17,351",Wallace,SD,South Dakota
"17,352",Foster,OR,Oregon
"17,353",Point Lay,AK,Alaska
"17,354",Crawford,WV,West Virginia
"17,355",Dayton,MT,Montana
"17,356",Saratoga,WY,Wyoming
"17,357",Trout Creek,NY,New York
"17,358",Verona,ND,North Dakota
"17,359",Kensington,CT,Connecticut
"17,360",Pool,WV,West Virginia
"17,361",De Queen,AR,Arkansas
"17,362",Williamson,NY,New York
"17,363",Lansing,KS,Kansas
"17,364",Pleasant Ridge,MI,Michigan
"17,365",Jamesport,NY,New York
"17,366",Leola,SD,South Dakota
"17,367",North Grosvenordale,CT,Connecticut
"17,368",Wayland,IA,Iowa
"17,369",Call,TX,Texas
"17,370",Cima,CA,California
"17,371",Mexia,AL,Alabama
"17,372",Shannon,NC,North Carolina
"17,373",Loxahatchee,FL,Florida
"17,374",Central Lake,MI,Michigan
"17,375",Saint Charles,AR,Arkansas
"17,376",Martin,KY,Kentucky
"17,377",Story City,IA,Iowa
"17,378",Lake Powell,UT,Utah
"17,379",Albion,ME,Maine
"17,380",Farmerville,LA,Louisiana
"17,381",Gilby,ND,North Dakota
"17,382",Norden,CA,California
"17,383",Francis,OK,Oklahoma
"17,384",Grass Valley,CA,California
"17,385",South Newbury,NH,New Hampshire
"17,386",Mellenville,NY,New York
"17,387",Kent,OH,Ohio
"17,388",Collbran,CO,Colorado
"17,389",Holmdel,NJ,New Jersey
"17,390",Shady Point,OK,Oklahoma
"17,391",Ridgeway,WI,Wisconsin
"17,392",Dugspur,VA,Virginia
"17,393",Natural Dam,AR,Arkansas
"17,394",Fairfax,SC,South Carolina
"17,395",Columbia,MD,Maryland
"17,396",Bladenboro,NC,North Carolina
"17,397",Milton,IL,Illinois
"17,398",Sawyer,MN,Minnesota
"17,399",Harpersville,AL,Alabama
"17,400",Ho-Ho-Kus,NJ,New Jersey
"17,401",Cleveland,NY,New York
"17,402",Enfield Center,NH,New Hampshire
"17,403",Cherokee,NC,North Carolina
"17,404",Stratton,OH,Ohio
"17,405",Oxford,WI,Wisconsin
"17,406",Port Crane,NY,New York
"17,407",Literberry,IL,Illinois
"17,408",Block Island,RI,Rhode Island
"17,409",Hawthorne,WI,Wisconsin
"17,410",Seal Harbor,ME,Maine
"17,411",Weiser,ID,Idaho
"17,412",Eagan,TN,Tennessee
"17,413",Mount Blanchard,OH,Ohio
"17,414",Earlysville,VA,Virginia
"17,415",Granville,IL,Illinois
"17,416",Henlawson,WV,West Virginia
"17,417",Bradford,VT,Vermont
"17,418",Spring Lake,NJ,New Jersey
"17,419",Lawson,MO,Missouri
"17,420",Bascom,FL,Florida
"17,421",Crystal Springs,FL,Florida
"17,422",Two Buttes,CO,Colorado
"17,423",Murray,ID,Idaho
"17,424",Dagus Mines,PA,Pennsylvania
"17,425",Warthen,GA,Georgia
"17,426",Draper,SD,South Dakota
"17,427",Garrett,PA,Pennsylvania
"17,428",Alzada,MT,Montana
"17,429",New Boston,IL,Illinois
"17,430",Ashland,KS,Kansas
"17,431",Colfax,IL,Illinois
"17,432",Fredonia,NY,New York
"17,433",Starkville,CO,Colorado
"17,434",Crown Point,NY,New York
"17,435",Burnwell,AL,Alabama
"17,436",Polebridge,MT,Montana
"17,437",McCammon,ID,Idaho
"17,438",Calder,ID,Idaho
"17,439",Piercefield,NY,New York
"17,440",New Haven,KY,Kentucky
"17,441",Trevilians,VA,Virginia
"17,442",Charlotte,AR,Arkansas
"17,443",Montpelier,VT,Vermont
"17,444",Neihart,MT,Montana
"17,445",Huntsville,MO,Missouri
"17,446",Shiloh,NC,North Carolina
"17,447",Andalusia,IL,Illinois
"17,448",Big Springs,WV,West Virginia
"17,449",Saint James,LA,Louisiana
"17,450",Piedmont,WV,West Virginia
"17,451",Clayville,RI,Rhode Island
"17,452",Walnut Grove,AL,Alabama
"17,453",Dement,IL,Illinois
"17,454",Elkins Park,PA,Pennsylvania
"17,455",Gambell,AK,Alaska
"17,456",Marcella,AR,Arkansas
"17,457",Honeyville,UT,Utah
"17,458",West Mystic,CT,Connecticut
"17,459",Winona,OH,Ohio
"17,460",Bradford,TN,Tennessee
"17,461",Yorktown Heights,NY,New York
"17,462",Knoxville,MD,Maryland
"17,463",Clay City,IN,Indiana
"17,464",Moscow,TX,Texas
"17,465",Rising Sun,IN,Indiana
"17,466",Jena,LA,Louisiana
"17,467",Lytle,TX,Texas
"17,468",Laconia,IN,Indiana
"17,469",Chandlerville,IL,Illinois
"17,470",Ramona,OK,Oklahoma
"17,471",Clinton,AR,Arkansas
"17,472",King William,VA,Virginia
"17,473",Altus,OK,Oklahoma
"17,474",Utica,OH,Ohio
"17,475",Swaledale,IA,Iowa
"17,476",Shook,MO,Missouri
"17,477",Goehner,NE,Nebraska
"17,478",Pequea,PA,Pennsylvania
"17,479",Kennan,WI,Wisconsin
"17,480",Paxton,MA,Massachusetts
"17,481",Ekalaka,MT,Montana
"17,482",Newport,TN,Tennessee
"17,483",Jolley,IA,Iowa
"17,484",Vilonia,AR,Arkansas
"17,485",Hedgesville,WV,West Virginia
"17,486",Drifting,PA,Pennsylvania
"17,487",Concord,NC,North Carolina
"17,488",Orestes,IN,Indiana
"17,489",Oyster,VA,Virginia
"17,490",Des Moines,IA,Iowa
"17,491",Penobscot,ME,Maine
"17,492",Mount Prospect,IL,Illinois
"17,493",Hillsboro,OH,Ohio
"17,494",Danville,AR,Arkansas
"17,495",Fountain Inn,SC,South Carolina
"17,496",Gadsden,SC,South Carolina
"17,497",Pierson,IA,Iowa
"17,498",Rockledge,GA,Georgia
"17,499",Lewes,DE,Delaware
"17,500",Arcadia,MO,Missouri
"17,501",Morehead City,NC,North Carolina
"17,502",Kingston Mines,IL,Illinois
"17,503",Monument,CO,Colorado
"17,504",Sargent,NE,Nebraska
"17,505",South Saint Paul,MN,Minnesota
"17,506",Sagamore Beach,MA,Massachusetts
"17,507",Jamestown,MI,Michigan
"17,508",Clayton,IN,Indiana
"17,509",Rio,IL,Illinois
"17,510",Imperial,NE,Nebraska
"17,511",Clayton,GA,Georgia
"17,512",Willow Spring,NC,North Carolina
"17,513",Genesee Depot,WI,Wisconsin
"17,514",Escondido,CA,California
"17,515",Retsof,NY,New York
"17,516",Custer,MT,Montana
"17,517",New Market,IN,Indiana
"17,518",Griswold,IA,Iowa
"17,519",Blairstown,MO,Missouri
"17,520",Norway,KS,Kansas
"17,521",Leonard,TX,Texas
"17,522",Colchester,IL,Illinois
"17,523",Mather,CA,California
"17,524",Newport,VT,Vermont
"17,525",Watkins,CO,Colorado
"17,526",Ailey,GA,Georgia
"17,527",Noblesville,IN,Indiana
"17,528",Boyds,WA,Washington
"17,529",Arbela,MO,Missouri
"17,530",Willow Lake,SD,South Dakota
"17,531",Geyser,MT,Montana
"17,532",Wise,VA,Virginia
"17,533",Florida City,FL,Florida
"17,534",Webb,MS,Mississippi
"17,535",La Salle,CO,Colorado
"17,536",Norwood,VA,Virginia
"17,537",White Pigeon,MI,Michigan
"17,538",Pine Bluffs,NE,Nebraska
"17,539",Mansfield Center,CT,Connecticut
"17,540",Rodessa,LA,Louisiana
"17,541",Wenona,IL,Illinois
"17,542",Mountain Home,AR,Arkansas
"17,543",Filer City,MI,Michigan
"17,544",Windsor,MA,Massachusetts
"17,545",Hull,TX,Texas
"17,546",Farmersville,TX,Texas
"17,547",Fortine,MT,Montana
"17,548",Jamesville,NC,North Carolina
"17,549",Belva,WV,West Virginia
"17,550",West Glover,VT,Vermont
"17,551",Lynnville,TN,Tennessee
"17,552",Pilot Point,AK,Alaska
"17,553",Marathon,OH,Ohio
"17,554",Ingraham,IL,Illinois
"17,555",West Chesterfield,NH,New Hampshire
"17,556",Maple Springs,NY,New York
"17,557",Plympton,MA,Massachusetts
"17,558",Bethlehem,CT,Connecticut
"17,559",Viola,IA,Iowa
"17,560",Lookout Mountain,GA,Georgia
"17,561",Gibsonton,FL,Florida
"17,562",Roscoe,TX,Texas
"17,563",Grant,MI,Michigan
"17,564",Eatontown,NJ,New Jersey
"17,565",Caryville,FL,Florida
"17,566",Florida,PR,Puerto Rico
"17,567",Sandy Hook,CT,Connecticut
"17,568",Prichard,WV,West Virginia
"17,569",Henniker,NH,New Hampshire
"17,570",Florence,MT,Montana
"17,571",West Chazy,NY,New York
"17,572",De Tour Village,MI,Michigan
"17,573",Passumpsic,VT,Vermont
"17,574",Hyder,AK,Alaska
"17,575",Crystal Beach,FL,Florida
"17,576",Villa Grove,IL,Illinois
"17,577",Granite Bay,CA,California
"17,578",Elbert,WV,West Virginia
"17,579",Perth,ND,North Dakota
"17,580",Waterford,MS,Mississippi
"17,581",Brockton,PA,Pennsylvania
"17,582",Silver Creek,MS,Mississippi
"17,583",Bingen,WA,Washington
"17,584",Waupaca,WI,Wisconsin
"17,585",Malvern,IA,Iowa
"17,586",Monitor,WA,Washington
"17,587",Jefferson,SC,South Carolina
"17,588",Kentwood,LA,Louisiana
"17,589",Beallsville,OH,Ohio
"17,590",Stanford,IL,Illinois
"17,591",Shell Lake,WI,Wisconsin
"17,592",Gonzales,LA,Louisiana
"17,593",Bowbells,ND,North Dakota
"17,594",Steelville,PA,Pennsylvania
"17,595",Combes,TX,Texas
"17,596",Bloomville,OH,Ohio
"17,597",Alton,IA,Iowa
"17,598",Burkburnett,TX,Texas
"17,599",Parksville,NY,New York
"17,600",Readington,NJ,New Jersey
"17,601",Tipton,TN,Tennessee
"17,602",Munith,MI,Michigan
"17,603",Mesa,ID,Idaho
"17,604",Otisville,NY,New York
"17,605",Horse Branch,KY,Kentucky
"17,606",Low Moor,IA,Iowa
"17,607",Grandfield,OK,Oklahoma
"17,608",Beaver,KY,Kentucky
"17,609",West Newton,IN,Indiana
"17,610",Alger,MI,Michigan
"17,611",Albemarle,NC,North Carolina
"17,612",Sellersburg,IN,Indiana
"17,613",Kelley,IA,Iowa
"17,614",Rock Island,TX,Texas
"17,615",Mirando City,TX,Texas
"17,616",Silverhill,AL,Alabama
"17,617",Weeksbury,KY,Kentucky
"17,618",Kure Beach,NC,North Carolina
"17,619",Effingham,KS,Kansas
"17,620",Coopers Plains,NY,New York
"17,621",Upper Uwchlan,PA,Pennsylvania
"17,622",Oxford,FL,Florida
"17,623",Morse,TX,Texas
"17,624",Willisburg,KY,Kentucky
"17,625",Dakota City,NE,Nebraska
"17,626",Salisbury Mills,NY,New York
"17,627",Thornville,OH,Ohio
"17,628",Millsboro,PA,Pennsylvania
"17,629",Cornersville,TN,Tennessee
"17,630",Eau Galle,WI,Wisconsin
"17,631",Patuxent River,MD,Maryland
"17,632",Lime Springs,IA,Iowa
"17,633",Bellevue,ID,Idaho
"17,634",Crookston,NE,Nebraska
"17,635",State Road,NC,North Carolina
"17,636",Delphia,KY,Kentucky
