"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long","style_score"
"2741","2,868","11,879",50,4,"33,745","4037","Side Project Framboise du Fermier","Framboise du Fermier is our delicate and aromatic Saison du Fermier aged with raspberries in French Oak wine barrels. The brightness, depth and rustic character are created by the wild yeast native to our familiy's Missouri farm. This raspberry saison was fermented in and aged in wine barrels for several months.",8,240,NA,17,100,100,4.32,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822,4
"2742","2,869","6,469",50,4,"15,509","16829","Hill Farmstead Flora - Plum","",NA,NA,NA,94,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2743","2,870","6,469",50,4,"15,509","16829","Hill Farmstead Vera Mae - Wine Barrel Aged (2016)","Spring Saison brewed with honey and dandelions fermented in wine barrels. First release, August 2016.
 
If you have a Vera Mae w/ a pre-2016 date, please rate the other entry. This will have ""2016"" on the front label.",6,180,NA,37,100,100,4.18,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2744","2,871","6,469",50,4,"15,509","16829","Hill Farmstead Arthur Puncheon","Arthur (1922-2005) was our grandfather's youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this version of Arthur was aged for many months in our puncheons--not quite Arthur, not quite Art, but magical all the same.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.",6,180,NA,19,100,100,4.27,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2745","2,872","11,512",50,4,"5,825","13512","Sante Adairius Saison Bernice","Saison Bernice is an exquisitely fermented farmhouse ale. Dry and refreshing Bernice is made of the freshest on-hand and locally available ingredients. She saw multiple yeast additions including Brettanomyces and further bottle aging. Drink now or cellar properly. Saison Bernice will endure. The beer in this bottle is alive. So is the yeast. Grow it, keep it, use it. We encourage you to brew your own.",6.5,195,NA,231,100,100,NA,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,4
"2746","2,876","",39,NA,NA,NA,"Abbaye des Rocs Brune","Abbaye des Rocs (9% alcohol vol.) is a pure malt beer, with no added sugar. The entire range of tastes is directly linked to the double fermentation, the precise quantities of malts (7 types) as well as the mixtures of three kinds of hops (Belgian, German and Czech). Its colour is a striking deep and majestic red. Its taste is rich and full of subtlety. It is tasted like a red wine with which it shares the ruby colour without having the tannin. It develops a strong sweet smell. It confirms the initial impression in the first mouthful, with a sharp body that is balanced with a certain fruitiness. It frees itself on the palate and develops an impressive depth of taste. Some traces of burnt wood are detectable, but never scorched even if it contains this kind of malt. The foretaste is very prolonged because of its rich and unctuous development throughout the mouth. The bitter and sugar tendencies (even though there is no sugar in its composition) compete and come back together to the taster's great satisfaction. It is a deep, mystic and extremely mature beer to be classed among the great products of our soil.",9,270,NA,1565,100,100,NA,"Belgian Strong Ale","Strong Ale",NA,NA,NA,NA,NA,NA,NA,NA,7
"2747","2,877","6,469",50,4,"15,509","16829","Hill Farmstead Art","Art is the barrel aged version of Arthur, our traditional farmhouse saison.  Each release varies, but typically is a blend of barrel fermented and barrel aged Arthur - with aging extending between 12 months and 2.5 years.  Bottle Conditioned.",6,180,NA,210,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2748","2,878","",26,NA,NA,NA,"Het Anker Gouden Carolus Cuv??e Van De Keizer Blauw","Every year on the 24th of February, the birthday of ""Charles the fifth"", the Brewery brews the Gouden Carolus ""Cuvee of the Emperor"" in a limited quantity and with an eye on the highest quality and tradition. 
 
This unique brewing, with only extra fine Belgian hops and with a higher alcohol level, guarantees a better evolution in the time, than the already known Gouden Carolus Classic. 
  
The 75cl bottles are closed with a quality cork. Excellent to store several years. This exceptional ale ages well, developing a refined complexity and intense aromas. With powerful notes of roasted malts, caramel and plums, its surprisingly soft and fruity aroma combines a warm roundness with a refreshing taste. An imperial brew to cherish and enjoy in moderation.
 
 Was 8% abv in 2000-2002, 10% in 2003 and  11% in 2004.
 
DISCLAIMER: This is a dark beer and the label has a blue diagonal line.",11,330,15,1798,100,99,NA,"Abt/Quadrupel","Strong Ale",NA,NA,NA,NA,NA,NA,NA,NA,7
"2749","2,880","11,879",50,4,"33,745","4037","Side Project Saison du Fermier From Pinot Noir Puncheons","Saison du Fermier is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth, and rustic character of the wild microflora found on our family's Missouri farm. This limited expression of Saison du Fermier was fermented in and aged in Pinot Noir puncheons for 8 months before being naturally conditioned in the bottle. 
 
Note: The label says ""Saison du Fermier"" with ""Red Wine Barrel Fermented Missouri Saison"" below it on a purple backdrop. The regular Saison du Fermier label is white with black text.",7,210,NA,31,100,100,4.15,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822,4
"2750","2,882","",39,NA,NA,NA,"Mikkeller Nelson Sauvignon","Danish: Brygget af basismalt og under m??skn??ngen og g??ringen tilsat enzymer for at opn?? en s?? h??j forg??rbarhed som overhovedet muligt.  Til b??de bitter-, smags- og aromahumle er brugt den New Zealandske humlesort ??Nelson Sauvin' som er opkaldt efter sine druekarakterer, der bringer minder til den New Zealandske hvidvinsdrue Sauvignon Blanc. Af g??r er benyttet b??de champagneg??r og brettanomyces og pga. enzymerne er ??llen g??ret meget langt ned og dermed er slutresultatet en meget t??r ??l. Efter endt g??ring har ??llen ligget 5 m??neder p?? hvidvinsfade fra ??strigske Weingut Kollwentz og opn??et yderligere karakter. Til slut er den flasket p?? 750 ml champagneflasker med et ekstra h??jt CO2 indhold.
 
English: Nelson Sauvignon is a New Year beer it is fermented with ale yeast, brettanomyces and enzymes. Then it has been aged three months in Austrian white wine casks. Very dry, very vinous and very delicious.",9,270,NA,539,100,100,NA,"Belgian Strong Ale","Strong Ale",NA,NA,NA,NA,NA,NA,NA,NA,7
"2751","2,896","6,469",50,4,"15,509","16829","Hill Farmstead Arthur","Arthur (1922-2005) was our grandfather's youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Saison is crafted from American malted barley, American and European hops, our distinctive farmhouse yeast and water from our well.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.

6% Alc/Vol  13??Plato",6,180,32,531,99,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2752","2,969","3,655",89,6,"20,289","6182","College Street Jesse??s Malt Liquor","Havasu's first malt liquor! Served in a ""classic"" brown bag.",8,240,NA,26,43,97,3.1,"Malt Liquor","Other (Cider, Mead, etc.)","College Street Brewhouse & Pub","Brew Pub","Lake Havasu City","AZ","86403","USA",34.483582,-114.33694,1
"2753","2,884","",26,NA,NA,NA,"La Trappe Quadrupel Oak Aged Batch #22","We have meanwhile proudly presented BATCH 22. Oak Aged Batch 22 was mainly matured on German Single Malt barrels. This whisky is considerably smoother and less ??turfed' than its Scottish counterparts, as a result of which batch 22 is much smoother than the previous batches that were matured on whisky barrels. In addition to the malty and smoked aroma, banana, vanilla, honey, apple and blossom scent can also be distinguished. The whisky is clearly present but does not dominate, which means that La Trappe Quadrupel can still clearly be recognised. This results in a balanced fusion of flavours, releasing aromas of almond and smoke. Batch 22 is full of flavour and very complex; with every sip, new flavour associations seem to appear. The aftertaste clearly shows the alcohol, together with the bitterness of wood tannin, which lingers for a while. This may not be the most extreme batch, but thanks to its complexity and overall balanced flavour, we can really recommend it.
Its fine bouquet is best savoured when this batch is served at a temperature of 16-18 ??C (61 ?? 64.5 ??F).
BATCH 22 was distributed as follows: Used Whisky barrels (Single Malt) 83,3%; Acacia wood (medium toast)	8,3%; New Oak Medium Toast 4,2%; New Oak High Toast 4,2%.",11,330,NA,52,100,99,NA,"Abt/Quadrupel","Strong Ale",NA,NA,NA,NA,NA,NA,NA,NA,7
"2754","2,885","6,469",50,4,"15,509","16829","Hill Farmstead Flora","Flora(Barrel aged Wheat Saison) is our Wheat Saison (Florence), brewed with Butterworks Farm Organic Vermont Winter Wheat,  aged for 8 to 14 months in French Oak wine barrels and complimented by the terroir of our resident microflora... 
Batch 1: Corked. Blend of barrels.
Batch 2: Gold Cap. No cork. Blend.
Batch 3: Silver cap. Blend of barrels. Inoculated with culture from our coolship experiments.
Batch 4: #4 written in box.
Batch 5: Dated. 
Batch 4: Silver cap. Same brew day/batch as Flora 3 - but the beer progressed/rested longer in the barrels.",5,150,NA,225,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2755","2,888","11,512",50,4,"5,825","13512","Sante Adairius To The Choir","From the outset we have worked to glorify the Saison style. We strive to bring adherents into our fold, asking of them faith in our ability to continually reinterpret the many subtle nuances of these rustic and rough-hewn ales. To The Choir is our most intricate blend of barrel-aged Saisons to date. As an expression of our devotion, and a solicitation of yours, we offer you this tart and complex ale. Let the congregation fill the pews. Sante!
 
2015 Cellar Release",6.8,204,NA,20,100,100,4.2,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,4
"2756","2,889","",39,NA,NA,NA,"Abbaye des Rocs Grand Cru","Previously 9%abv 
Abbaye des Rocs Grand Cru has a rich, complex fruit aroma of cherries, golden raisins, peaches, and assorted dried fruit, laced with honey and caramel. Smooth, rich flavors reminiscent of cherries dipped in caramel, finishing with notes of dried chocolate, roasted almonds, and a hint of molasses.",9.5,285,NA,1298,100,100,NA,"Belgian Strong Ale","Strong Ale",NA,NA,NA,NA,NA,NA,NA,NA,7
"2757","2,890","273",50,4,"958","29536","Anchorage Love Buzz Saison","Saison brewed with spices and aged in French oak Pinot Noir barrels.",8,240,40,499,100,100,NA,"Saison","Saison","Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","USA",61.122943,-149.88852,4
"2758","2,891","11,512",50,4,"5,825","13512","Sante Adairius Nonna??s Blend #7","Barrel aged blonde saison",5.6,168,NA,27,100,100,4.13,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,4
"2759","2,892","11,512",50,4,"5,825","13512","Sante Adairius / Triple Rock Cellarman Barrel-Aged Saison","When an institution like Triple Rock Brewery in Berkeley asks you to collaborate, you don't say no. We first brewed Cellarman at Triple Rock for SF Beer Week 2013 with the understanding that we'd make it again at SARA and age it in wine barrels. What you hold is this second version. Cellarman pays hommage to those often-overlooked supporting brewers without whom, nothing would get done. Bright, citrusy, and tart with a dry finish, this saison celebrates cooperation, friendship, and hard work. Sante!",6.5,195,NA,112,100,100,NA,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,4
"2760","2,893","13,274",50,5,"1,264","18571","Tired Hands Sticky Drippy Crystals","Saison brewed with a lot of wheat and Pennsylvania wildflower honey. Fermented with our house microflora in french oak for many months. Pungent and drippy.",NA,NA,NA,38,100,100,4.08,"Saison","Saison","Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","USA",40.000861,-75.29694,4
"2761","2,894","11,879",50,4,"33,745","4037","Side Project Saison du Bl??","Saison du Bl?? is the harmony of a fluffy wheat Saison with Brettanomyces and Lactobacillus. The wheat balances a very dry body with a creamy, billowy mouthfeel and our house Saison yeast adds complexity and acidity. This farmhouse ale was aged in Chardonnay barrels for several months.",6,180,NA,148,100,100,NA,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822,4
"2762","2,895","3,143",50,4,"14,843","26897","Casey Brett Loves Citra","This is our version of the collaboration brew with Roaring Fork Beer Company. 100% Brettanomyces oak fermented hoppy farmhouse ale made with Citra hops. Tastes like straight pineapple juice.",6,180,NA,70,100,100,NA,"Saison","Saison","Casey Brewing and Blending","Microbrewery","Glenwood Springs","CO","81601","USA",39.533318,-107.32107,4
"2763","2,897","6,469",50,4,"15,509","16829","Hill Farmstead Anna","Anna (1902 - ? ) was our grandfather's sister; Hill Farmstead Brewery rests upon the land that was once home to her and her 13 siblings.  In her honor, this Honey Saison is crafted from American malted barley, European and American hops, Vermont wildflower honey, our distinctive farmhouse yeast and water from our well.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Anna.  
6.5% ALC/VOL 14?? P Ingredients: Pale Malt, American and European Hops, Vermont Wildflower Honey, Ale Yeast, and our Well Water.",6.5,195,NA,452,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2764","2,898","11,512",50,4,"5,825","13512","Sante Adairius Nonna??s Blend #6","Barrel aged saison blend.",5.1,153,NA,30,100,99,4.09,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,4
"2765","2,900","11,879",50,4,"33,745","4037","Side Project T??te de Cuv??e","T??te de Cuv??e is a blend of my finest Saisons I have produced so far. The overall blend is one of those beers that I wish I could have every day. 
 
T??te de Cuv??e is a blend of our finest and oldest wine barrel fermented Saisons. Blend # 1 contains Oude Fermier, Oude du Ble, and several experimental barrel fermented saisons, each of which was barrel fermented in French Oak and aged atleast 1 year before blending and being naturally conditioned. 
 
Blend # 1 
Oude du Fermier - 10.10.14 
Oude du Ble - 07.23.14 
Saison #1 - 08.03.14 
Saison #2 - 08.04.14",6,180,NA,21,99,99,4.14,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822,4
"2766","2,901","6,469",50,4,"15,509","16829","Hill Farmstead Dorothy (2015-)","New iteration. Farmstead ale brewed with wheat, fermented with Brettanomyces, and hopped with Citra. Reminiscent of Wheat is the New Hops. 
 
If your Dorothy has a bottling date after January, 2015 the review will go here.",7,210,NA,291,99,99,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,4
"2767","2,902","13,696",50,4,"30,957","10960","Upright Flora Rustica (Barrel Aged)","Matured one year with lactobacillus.",5.5,165,NA,136,99,99,NA,"Saison","Saison","Upright Brewing","Microbrewery","Portland","OR","97227","USA",45.543831,-122.67497,4
"2768","2,903","11,879",50,4,"33,745","4037","Side Project Saison du Fermier","Saison du Fermier is a Chardonnay barrel-fermented Saison. It is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth and rustic character of Brettanomyces and Lactobacillus found in traditional Saisons. This farmhouse ale was fermented in and aged in wine barrels for several months.",7,210,NA,140,99,99,NA,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822,4
"2769","2,908","300",82,7,"7,219","9416","Angry Orchard The Muse","The Muse is the newest addition to our Cider House Collection. Inspired by the festive nature of slightly sweet Demi-Sec champagnes and sparkling wines, the Muse is bubbly and effervescent. It is made from traditional culinary and bittersweet apples and aged on French oak. The Muse is sweet up front with a juicy apple aroma and bright acidity, and slightly drying on the finish with a lingering sweet apple note. The French oak adds a subtle wood impression, imparting notes of cloves, cinnamon, nutmeg, allspice, and hints of vanilla.",7.7,231,NA,61,97,100,NA,"Cider","Other (Cider, Mead, etc.)","Angry Orchard (Boston Beer Company)","Cidery","Cincinnati","OH","45202","USA",39.10441,-84.50774,1
"2770","2,923","",82,NA,NA,NA,"Bordelet Sidre Tendre","Amber color, extremely aromatic cider with fruited honey and baked apple aromas. Persistant but small bubbles. Suitable as an aperitif or with dessert.",3,90,NA,20,96,99,3.83,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2771","2,909","",82,NA,NA,NA,"Domaine de Kerv??guen Cuv??e Carpe Diem Prestige","Cette cuv??e, s??lectionn??e depuis 1997 par l'Elys??e et tr??s appr??ci??e de notre ancien pr??sident Jacques Chirac, est avant tout une cuv??e de dessert, id??ale pour accompagner les tartes aux fruits. Cependant, comme une vendange tardive, avec un sucre r??siduel ??lev??, elle conviendra ??galement ?? l'ap??ritif ou autour d'une bonne galette des rois. 
(les pommes de cette cuv??e sont conserv??es pr??s de 3 mois sous abri. Ratatin??es au moment du pressage, le taux de sucre du mo??t au pressoir est exceptionnellement ??lev??). D??gr?? d'alcool faible d'environ 3%, Garde 3 ?? 5 ans. R??colte 2010 ??puis??e, prochaine r??colte dispo d??but Avril 2012 !",3,90,NA,16,97,100,3.92,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2772","2,910","",82,NA,NA,NA,"Minotiere Cidre Fermier Bio Brut","",5,150,NA,20,97,100,3.88,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2773","2,911","",82,NA,NA,NA,"Cydr Smykan Jask????","Zrobiony z trzech odmian: groch??wka, jonagored, champion. Kolor ??????tawo-pomara??czowy, lekko m??tny. Aromaty ciekawe: pestek, szarlotki, s??omy, oscypka i suchych li??ci. W ustach orze??wiaj??cy i wytrawny. Ma troszk?? sk??rkowych tanin. Pouk??adany, z bardziej mi??kk?? kwasowo??ci??, lekko pestkowy, z nut?? pieprzno-korzenn?? w finiszu. Przy ca??ej jego g??adko??ci, nie brakuje mu te?? dziko??ci, charakteru i pazurk??w.  Srebny medal na Enoexpo 2015r. (opis pochodzi z Vinisfery Mariusza Kapczy??skiego.) Produkt 100% naturalny nie zawiera siarczan??w, niefiltrowany i nie pasteryzowany z naturalnym osadem.",5.5,165,NA,11,97,100,4,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2774","2,912","551",82,8,"12,845","18107","B. Nektar Zombie Killer","Zombie Killer Cherry Cyser is made with Michigan tart cherry juice, apple cider and star thistle honey.  It is sweet but balances nicely with the tart cherries.  Be careful...it is extremely addicting and refreshing.  Serve cold...Zombies hate the cold!",6,180,NA,575,97,100,NA,"Cider","Other (Cider, Mead, etc.)","B. Nektar Meadery","Meadery","Ferndale","MI","48220","USA",42.460986,-83.13398,1
"2775","2,913","5,096",82,7,"39,936","2586","Flag Hill Farm Vermont Sparkling Organic Hard Cyder","Our Sparkling Hard Cyder makes a festive addition to any party and is the perfect compliment to fine foods and desserts.

Hand crafted in The Old French Champagne Style or ""Methode Champenoise"", our cyder is transformed from a dry still wine to a magnificent sparkling elixir.

The finished product is outfitted with an authentic champagne cork and adorned with a traditional wire hood.

Aged two years before bottling; then aged for another year in a handsome Champagne bottle and finished with an authentic champagne cork and wire hood.

Excellent tiny bubbles.",9.5,285,NA,36,97,100,3.8,"Cider","Other (Cider, Mead, etc.)","Flag Hill Farm","Cidery","Vershire","VT","05079","USA",43.948258,-72.32092,1
"2776","2,929","11,703",82,NA,NA,NA,"Sea Cider Wassail","",14,420,NA,11,95,99,3.92,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2777","2,914","189",82,7,"13,109","18947","J.K.??s Cuv??e Winterruption Farmhouse Hard Cider","As the sun arcs low in the mid day sky, this year's harvest is slowly fermenting in its winter slumber. 

Everyone here at the Orchard enjoys a few halcyon days to remember the hard work in the last year's harvest. We look forward to next year's crop of apples. 

To warm ourselves in the cold northern solstice we enjoy our winter cider. Lightly spiced with ethically traded cinnamon, vanilla and a wee drop of syrup from our old Maple trees on our farm.

 Enjoy this wonderful cider cool or gently warmed, savor a tipple to reflect on your last year and bountiful new year beginning.",6.9,207,NA,128,97,100,NA,"Cider","Other (Cider, Mead, etc.)","Almar Orchards","Cidery","Flushing","MI","48433","USA",43.072177,-83.84883,1
"2778","2,915","11,703",82,NA,NA,NA,"Sea Cider Rumrunner (2009+ Newfoundland Screech Rum)","Apple wine flavored and colored with molasses and aged in bourbon barrels for six months. The secret of Rumrunner lies in the barrel. Rich, full-bodied and intriguing Newfoundland Screech barrels were the inspiration for Rumrunner which opens up to reveal notes of molasses, apples and sugar cane. Raise a glass of Rumrunner and let your apples out of the barrel.",12.5,375,NA,76,97,100,NA,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2779","2,916","12,687",82,8,"31,253","7578","Superstition Pillars of Creation","Tart cherry cider aged in a bourbon barrel.",6.9,207,NA,31,97,100,3.8,"Cider","Other (Cider, Mead, etc.)","Superstition Meadery","Meadery","Prescott","AZ","86301","USA",34.589477,-112.44726,1
"2780","2,917","4,351",82,NA,NA,NA,"Etienne Dupont Organic Cidre Bouch?? Brut de Normandie","Certified Organic by IMO Switzerland. All apples of the type Bisquiet are fully Organic.",4.5,135,NA,159,96,99,NA,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2781","2,918","7,983",82,NA,NA,NA,"Les Vergers de la Colline Honey Crisp Sour","",7,210,NA,22,96,99,3.82,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2782","2,919","13,882",82,NA,NA,NA,"Pomme de Coeur","Created from apple varieties harvested on the first autumnn chills, Pomme de Coeur will bewitch you with its amber glow and its complex aromas of apricot, honey, melon and almonds.  Its unctuous smoothness and rich flavours, in perfect balance with natural fruit astringency will wonderfully complement your cheeses or fine desserts.",6.9,207,NA,39,96,99,3.76,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2783","2,920","194",82,7,"31,089","13213","Alpenfire Spark!","Spark!  has been a customer favorite for several years.  Made with Alpenfire's traditional cider apples and Lazy J's heirloom varieties it is the perfect blend of old world and new world cider.  Just enough tannin to keep it interesting and just the right acidity to keep it refreshingly light.",8.9,267,NA,22,96,99,3.82,"Cider","Other (Cider, Mead, etc.)","Alpenfire Cider","Cidery","Port Townsend","WA","98368","USA",48.100255,-122.79736,1
"2784","2,921","8,885",82,7,"25,196","16083","Millstone Cellars Hopvine","Oak barrel-aged cider, dry hopped with local cascade hops. Dry, tart, grassy, and floral. Combines the wonderful aromas of hops with the tart complexity of our ciders.",7.5,225,NA,37,96,99,3.76,"Cider","Other (Cider, Mead, etc.)","Millstone Cellars","Cidery","Monkton","MD","21111","USA",39.575605,-76.59123,1
"2785","2,922","8,885",82,7,"25,196","16083","Millstone Cellars Farmgate","Dry, bold, oak barrel-aged cider using tart and earthy cider apples. A recreation of Old-America in a bottle from tree to table.",7.5,225,NA,32,96,99,3.78,"Cider","Other (Cider, Mead, etc.)","Millstone Cellars","Cidery","Monkton","MD","21111","USA",39.575605,-76.59123,1
"2786","2,924","3,923",82,7,"7,918","16453","Crispin Steel Town 5th Anniversary","A jam session cider with lashings of soul and raunch.  When the sun goes down, you still hear the beat of blood, sweat and tears in Steel Town.

A cask ages masterpiece worthy of a 5th Anniversary celebration.  Colfax classic apple-wine aged with a loving touch in 5 distinctive barrels and harmoniously blended to showcase the character of 5 talented impresarios.

The sweet exuberance of SHerry supported by Port's bass tones, layered with the souldul harmonies of Shiraz and Rye's subtle spice notes, all keeping pace with the unmistakable driving rhythm of Bourbon.

Before pouring, give a solid bottoms-up tilt and swirl to disperse sediment evenly and best enjoy the complex aroma and banquet.

Best enjoyed at cellar temperature, 50/55F.  With or without 1 or 2 ice cubes.",6.9,207,NA,34,96,99,3.77,"Cider","Other (Cider, Mead, etc.)","Crispin Cider Company (Tenth and Blake Beer Co. - MillerCoors)","Cidery","Colfax","CA","95713","USA",39.092062,-120.93471,1
"2787","2,925","4,351",82,NA,NA,NA,"Etienne Dupont Cidre Cuvee Colette","Variety of apples: 80% of bitter-sweet apples (Mettais, Binet Rouge and Frequin) and 20% of acid apples (Judaines and Petit Jaune) 

Pressing density: 1065

Fermentation takes place in Inox tank. Wild yeasts are used and fermentation is controlled mainly by settlement extraction. After the traditional fermentation in a barrel, it is the bottle itself that, thanks to a secondary fermentation, the ??prise de mousse?? takes place. This natural phenomenon requires careful and patient attention to each bottle.

During the aging period ??sur lattes??, the bottles are rotated daily, manually, gradually from the horizontal to the vertical position, in order that the sediment will accumulate in the neck of the bottle, to await removal. At the time of ??degorgement??, the neck of the bottle is frozen and, enclosed in ice, the sediment is then removed.",6.9,207,NA,103,96,99,NA,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2788","2,926","",82,NA,NA,NA,"La Face Cach??e de la Pomme Frimas (2014)","FRIMAS est une nouveaut?? - un cidre liquoreux - ??labor?? depuis 2013 par La Face Cach??e de la Pomme. / FRIMAS is the very new cider produced by La Face Cach??e de la Pomme, a pioneer in the developement of ice cider (apple ice wine).

This is NOT Frimas ice cider (now called Neige R??colte d'Hiver). Please check the label and ABV to make sure you enter the right rating.",6.9,207,NA,11,96,99,3.94,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2789","2,927","4,346",82,NA,NA,NA,"Domaine de Lavoie Bulles d??Automne","Bulles d'Automne est un cidre mousseux qui pr??sente des ar??mes de pommes cuites, de melon et de miel. Le sucre naturel des pommes apporte beaucoup de rondeur ?? ce cidre d'automne.",10,300,NA,15,96,99,3.86,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2790","2,928","",82,NA,NA,NA,"??ppelTreow Sparrow Spiced Cider","??ppelTreow Sparrow Spiced is tart ""hard"" cider infused with premium baking spices.  There's more than a hint of cinnamon, allspice and cardamom.  It is crafted from a blend of modern and heirloom apple varieties .",5.8,174,NA,19,96,99,3.81,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2791","2,930","4,351",82,NA,NA,NA,"Etienne Dupont Cidre Bouch?? Brut de Normandie","Note: 2003 vintage bottles are 6% ABV. Unfiltered, unpasterized cider",5.5,165,NA,373,95,99,NA,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2792","2,931","189",82,7,"13,109","18947","J.K.??s Northern Neighbour Farmhouse Cider Saskatoon Cuvee","We invite you to celebrate a collaboration of a few passionate American and Canadian farmers. The fruits of their labor are presented in this bottle, a family reunion of sorts. This delightful cider is made from Michigan apples and a unique Canadian prairie apple, the Saskatoon. Gathered by J.K. from family orchards in Michigan and Saskatchewan, this natural cider has been carefully fermented here at Almar Orchards using our traditional methods. We hope you enjoy sharing this cider that knows no borders with friends, family, and neighbors.",5.5,165,NA,79,95,99,NA,"Cider","Other (Cider, Mead, etc.)","Almar Orchards","Cidery","Flushing","MI","48433","USA",43.072177,-83.84883,1
"2793","2,932","",82,NA,NA,NA,"Bordatto Basa Jaun","Basa Jaun, named for the ??wild man?? of Basque mythology, is a hearty, acidic cider that is made with a blend of 15 varetials selected from the 30 different apples grown at the estate.",7,210,NA,17,95,99,3.81,"Cider","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"2794","2,933","4,609",82,7,"26,951","17524","Eden Sparkling Cider (Dry)","Bottle-conditioned, naturally sparkling cider fermented in French oak puncheons. Made from a blend of traditional and heirloom apple varieties grown within 200 miles of our cidery.
 
This is for the bottled (37.5CL and 75CL) Variants only.",8.5,255,NA,25,95,99,3.74,"Cider","Other (Cider, Mead, etc.)","Eden Ice Cider Company","Cidery","Newport","VT","05855","USA",44.936237,-72.19921,1
