"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long"
"1295","2,820","11,372",94,5,"34,794","22924","Russian River STS Pils","GABF Gold 2015.",5.3,159,NA,96,93,100,NA,"Pilsener","Pils/Lager","Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","USA",38.457611,-122.69317
"1296","2,821","13,842",94,4,"10,571","14117","Victory Braumeister Pils","This entry is for any beer with the name Braumeister Pils. With the exception of the Harvest Pils.",5.5,165,NA,261,93,100,NA,"Pilsener","Pils/Lager","Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","USA",40.02342,-75.71389
"1297","2,822","12,623",94,4,"17,852","23899","Suarez Family Qualify Pils","Hop Accented Pilsner",5.5,165,NA,15,92,100,3.75,"Pilsener","Pils/Lager","Suarez Family Brewery","Microbrewery","Hudson","NY","12534","USA",42.22948,-73.75846
"1298","2,823","10,179",94,4,"17,446","13536","pFriem Pilsner","pFriem Pilsner is as refreshing and flavorful as its European cousin--and with aromas of fresh flowers and honey, we've managed to fit the Pacific Northwest into each bottle.",4.9,147,NA,69,92,100,NA,"Pilsener","Pils/Lager","pFriem Family Brewers","Microbrewery","Hood River","OR","97031","USA",45.673147,-121.5368
"1299","2,824","13,842",94,4,"10,571","14117","Victory Spalt Select Pils","",5.2,156,NA,21,94,100,3.71,"Pilsener","Pils/Lager","Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","USA",40.02342,-75.71389
"1300","2,825","13,842",94,4,"10,571","14117","Victory Prima Pils","Bottle: Filtered. 
Ingredients: 2 row German pale malt; Czech Saaz, German Northern Brewer hops. 

Heaps o' hops are hiding under the full, frothy head of this elegant Pils. All German malt subtleties linger beneath a long dry finish of this classy quencher.  One of Michael Jackson's 500 Classic Brews",5.3,159,NA,2435,92,100,NA,"Pilsener","Pils/Lager","Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","USA",40.02342,-75.71389
"1301","2,831","8,133",94,1,"6,984","11056","Local Option Outlawger","Outlawger is designed to deliver fresh German lager to American soil. What's the secret you ask? It begins by getting a famous German brewmaster wasted on American double IPA's at Local Option, and then fooling him into revealing the most classified methods of making perfect Deutsch Pils. Consider this beer another victory for the Allies.",5,150,NA,37,91,99,3.63,"Pilsener","Pils/Lager","Local Option Bierwerker","Client Brewer","Chicago","IL","60614","USA",41.922682,-87.65432
"1302","2,832","11,354",94,1,"33,408","22470","Ruhstaller Gilt Edge Kuchinski Hop Ranch","Gilt : \gilt\adj.",4.8,144,42,70,92,99,NA,"Pilsener","Pils/Lager","Ruhstaller","Client Brewer","Sacramento","CA","95814","USA",38.580255,-121.49125
"1303","2,834","9,956",94,4,"26,608","21818","Oxbow Luppolo","Italian style Pilsner",5,150,NA,14,90,99,3.71,"Pilsener","Pils/Lager","Oxbow Brewing Company","Microbrewery","Newcastle","ME","04553","USA",44.048714,-69.54335
"1304","2,835","1,199",94,4,"10,039","8398","Bierstadt Slow Pour Pils","North German-style pils.",5.1,153,NA,12,91,99,3.74,"Pilsener","Pils/Lager","Bierstadt Lagerhaus","Microbrewery","Denver","CO","80205","USA",39.758986,-104.96678
"1305","2,837","151",94,4,"34,375","6960","AleSmith Spezial Pils","Inspired by classic European lagers, our entire Brewing Team got together to create this truly collaborative beer that captures the essence of European tradition. The result, Spezial Pils, is our take on a German-style pilsner with a pleasant balance between light, grainy malt and spicy, floral hops. We lager it at freezing temperatures for an extended period to round out its delicate flavors and improve drinkability. The finish is crisp and clean with a pleasant dryness and subtle bitterness. Prost!",4.9,147,NA,36,90,99,3.61,"Pilsener","Pils/Lager","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"1306","2,838","1,547",94,4,"8,642","21718","Block 15 Gloria! Unfiltered Pilsner","Our unfiltered pilsner is brewed with pilsner malts, German Hallertau & Crystal hops, and Czech lager yeast. Fermented at cool temperatures and then lagered cold for a smooth finish, Gloria! pours a slightly hazy pint that drinks crisp and refreshing. Just a hint of hop rounds out our lightest, easiest drinking brew.",5,150,20,25,90,99,3.64,"Pilsener","Pils/Lager","Block 15 Brewery","Microbrewery","Corvallis","OR","97333","USA",44.52789,-123.2791
"1307","2,839","5,056",94,3,"29,400","8515","Firestone Walker Pivo Hoppy Pils","Everything we love about classic German Pilsner with a hoppy Bohemian twist.  Pils is a bright straw colored lager beer with playful carbonation topped with beautiful white foam lace.  Delicate lightly toasted malt flavors underscore noble German hop character.  Hallertau-grown Magnum hops deliver the lupulin foundation while generous amounts of Spalter Select hops bring  floral aromatic and spicy herbal notes. As a twist on the traditional Pils, we dry hop with German Saphir for a touch of bergamot zest and lemongrass. A refreshing, light-bodied and hop-driven Pils.",5.3,159,NA,677,90,99,NA,"Pilsener","Pils/Lager","Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","USA",35.640589,-120.70418
"1308","2,840","11,372",94,5,"34,794","22924","Russian River It Takes A Lot Of Great Beer To Make Great Wine","There is an old familiar saying in the wine business: ""It takes a lot of great beer to make great wine!"" Winemakers, cellar workers, and grape pickers alike rarely (if ever) reach for a nice big glass of red wine in the middle of harvest. Wine is quite delicious, but not very refreshing on a hot summer day. The beverage of choice during harvest is BEER! Ice-cold, refreshing and thirst-quenching BEER! The beer in this bottle is a toast to our winemaking friends who work around the clock during harvest to make world-class wine right here in our own back yard! Cheers!",4.75,142,24,112,91,99,NA,"Pilsener","Pils/Lager","Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","USA",38.457611,-122.69317
"1309","2,841","4,857",94,4,"24,927","23182","Fair State Pils","German Kellerpils",5.1,153,40,15,90,99,3.69,"Pilsener","Pils/Lager","Fair State Brewing Cooperative","Microbrewery","Minneapolis","MN","55418","USA",45.019315,-93.24304
"1310","2,845","3,949",94,4,"10,036","8398","Crooked Stave Von Pilsner","Combining our brewery's super soft water and the finest German hops, this unfiltered keller pilsner is crushable. Brewed as a traditional European continental pilsner, this is what beer tastes like pouring from the wooden vats used to make lager beer for centuries in the Czech Republic town of Plze??.",5,150,35,18,90,99,3.66,"Pilsener","Pils/Lager","Crooked Stave","Microbrewery","Denver","CO","80216","USA",39.784622,-104.96214
"1311","2,873","11,512",50,4,"5,825","13512","Sante Adairius Stenciled Pages","It is no secret that of all the various beer styles we make at Sante Adairius, Saison is our muse. Our excitement grows as batches ages, mature and inspire us to continue to chase the dream of perfecting the style to our tastes. A blend of several barreled Saisons, Stenciled Pages is a window into the passion that we have for this revered beer style. With generous and open hearts we offer you this latest effort to capture beauty in a bottle. Sante!",6,180,NA,27,100,100,4.19,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1312","2,848","12,231",94,3,"20,423","23514","Southern Tier Pilsner (2016 - )","When we set forth to brew a Pilsner, we wanted to pay homage to a region that is legendary in its brewing tradition. This beer is brewed the German way, and you can taste the difference. We even sourced the hops and malts from Germany! It's light, easy to drink, and it goes just as good in a boot as it does in a stein. We use German Pils malt, 2-Row malt and wheat to create a firm malty character with a crisp finish. This traditional Pilsner malt bill is complimented by German Lager yeast and German noble hops. Pilsner's 40 IBUs help it finish dry, the way a German Pilsner should.",5,150,40,27,89,99,3.61,"Pilsener","Pils/Lager","Southern Tier Brewing Company (ABV)","Commercial Brewery","Lakewood","NY","14750","USA",42.098657,-79.32439
"1313","2,849","3,902",94,4,"1,607","10240","Creature Comforts / Jester King Mutualism","The base beer for Mutualism is a pilsner brewed using local wheat and grits from Georgia???based DaySpring Farms. The finished pilsner underwent a secondary fermentation with a blend of both Creature Comforts' and Jester King's house-??mixedcultures of yeast and bacteria. The beer was then bottle conditioned for five months.",5.5,165,NA,31,89,99,3.61,"Pilsener","Pils/Lager","Creature Comforts Brewing Company","Microbrewery","Athens","GA","30601","USA",33.979016,-83.36423
"1314","2,851","10,115",94,6,"29,567","25314","Peekskill Skills Pils","An international style Pilsner with German malts, New Zealand hops, and Czech lager yeast.",5.4,162,NA,13,89,99,3.69,"Pilsener","Pils/Lager","Peekskill Brewery","Brew Pub","Peekskill","NY","10566","USA",41.288258,-73.91928
"1315","2,965","5,880",89,4,"18,736","23610","Green Room Cletus Forty Hands","Malt liquor brewed for drowland's Jacksonville going away party! Aged on cherry moonshine soaked oak chips",9,270,10,16,44,97,3.14,"Malt Liquor","Other (Cider, Mead, etc.)","Green Room Brewing (FL)","Microbrewery","Jacksonville Beach","FL","32250","USA",30.284641,-81.39844
"1316","2,856","6,469",50,4,"15,509","16829","Hill Farmstead Ann","Ann is the wine barrel aged version of Anna (1902-?), our grandfather's sister as well as the name of our Honey Saison. In her honor, we fill French Oak wine barrels with honey saison and allow the beer to mature in the presence of our resident microflora. After many months, a beautifully complex beer emerges--Anna becomes Ann. Naturally carbonated and dipped in beeswax, Ann displays the microflora of her landscape. This the ale that I dreamed to have shared with Anna.",6.5,195,NA,124,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1317","2,863","6,469",50,4,"15,509","16829","Hill Farmstead Dorothy - Wine Barrel Aged","Farmstead ale dry-hopped and aged in wine barrels.",7,210,NA,44,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1318","2,868","11,879",50,4,"33,745","4037","Side Project Framboise du Fermier","Framboise du Fermier is our delicate and aromatic Saison du Fermier aged with raspberries in French Oak wine barrels. The brightness, depth and rustic character are created by the wild yeast native to our familiy's Missouri farm. This raspberry saison was fermented in and aged in wine barrels for several months.",8,240,NA,17,100,100,4.32,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"1319","2,869","6,469",50,4,"15,509","16829","Hill Farmstead Flora - Plum","",NA,NA,NA,94,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1320","2,870","6,469",50,4,"15,509","16829","Hill Farmstead Vera Mae - Wine Barrel Aged (2016)","Spring Saison brewed with honey and dandelions fermented in wine barrels. First release, August 2016.
 
If you have a Vera Mae w/ a pre-2016 date, please rate the other entry. This will have ""2016"" on the front label.",6,180,NA,37,100,100,4.18,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1321","2,871","6,469",50,4,"15,509","16829","Hill Farmstead Arthur Puncheon","Arthur (1922-2005) was our grandfather's youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this version of Arthur was aged for many months in our puncheons--not quite Arthur, not quite Art, but magical all the same.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.",6,180,NA,19,100,100,4.27,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1322","2,872","11,512",50,4,"5,825","13512","Sante Adairius Saison Bernice","Saison Bernice is an exquisitely fermented farmhouse ale. Dry and refreshing Bernice is made of the freshest on-hand and locally available ingredients. She saw multiple yeast additions including Brettanomyces and further bottle aging. Drink now or cellar properly. Saison Bernice will endure. The beer in this bottle is alive. So is the yeast. Grow it, keep it, use it. We encourage you to brew your own.",6.5,195,NA,231,100,100,NA,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1323","2,877","6,469",50,4,"15,509","16829","Hill Farmstead Art","Art is the barrel aged version of Arthur, our traditional farmhouse saison.  Each release varies, but typically is a blend of barrel fermented and barrel aged Arthur - with aging extending between 12 months and 2.5 years.  Bottle Conditioned.",6,180,NA,210,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1324","2,879","6,469",75,4,"15,509","16829","Hill Farmstead Biere de Norma","Brewed (with help from our great friend Jean of Tired Hands!) on the day of my grandmother's passing (Norma), this is an inspired Biere de Mars fermented entirely in oak and inoculated with our house spontaneous culture.",7,210,NA,178,100,100,NA,"Bi??re de Garde","Pale Ale","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1325","2,880","11,879",50,4,"33,745","4037","Side Project Saison du Fermier From Pinot Noir Puncheons","Saison du Fermier is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth, and rustic character of the wild microflora found on our family's Missouri farm. This limited expression of Saison du Fermier was fermented in and aged in Pinot Noir puncheons for 8 months before being naturally conditioned in the bottle. 
 
Note: The label says ""Saison du Fermier"" with ""Red Wine Barrel Fermented Missouri Saison"" below it on a purple backdrop. The regular Saison du Fermier label is white with black text.",7,210,NA,31,100,100,4.15,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"1326","2,896","6,469",50,4,"15,509","16829","Hill Farmstead Arthur","Arthur (1922-2005) was our grandfather's youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Saison is crafted from American malted barley, American and European hops, our distinctive farmhouse yeast and water from our well.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.

6% Alc/Vol  13??Plato",6,180,32,531,99,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1327","2,969","3,655",89,6,"20,289","6182","College Street Jesse??s Malt Liquor","Havasu's first malt liquor! Served in a ""classic"" brown bag.",8,240,NA,26,43,97,3.1,"Malt Liquor","Other (Cider, Mead, etc.)","College Street Brewhouse & Pub","Brew Pub","Lake Havasu City","AZ","86403","USA",34.483582,-114.33694
"1328","2,885","6,469",50,4,"15,509","16829","Hill Farmstead Flora","Flora(Barrel aged Wheat Saison) is our Wheat Saison (Florence), brewed with Butterworks Farm Organic Vermont Winter Wheat,  aged for 8 to 14 months in French Oak wine barrels and complimented by the terroir of our resident microflora... 
Batch 1: Corked. Blend of barrels.
Batch 2: Gold Cap. No cork. Blend.
Batch 3: Silver cap. Blend of barrels. Inoculated with culture from our coolship experiments.
Batch 4: #4 written in box.
Batch 5: Dated. 
Batch 4: Silver cap. Same brew day/batch as Flora 3 - but the beer progressed/rested longer in the barrels.",5,150,NA,225,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1329","2,886","11,512",50,4,"5,825","13512","Sante Adairius Cask Strawberry","Cask 200 aged further in puncheons with strawberries.",7.4,222,NA,89,100,100,NA,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1330","2,966","11,968",89,4,"4,438","5499","Silver City Deluxe Malt Liquor","Brewed from a long-forgotten recipe sheet discovered by Silver City's brewmaster, and made in tribute to Port Orchard's bygone historic Silver Springs Brewing. Released as the 75th anniversary of the 21st amendment approaches.",6.7,201,NA,40,43,97,NA,"Malt Liquor","Other (Cider, Mead, etc.)","Silver City Brewery","Microbrewery","Bremerton","WA","98312","USA",47.564437,-122.71293
"1331","2,888","11,512",50,4,"5,825","13512","Sante Adairius To The Choir","From the outset we have worked to glorify the Saison style. We strive to bring adherents into our fold, asking of them faith in our ability to continually reinterpret the many subtle nuances of these rustic and rough-hewn ales. To The Choir is our most intricate blend of barrel-aged Saisons to date. As an expression of our devotion, and a solicitation of yours, we offer you this tart and complex ale. Let the congregation fill the pews. Sante!
 
2015 Cellar Release",6.8,204,NA,20,100,100,4.2,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1332","2,890","273",50,4,"958","29536","Anchorage Love Buzz Saison","Saison brewed with spices and aged in French oak Pinot Noir barrels.",8,240,40,499,100,100,NA,"Saison","Saison","Anchorage Brewing Company","Microbrewery","Anchorage","AK","99515","USA",61.122943,-149.88852
"1333","2,891","11,512",50,4,"5,825","13512","Sante Adairius Nonna??s Blend #7","Barrel aged blonde saison",5.6,168,NA,27,100,100,4.13,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1334","2,892","11,512",50,4,"5,825","13512","Sante Adairius / Triple Rock Cellarman Barrel-Aged Saison","When an institution like Triple Rock Brewery in Berkeley asks you to collaborate, you don't say no. We first brewed Cellarman at Triple Rock for SF Beer Week 2013 with the understanding that we'd make it again at SARA and age it in wine barrels. What you hold is this second version. Cellarman pays hommage to those often-overlooked supporting brewers without whom, nothing would get done. Bright, citrusy, and tart with a dry finish, this saison celebrates cooperation, friendship, and hard work. Sante!",6.5,195,NA,112,100,100,NA,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1335","2,893","13,274",50,5,"1,264","18571","Tired Hands Sticky Drippy Crystals","Saison brewed with a lot of wheat and Pennsylvania wildflower honey. Fermented with our house microflora in french oak for many months. Pungent and drippy.",NA,NA,NA,38,100,100,4.08,"Saison","Saison","Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","USA",40.000861,-75.29694
"1336","2,894","11,879",50,4,"33,745","4037","Side Project Saison du Bl??","Saison du Bl?? is the harmony of a fluffy wheat Saison with Brettanomyces and Lactobacillus. The wheat balances a very dry body with a creamy, billowy mouthfeel and our house Saison yeast adds complexity and acidity. This farmhouse ale was aged in Chardonnay barrels for several months.",6,180,NA,148,100,100,NA,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"1337","2,895","3,143",50,4,"14,843","26897","Casey Brett Loves Citra","This is our version of the collaboration brew with Roaring Fork Beer Company. 100% Brettanomyces oak fermented hoppy farmhouse ale made with Citra hops. Tastes like straight pineapple juice.",6,180,NA,70,100,100,NA,"Saison","Saison","Casey Brewing and Blending","Microbrewery","Glenwood Springs","CO","81601","USA",39.533318,-107.32107
"1338","2,897","6,469",50,4,"15,509","16829","Hill Farmstead Anna","Anna (1902 - ? ) was our grandfather's sister; Hill Farmstead Brewery rests upon the land that was once home to her and her 13 siblings.  In her honor, this Honey Saison is crafted from American malted barley, European and American hops, Vermont wildflower honey, our distinctive farmhouse yeast and water from our well.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Anna.  
6.5% ALC/VOL 14?? P Ingredients: Pale Malt, American and European Hops, Vermont Wildflower Honey, Ale Yeast, and our Well Water.",6.5,195,NA,452,100,100,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1339","2,898","11,512",50,4,"5,825","13512","Sante Adairius Nonna??s Blend #6","Barrel aged saison blend.",5.1,153,NA,30,100,99,4.09,"Saison","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1340","2,899","10,391",26,4,"34,651","17796","Lost Abbey Box Set: Track #8 (Number of the Beast)","At a Glance
The Beer:
A fresh track, Track 8 is a spicy monster ?? A base of Judgment Day aged in freshly emptied bourbon barrels then spiked with liberal additions of cinnamon stick and dried chili pepper.
ABV: 13.7%
Released: August 18, 2012

Liner Notes
We've never released a Bourbon Barrel version of our Judgment Day. So we thought it might be interesting to take the base beer for Cuvee de Tomme age in first fill Bourbon Barrels and let mother nature take over. Of course, because this is a Rock and Roll inspired Box Set beer, we couldn't just leave well enough alone.
Upon sampling the base beer, it became apparent that the raisins used to brew the base beer were going to drive the flavor bus of this beer. The conversations turned to Oatmeal Raisin cookies and the essence of a freshly baked treat. So we added some cinnamon sticks to the barrels and threw in some dried chiles as well.
At 13.70 ABV this beer has amazing depth of flavor and presents a unique drinking experience for consumers who may be seeking enlightenment on Judgment Day.",13.7,411,NA,330,100,99,NA,"Abt/Quadrupel","Strong Ale","Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","USA",33.144908,-117.17128
"1341","2,900","11,879",50,4,"33,745","4037","Side Project T??te de Cuv??e","T??te de Cuv??e is a blend of my finest Saisons I have produced so far. The overall blend is one of those beers that I wish I could have every day. 
 
T??te de Cuv??e is a blend of our finest and oldest wine barrel fermented Saisons. Blend # 1 contains Oude Fermier, Oude du Ble, and several experimental barrel fermented saisons, each of which was barrel fermented in French Oak and aged atleast 1 year before blending and being naturally conditioned. 
 
Blend # 1 
Oude du Fermier - 10.10.14 
Oude du Ble - 07.23.14 
Saison #1 - 08.03.14 
Saison #2 - 08.04.14",6,180,NA,21,99,99,4.14,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"1342","2,901","6,469",50,4,"15,509","16829","Hill Farmstead Dorothy (2015-)","New iteration. Farmstead ale brewed with wheat, fermented with Brettanomyces, and hopped with Citra. Reminiscent of Wheat is the New Hops. 
 
If your Dorothy has a bottling date after January, 2015 the review will go here.",7,210,NA,291,99,99,NA,"Saison","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1343","2,902","13,696",50,4,"30,957","10960","Upright Flora Rustica (Barrel Aged)","Matured one year with lactobacillus.",5.5,165,NA,136,99,99,NA,"Saison","Saison","Upright Brewing","Microbrewery","Portland","OR","97227","USA",45.543831,-122.67497
"1344","2,903","11,879",50,4,"33,745","4037","Side Project Saison du Fermier","Saison du Fermier is a Chardonnay barrel-fermented Saison. It is the harmony of new and old. It is robust and has the paler color of modern Saisons, yet it is balanced with the brightness, depth and rustic character of Brettanomyces and Lactobacillus found in traditional Saisons. This farmhouse ale was fermented in and aged in wine barrels for several months.",7,210,NA,140,99,99,NA,"Saison","Saison","Side Project Brewing","Microbrewery","Saint Louis","MO","63143","USA",38.612452,-90.31822
"1345","2,905","194",82,7,"31,089","13213","Alpenfire smoke","smoke, our smoky-oaky after dinner tipple cider has been triple fermented in whiskey and mead barrels.  It starts with Kingston Black, Dabinett and Vilberie apples for a very tannic base.  Aging in charred oak concentrates all the best features of each apple variety.  This cider is being sold as a fund-raiser for the many victims of this tragic 2013 fire season.  Please pick up a bottle at your local bottle shop or in our tasting room and give whatever additional support you can to the Wildland Firefighter Foundation.",16,480,NA,19,99,100,4.02,"Cider","Other (Cider, Mead, etc.)","Alpenfire Cider","Cidery","Port Townsend","WA","98368","USA",48.100255,-122.79736
"1346","2,907","413",82,7,"30,385","18744","Arsenal Cider Baby Maker Blackberry Cider","",10.5,315,NA,14,98,100,4.04,"Cider","Other (Cider, Mead, etc.)","Arsenal Cider House & Wine Cellar","Cidery","Pittsburgh","PA","15201","USA",40.471468,-79.95726
"1347","2,908","300",82,7,"7,219","9416","Angry Orchard The Muse","The Muse is the newest addition to our Cider House Collection. Inspired by the festive nature of slightly sweet Demi-Sec champagnes and sparkling wines, the Muse is bubbly and effervescent. It is made from traditional culinary and bittersweet apples and aged on French oak. The Muse is sweet up front with a juicy apple aroma and bright acidity, and slightly drying on the finish with a lingering sweet apple note. The French oak adds a subtle wood impression, imparting notes of cloves, cinnamon, nutmeg, allspice, and hints of vanilla.",7.7,231,NA,61,97,100,NA,"Cider","Other (Cider, Mead, etc.)","Angry Orchard (Boston Beer Company)","Cidery","Cincinnati","OH","45202","USA",39.10441,-84.50774
"1348","2,912","551",82,8,"12,845","18107","B. Nektar Zombie Killer","Zombie Killer Cherry Cyser is made with Michigan tart cherry juice, apple cider and star thistle honey.  It is sweet but balances nicely with the tart cherries.  Be careful...it is extremely addicting and refreshing.  Serve cold...Zombies hate the cold!",6,180,NA,575,97,100,NA,"Cider","Other (Cider, Mead, etc.)","B. Nektar Meadery","Meadery","Ferndale","MI","48220","USA",42.460986,-83.13398
"1349","2,913","5,096",82,7,"39,936","2586","Flag Hill Farm Vermont Sparkling Organic Hard Cyder","Our Sparkling Hard Cyder makes a festive addition to any party and is the perfect compliment to fine foods and desserts.

Hand crafted in The Old French Champagne Style or ""Methode Champenoise"", our cyder is transformed from a dry still wine to a magnificent sparkling elixir.

The finished product is outfitted with an authentic champagne cork and adorned with a traditional wire hood.

Aged two years before bottling; then aged for another year in a handsome Champagne bottle and finished with an authentic champagne cork and wire hood.

Excellent tiny bubbles.",9.5,285,NA,36,97,100,3.8,"Cider","Other (Cider, Mead, etc.)","Flag Hill Farm","Cidery","Vershire","VT","05079","USA",43.948258,-72.32092
"1350","2,914","189",82,7,"13,109","18947","J.K.??s Cuv??e Winterruption Farmhouse Hard Cider","As the sun arcs low in the mid day sky, this year's harvest is slowly fermenting in its winter slumber. 

Everyone here at the Orchard enjoys a few halcyon days to remember the hard work in the last year's harvest. We look forward to next year's crop of apples. 

To warm ourselves in the cold northern solstice we enjoy our winter cider. Lightly spiced with ethically traded cinnamon, vanilla and a wee drop of syrup from our old Maple trees on our farm.

 Enjoy this wonderful cider cool or gently warmed, savor a tipple to reflect on your last year and bountiful new year beginning.",6.9,207,NA,128,97,100,NA,"Cider","Other (Cider, Mead, etc.)","Almar Orchards","Cidery","Flushing","MI","48433","USA",43.072177,-83.84883
"1351","2,916","12,687",82,8,"31,253","7578","Superstition Pillars of Creation","Tart cherry cider aged in a bourbon barrel.",6.9,207,NA,31,97,100,3.8,"Cider","Other (Cider, Mead, etc.)","Superstition Meadery","Meadery","Prescott","AZ","86301","USA",34.589477,-112.44726
"1352","2,920","194",82,7,"31,089","13213","Alpenfire Spark!","Spark!  has been a customer favorite for several years.  Made with Alpenfire's traditional cider apples and Lazy J's heirloom varieties it is the perfect blend of old world and new world cider.  Just enough tannin to keep it interesting and just the right acidity to keep it refreshingly light.",8.9,267,NA,22,96,99,3.82,"Cider","Other (Cider, Mead, etc.)","Alpenfire Cider","Cidery","Port Townsend","WA","98368","USA",48.100255,-122.79736
"1353","2,921","8,885",82,7,"25,196","16083","Millstone Cellars Hopvine","Oak barrel-aged cider, dry hopped with local cascade hops. Dry, tart, grassy, and floral. Combines the wonderful aromas of hops with the tart complexity of our ciders.",7.5,225,NA,37,96,99,3.76,"Cider","Other (Cider, Mead, etc.)","Millstone Cellars","Cidery","Monkton","MD","21111","USA",39.575605,-76.59123
"1354","2,922","8,885",82,7,"25,196","16083","Millstone Cellars Farmgate","Dry, bold, oak barrel-aged cider using tart and earthy cider apples. A recreation of Old-America in a bottle from tree to table.",7.5,225,NA,32,96,99,3.78,"Cider","Other (Cider, Mead, etc.)","Millstone Cellars","Cidery","Monkton","MD","21111","USA",39.575605,-76.59123
"1355","2,924","3,923",82,7,"7,918","16453","Crispin Steel Town 5th Anniversary","A jam session cider with lashings of soul and raunch.  When the sun goes down, you still hear the beat of blood, sweat and tears in Steel Town.

A cask ages masterpiece worthy of a 5th Anniversary celebration.  Colfax classic apple-wine aged with a loving touch in 5 distinctive barrels and harmoniously blended to showcase the character of 5 talented impresarios.

The sweet exuberance of SHerry supported by Port's bass tones, layered with the souldul harmonies of Shiraz and Rye's subtle spice notes, all keeping pace with the unmistakable driving rhythm of Bourbon.

Before pouring, give a solid bottoms-up tilt and swirl to disperse sediment evenly and best enjoy the complex aroma and banquet.

Best enjoyed at cellar temperature, 50/55F.  With or without 1 or 2 ice cubes.",6.9,207,NA,34,96,99,3.77,"Cider","Other (Cider, Mead, etc.)","Crispin Cider Company (Tenth and Blake Beer Co. - MillerCoors)","Cidery","Colfax","CA","95713","USA",39.092062,-120.93471
