,uid,name,price,rating,review_count,city,state,zip_code,latitude,longitude,name_norm,id,brewery_id,wtd_rating
4418,catawba-brewing-asheville-2,Catawba Brewing,1.0,4.0,99,Asheville,NC,28801,35.58906937,-82.55352783,Catawba Brewing,"1,904",,4.18550501157
4419,sierra-nevada-brewery-fletcher,Sierra Nevada Brewery,2.0,4.5,284,Fletcher,NC,28732,35.43139723,-82.55180026,Sierra Nevada Brewery,"1,906",,4.5
4420,silver-lake-brewing-project-perry,Silver Lake Brewing Project,2.0,4.5,2,Perry,NY,14530,42.71811,-78.00191,Silver Lake Brewing Project,"1,910",,4.5
4421,bad-dad-brewery-fairmount,Bad Dad Brewery,1.0,5.0,2,Fairmount,IN,46928,40.41512,-85.65433,Bad Dad Brewery,"1,913",,5.0
4422,scarlet-lane-brewing-company-mccordsville,Scarlet Lane Brewing Company,2.0,4.0,24,Mccordsville,IN,46055,39.893883,-85.925911,Scarlet Lane Brewing Company,"1,915",,4.0
4423,bjs-restaurant-and-brewhouse-noblesville-2,BJ's Restaurant & Brewhouse,2.0,3.0,68,Noblesville,IN,46060,39.99673,-85.93793,BJ's Restaurant & Brewhouse,"1,917",,3.32506203474
4424,wooden-bear-brewing-fishers,Wooden Bear Brewing,2.0,4.0,7,Fishers,IN,46037,39.93586458,-85.94743504,Wooden Bear Brewing,"1,918",,4.0
4425,the-brewsline-fishers,The BrewsLine,1.875,5.0,8,Fishers,IN,46038,39.9645049,-86.0223611,The BrewsLine,"1,919",,4.0942408377
4426,ram-restaurant-and-brewhouse-fishers-2,Ram Restaurant & Brewhouse,2.0,3.5,96,Fishers,IN,46038,39.97323227,-86.00296783,Ram Restaurant & Brewhouse,"1,920",,3.72236503856
4427,chatham-tap-restaurant-and-pub-fishers,Chatham Tap Restaurant & Pub,2.0,3.5,145,Fishers,IN,46038,39.95651639,-86.02301193,Chatham Tap Restaurant & Pub,"1,921",,3.67325988983
4428,boombozz-craft-pizza-and-taphouse-fishers,BoomBozz Craft Pizza & Taphouse,2.0,3.5,49,Fishers,IN,46037,39.95658112,-85.99062347,BoomBozz Craft Pizza & Taphouse,"1,922",,3.80538393645
4429,embers-alexandria,Embers,2.0,3.5,49,Alexandria,LA,71301,31.31168357,-92.44547896,Embers,"1,930",,3.5
4430,fresh-catch-bistreaux-marksville,Fresh Catch Bistreaux,2.0,4.0,15,Marksville,LA,71351,31.12442,-92.06961,Fresh Catch Bistreaux,"1,931",,4.0
4431,panther-distillery-osakis,Panther Distillery,2.0,4.5,5,Osakis,MN,56360,45.86493397,-95.14576636,Panther Distillery,"1,933",,4.5
4432,brewdog-dogtap-canal-winchester-3,BrewDog DogTap,2.0,3.5,92,Canal Winchester,OH,43110,39.8471489,-82.8239212,BrewDog DogTap,"1,941",,3.76408450704
4433,kindred-artisan-ales-gahanna,Kindred Artisan Ales,2.0,4.5,12,Gahanna,OH,43230,40.00597971,-82.8643242,Kindred Artisan Ales,"1,942",,3.9012605042
4434,pigskin-brewing-co-gahanna,Pigskin Brewing Co.,2.0,3.0,83,Gahanna,OH,43230,40.0200027,-82.8797254,Pigskin Brewing Co.,"1,946",,3.27298850575
4435,flavor-91-burger-bistro-beer-and-wine-garden-columbus-2,Flavor 91 Burger Bistro Beer And Wine Garden,2.0,4.5,125,Columbus,OH,43213,39.955513,-82.861025,Flavor 91 Burger Bistro Beer And Wine Garden,"1,948",,4.17616414882
4436,uptown-deli-and-brew-westerville,Uptown Deli and Brew,2.0,4.0,122,Westerville,OH,43081,40.127,-82.93216,Uptown Deli and Brew,"1,949",,3.86112903226
4437,columbus-brew-adventures-columbus,Columbus Brew Adventures,1.73333333333,5.0,16,Columbus,OH,43215,39.97823334,-83.00926208,Columbus Brew Adventures,"1,950",,3.95755116871
4438,pies-and-pints-columbus-2,Pies & Pints,2.0,4.0,152,Columbus,OH,43219,40.05568062,-82.90699344,Pies & Pints,"1,952",,3.91834782609
4439,world-of-beer-columbus-3,World Of Beer,2.0,3.5,89,Columbus,OH,43219,40.0491024,-82.9168712,World Of Beer,"1,953",,3.66745483554
4440,bjs-restaurant-and-brewhouse-columbus-2,BJ's Restaurant & Brewhouse,2.0,3.0,79,Columbus,OH,43219,40.0558408,-82.90985897,BJ's Restaurant & Brewhouse,"1,954",,3.46611593532
4441,marzonis-brick-oven-and-brewery-altoona,Marzoni's Brick Oven & Brewery,2.0,4.0,33,Altoona,PA,16602,40.54943113,-78.34850282,Marzoni's Brick Oven & Brewery,"1,956",,4.17326732673
4442,the-brewery-state-college-2,The Brewery,1.0,3.5,18,State College,PA,16801,40.7952262,-77.8581918,The Brewery,"1,959",,3.5
4443,zenos-state-college,Zeno's,1.0,4.0,100,State College,PA,16801,40.7942574,-77.86155432,Zeno's,"1,960",,3.72364217252
4444,barrel-21-distillery-and-dining-state-college,Barrel 21 Distillery And Dining,2.0,3.5,48,State College,PA,16803,40.81043164,-77.91236186,Barrel 21 Distillery And Dining,"1,961",,3.5
4445,liberty-craft-house-state-college,Liberty Craft House,2.0,2.5,89,State College,PA,16801,40.79750962,-77.85723172,Liberty Craft House,"1,962",,3.0813172043
4446,nittany-beverage-state-college,Nittany Beverage,2.0,4.0,4,State College,PA,16801,40.7890582,-77.8707714,Nittany Beverage,"1,963",,3.5156774916
4447,mellow-mushroom-murfreesboro,Mellow Mushroom,2.0,4.0,75,Murfreesboro,TN,37130,35.83303,-86.35196,Mellow Mushroom,"1,964",,3.90715223097
4448,capitol-city-brewing-company-washington-3,Capitol City Brewing Company,2.0,3.5,829,"Washington, DC",DC,20005,38.89995975,-77.02725293,Capitol City Brewing Company,"1,965",,3.59356013494
4449,bluejacket-washington,Bluejacket,2.0,3.5,777,"Washington, DC",DC,20003,38.87495296,-77.00076755,Bluejacket,"1,967",,3.59840441051
4450,3-stars-brewery-washington,3 Stars Brewery,1.0,4.0,70,"Washington, DC",DC,20012,38.96776764,-77.01275468,3 Stars Brewery,"1,968",,3.95013797576
4451,the-public-option-washington,The Public Option,2.0,5.0,19,"Washington, DC",DC,20018,38.9260499,-76.98165,The Public Option,"1,969",,4.01695383553
4452,arlington-pub-arlington,Arlington Pub,1.0,4.0,10,Arlington,VA,22201,38.888981,-77.09124,Arlington Pub,"1,971",,3.61142322097
4453,dogfish-head-alehouse-falls-church,Dogfish Head Alehouse,2.0,4.0,558,Falls Church,VA,22044,38.86767263,-77.15156449,Dogfish Head Alehouse,"1,972",,3.93868409039
4454,dc-brew-tours-washington-3,DC Brew Tours,1.81818181818,5.0,58,"Washington, DC",DC,20005,38.8972021,-77.0230738,DC Brew Tours,"1,973",,4.15133244106
4455,7-locks-brewing-rockville,7 Locks Brewing,1.0,4.0,58,Rockville,MD,20852,39.056258,-77.1118636,7 Locks Brewing,"1,974",,3.91278538813
4456,union-street-public-house-alexandria,Union Street Public House,2.0,3.5,392,Alexandria,VA,22314,38.80344772,-77.0406723,Union Street Public House,"1,975",,3.55148162041
4457,catawba-brewing-charlotte-2,Catawba Brewing,2.0,4.5,21,Charlotte,NC,28204,35.22481,-80.8208499,Catawba Brewing,"1,991",,4.24342331097
4458,old-town-public-house-cornelius,Old Town Public House,2.0,4.5,17,Cornelius,NC,28031,35.4820067,-80.86045167,Old Town Public House,"1,997",,4.44426406926
4459,main-street-cafe-altha,Main Street Cafe,1.0,1.0,1,Altha,FL,32421,30.56996155,-85.12691498,Main Street Cafe,"2,000",,1.0
4460,sebago-brewing-company-kennebunk,Sebago Brewing Company,2.0,3.0,51,Kennebunk,ME,04043,43.397775,-70.529125,Sebago Brewing Company,"2,005",,3.0
4461,federal-jacks-brew-pub-kennebunk,Federal Jack's Brew Pub,2.0,3.0,313,Kennebunk,ME,04046,43.35930901,-70.47856589,Federal Jack's Brew Pub,"2,008",,3.0
4462,round-turn-distilling-biddeford,Round Turn Distilling,2.0,5.0,6,Biddeford,ME,04005,43.4926824,-70.4527661,Round Turn Distilling,"2,010",,4.08539325843
4463,cowbell-burger-bar-biddeford,Cowbell Burger Bar,2.0,3.0,58,Biddeford,ME,04005,43.49317,-70.45398,Cowbell Burger Bar,"2,011",,3.30410958904
4464,sebago-brewing-company-scarborough,Sebago Brewing Company,2.0,3.5,168,Scarborough,ME,04074,43.62793151,-70.3444211,Sebago Brewing Company,"2,013",,3.5
4465,railhead-brewing-company-hornell,Railhead Brewing Company,2.0,5.0,19,Hornell,NY,14843,42.31599,-77.654884,Railhead Brewing Company,"2,014",,5.0
4466,the-cedar-tavern-and-grill-lupton,The Cedar Tavern & Grill,2.0,3.5,5,Lupton,MI,48635,44.3971151,-83.9839651,The Cedar Tavern & Grill,"2,015",,3.5
4467,kermits-outlaw-kitchen-tupelo-2,Kermit's Outlaw Kitchen,2.0,4.5,139,Tupelo,MS,38804,34.25762,-88.70402,Kermit's Outlaw Kitchen,"2,016",,4.5
4468,door-county-distillery-sturgeon-bay,Door County Distillery,2.0,4.0,6,Sturgeon Bay,WI,54234,44.95161851,-87.33515428,Door County Distillery,"2,020",,4.0
4469,billie-jos-bar-and-grill-algona,Billie Jo's Bar and Grill,2.0,4.5,9,Algona,IA,50511,43.06853104,-94.23773193,Billie Jo's Bar and Grill,"2,021",,4.5
4470,war-water-brewery-saint-clair,War Water Brewery,2.0,4.0,6,Saint Clair,MI,48079,42.82548,-82.48613,War Water Brewery,"2,022",,4.0
4471,kuhnhenn-brewing-taproom-clinton-township,Kuhnhenn Brewing Taproom,2.0,4.0,53,Clinton Township,MI,48035,42.56199001,-82.91704305,Kuhnhenn Brewing Taproom,"2,024",,3.69825436409
4472,baffin-brewing-company-saint-clair-shores,Baffin Brewing Company,1.0,4.5,40,Saint Clair Shores,MI,48081,42.478229,-82.889602,Baffin Brewing Company,"2,025",,4.5
4473,the-brewery-clinton-township,The Brewery,3.0,3.5,79,Clinton Township,MI,48038,42.58984727,-82.97091116,The Brewery,"2,026",,3.5
4474,conner-street-pub-port-huron,Conner Street Pub,1.0,3.5,13,Port Huron,MI,48060,42.940627,-82.450675,Conner Street Pub,"2,028",,3.5
4475,atwater-in-the-park-grosse-pointe-park,Atwater in the Park,2.0,3.5,166,Grosse Pointe Park,MI,48230,42.38137736,-82.94005405,Atwater in the Park,"2,029",,3.58661417323
4476,the-butter-run-saloon-st-clair-shores,The Butter Run Saloon,1.0,3.5,66,St Clair Shores,MI,48081,42.49555,-82.89718,The Butter Run Saloon,"2,032",,3.5
4477,o-flahertys-pub-grosse-pointe-park-2,O'flaherty's Pub,1.0,4.0,10,Grosse Pointe Park,MI,48230,42.385627,-82.943524,O'flaherty's Pub,"2,033",,3.77551020408
4478,cloverleaf-bar-and-restaurant-eastpointe-2,Cloverleaf Bar & Restaurant,2.0,4.0,106,Eastpointe,MI,48021,42.47425445,-82.95220613,Cloverleaf Bar & Restaurant,"2,034",,4.0
4479,cary-ale-house-and-brewing-company-cary,Cary Ale House & Brewing Company,2.0,4.5,143,Cary,IL,60013,42.2091,-88.24312,Cary Ale House & Brewing Company,"2,035",,4.5
4480,dogs-paw-brewing-elgin,Dog's Paw Brewing,2.0,4.0,63,Elgin,IL,60120,42.03543,-88.28331,Dog's Paw Brewing,"2,037",,4.0
4481,hoffman-estates-beer-garden-hoffman-estates-2,Hoffman Estates Beer Garden,2.0,5.0,20,Hoffman Estates,IL,60192,42.0696205,-88.2170897,Hoffman Estates Beer Garden,"2,038",,5.0
4482,the-onion-pub-and-brewery-lake-barrington,The Onion Pub & Brewery,2.0,3.5,230,Lake Barrington,IL,60010,42.1866,-88.17976,The Onion Pub & Brewery,"2,040",,3.5
4483,flesk-brewing-barrington,Flesk Brewing,2.0,5.0,7,Barrington,IL,60010,42.156,-88.13956,Flesk Brewing,"2,042",,4.39473684211
4484,the-lucky-monk-south-barrington,The Lucky Monk,2.0,4.0,895,South Barrington,IL,60010,42.071014,-88.14434,The Lucky Monk,"2,043",,4.0
4485,ohana-brewing-company-alhambra,Ohana Brewing Company,1.0,4.5,109,Alhambra,CA,91801,34.0943102,-118.1277387,Ohana Brewing Company,"2,046",,4.27942764579
4486,angry-horse-brewing-montebello,Angry Horse Brewing,1.0,4.0,34,Montebello,CA,90640,34.0095721,-118.1063421,Angry Horse Brewing,"2,048",,4.0
4487,stone-company-store-pasadena-pasadena-4,Stone Company Store - Pasadena,1.0,4.0,316,Pasadena,CA,91105,34.14177849,-118.1484405,Stone Company Store - Pasadena,"2,055",,4.04178718556
4488,38-degrees-ale-house-and-grill-alhambra,38 Degrees Ale House & Grill,2.0,4.0,1525,Alhambra,CA,91801,34.09435,-118.12792,38 Degrees Ale House & Grill,"2,057",,4.0872117848
4489,congregation-ale-house-pasadena,Congregation Ale House,2.0,4.0,916,Pasadena,CA,91105,34.14011,-118.14847,Congregation Ale House,"2,058",,4.02146652258
4490,4204-main-street-brewing-company-belleville-2,4204 Main Street Brewing Company,2.0,3.5,150,Belleville,IL,62226,38.5378952,-90.02108002,4204 Main Street Brewing Company,"2,059",,3.66814159292
4491,4204-main-street-brewery-and-banquet-center-belleville,4204 Main Street Brewery & Banquet Center,2.0,4.5,2,Belleville,IL,62223,38.55415607,-90.0393433,4204 Main Street Brewery & Banquet Center,"2,060",,4.01282051282
4492,11-below-brewing-company-houston-2,11 Below Brewing Company,1.0,4.5,27,Houston,TX,77066,29.9516449,-95.5186615,11 Below Brewing Company,"2,068",,4.21240418139
4493,yellow-rose-distilling-houston-2,Yellow Rose Distilling,2.0,4.5,43,Houston,TX,77055,29.78842363,-95.45647244,Yellow Rose Distilling,"2,075",,4.23546816591
4494,ashford-pub-houston,Ashford Pub,1.0,4.0,31,Houston,TX,77077,29.7359286,-95.6250885,Ashford Pub,"2,076",,4.13587763802
4495,texas-beer-bus-sugar-land,Texas Beer Bus,2.0,4.5,15,Sugar Land,TX,77479,29.5940762,-95.6221848,Texas Beer Bus,"2,080",,3.72205809946
4496,aurochs-brewing-emsworth,Aurochs Brewing,2.0,5.0,5,Emsworth,PA,15202,40.51180649,-80.10336304,Aurochs Brewing,"2,082",,5.0
4497,insurrection-aleworks-heidelberg,Insurrection AleWorks,2.0,4.5,45,Heidelberg,PA,15106,40.39245224,-80.08740234,Insurrection AleWorks,"2,085",,4.5
4498,birdfish-brewing-columbiana,BIRDFISH BREWING,2.0,5.0,5,Columbiana,OH,44408,40.88813,-80.69344,BIRDFISH BREWING,"2,086",,5.0
4499,spoonwood-brewing-pittsburgh,Spoonwood Brewing,2.0,3.5,159,Pittsburgh,PA,15236,40.34527969,-80.01412201,Spoonwood Brewing,"2,091",,3.75965073529
4500,penn-brewery-pittsburgh,Penn Brewery,2.0,3.5,192,Pittsburgh,PA,15212,40.45731,-79.99127,Penn Brewery,"2,093",,3.73155737705
4501,99-bottles-carnegie,99 Bottles,2.0,3.5,47,Carnegie,PA,15106,40.3987846,-80.0824966,99 Bottles,"2,094",,3.5
4502,wigle-whiskey-pittsburgh,Wigle Whiskey,2.0,4.5,107,Pittsburgh,PA,15222,40.454384,-79.981476,Wigle Whiskey,"2,095",,4.30738636364
4503,wigle-whiskey-barrelhouse-and-whiskey-garden-pittsburgh,Wigle Whiskey Barrelhouse and Whiskey Garden,2.0,4.5,18,Pittsburgh,PA,15212,40.45929,-79.99343,Wigle Whiskey Barrelhouse and Whiskey Garden,"2,096",,4.17652671756
4504,bjs-restaurant-and-brewhouse-pittsburgh,BJ's Restaurant & Brewhouse,2.0,3.0,189,Pittsburgh,PA,15237,40.5701377,-80.02285088,BJ's Restaurant & Brewhouse,"2,097",,3.42094370861
4505,docent-brewing-san-juan-capistrano,Docent Brewing,1.0,4.5,99,San Juan Capistrano,CA,92675,33.48328457,-117.6758341,Docent Brewing,"2,099",,4.5
4506,board-and-brew-aliso-niguel-laguna-niguel,Board & Brew - Aliso Niguel,1.0,4.5,81,Laguna Niguel,CA,92677,33.57050698,-117.7138141,Board & Brew - Aliso Niguel,"2,102",,4.36126373626
4507,the-brewhouse-san-juan-capistrano-3,The BrewHouse,2.0,4.5,150,San Juan Capistrano,CA,92675,33.49531548,-117.6603723,The BrewHouse,"2,103",,4.5
4508,laguna-beach-beer-company-rancho-santa-margarita-rancho-santa-margarita,Laguna Beach Beer Company - Rancho Santa Margarita,1.0,5.0,24,Rancho Santa Margarita,CA,92688,33.63661,-117.60958,Laguna Beach Beer Company - Rancho Santa Margarita,"2,104",,4.39222903885
4509,asada-tacos-beer-laguna-beach,Asada Tacos + Beer,2.0,4.0,60,Laguna Beach,CA,92651,33.5460457,-117.7938927,Asada Tacos + Beer,"2,111",,4.16279069767
4510,all-american-ale-works-anaheim,All-American Ale Works,1.0,5.0,40,Anaheim,CA,92807,33.8593551,-117.8062225,All-American Ale Works,"2,112",,4.53205574913
4511,high-park-tap-house-mission-viejo-3,High Park Tap House,2.0,3.5,320,Mission Viejo,CA,92691,33.61978,-117.67551,High Park Tap House,"2,114",,3.5
4512,cismontane-brewing-company-santa-ana-2,Cismontane Brewing Company,1.0,4.0,75,Santa Ana,CA,92688,33.7163811,-117.8517685,Cismontane Brewing Company,"2,116",,4.22967854715
4513,the-dudes-brewing-company-huntington-beach,The Dudes' Brewing Company,1.0,4.0,60,Huntington Beach,CA,92648,33.6539202,-117.9966711,The Dudes' Brewing Company,"2,117",,4.09679125529
4514,chateau-aux-arc-altus,Chateau Aux Arc,2.0,3.5,9,Altus,AR,72821,35.4787534,-93.7422254,Chateau Aux Arc,"2,121",,3.775
4515,rplace-new-blaine,Rplace,1.0,4.0,3,New Blaine,AR,72851,35.28449352,-93.42430291,Rplace,"2,122",,4.0
4516,mountain-pie-company-hurricane,Mountain Pie Company,2.0,4.0,28,Hurricane,WV,25526,38.44243657,-81.98601544,Mountain Pie Company,"2,123",,4.0
4517,angry-erik-brewing-lafayette-township,Angry Erik Brewing,1.0,4.5,35,Lafayette Township,NJ,07848,41.09347175,-74.7171177,Angry Erik Brewing,"2,128",,4.5
4518,the-corner-pub-and-eatery-flanders-2,The Corner Pub & Eatery,2.0,3.0,51,Flanders,NJ,07836,40.8404943,-74.7080361,The Corner Pub & Eatery,"2,130",,3.0
4519,project-p-u-b-somerville,Project P.U.B.,2.0,3.5,19,Somerville,NJ,08876,40.56964874,-74.61164856,Project P.U.B.,"2,131",,3.5
4520,niks-wunderbar-readington-township,Nik's Wunderbar,2.0,3.5,111,Readington Township,NJ,08889,40.6302709,-74.77680355,Nik's Wunderbar,"2,132",,3.5
4521,tashmoo-restaurant-and-bar-morristown,Tashmoo Restaurant & Bar,2.0,3.5,55,Morristown,NJ,07960,40.795135,-74.480674,Tashmoo Restaurant & Bar,"2,133",,3.5
4522,the-gem-and-keystone-shawnee-on-delaware,The Gem & Keystone,2.0,3.0,1,Shawnee On Delaware,PA,18356,41.00915,-75.1133,The Gem & Keystone,"2,134",,3.66176470588
4523,arcadia-brewing-company-kalamazoo,Arcadia Brewing Company,2.0,4.0,136,Kalamazoo,MI,49007,42.29496,-85.5714799,Arcadia Brewing Company,"2,144",,3.96991213914
4524,bells-eccentric-cafe-kalamazoo,Bell's Eccentric Cafe,2.0,4.0,573,Kalamazoo,MI,49007,42.29498191,-85.57889364,Bell's Eccentric Cafe,"2,146",,3.98911061358
4525,5-lakes-brewing-company-dorr,5 Lakes Brewing Company,2.0,4.0,19,Dorr,MI,49323,42.72454053,-85.70530925,5 Lakes Brewing Company,"2,148",,4.0
4526,maudes-taphouse-otsego,Maude's Taphouse,2.0,4.5,21,Otsego,MI,49078,42.46062881,-85.69601737,Maude's Taphouse,"2,154",,4.5
4527,virtue-farm-fennville,Virtue Farm,2.0,4.0,37,Fennville,MI,49408,42.5768822,-86.1517897,Virtue Farm,"2,155",,4.0
4528,togis-party-house-bradford,Togi's Party House,1.0,4.0,1,Bradford,PA,16701,41.96398683,-78.62724267,Togi's Party House,"2,159",,4.0
4529,monroe-street-brick-and-brew-ellicottville,Monroe Street Brick & Brew,2.0,4.0,27,Ellicottville,NY,14731,42.2752399,-78.67109,Monroe Street Brick & Brew,"2,160",,3.91239612188
4530,village-of-ellicottville-ellicottville,Village of Ellicottville,2.0,5.0,1,Ellicottville,NY,14731,42.2652199,-78.6643441,Village of Ellicottville,"2,161",,3.89250972763
4531,allegany-mt-resorts-east-otto,Allegany Mt Resorts,1.0,4.0,3,East Otto,NY,14729,42.347285,-78.6989755,Allegany Mt Resorts,"2,162",,4.0
4532,7-devils-brewing-coos-bay-2,7 Devils Brewing,2.0,4.0,144,Coos Bay,OR,97420,43.36659061,-124.215201,7 Devils Brewing,"2,164",,4.0
4533,four-paws-growlers-oregons-best-north-bend,Four Paws Growlers - Oregon's Best,1.0,5.0,13,North Bend,OR,97459,43.392,-124.23836,Four Paws Growlers - Oregon's Best,"2,165",,4.82065217391
4534,defeat-river-brewery-reedsport,Defeat River Brewery,1.0,5.0,13,Reedsport,OR,97467,43.7021357,-124.0975934,Defeat River Brewery,"2,166",,5.0
4535,the-liberty-pub-north-bend,The Liberty Pub,2.0,4.5,53,North Bend,OR,97459,43.40599,-124.2239584,The Liberty Pub,"2,167",,4.59593023256
4536,captains-cabin-coos-bay,Captain's Cabin,1.0,4.0,13,Coos Bay,OR,97420,43.3690991,-124.2133608,Captain's Cabin,"2,168",,4.0
4537,bandon-brewing-company-bandon-2,Bandon Brewing Company,2.0,4.0,32,Bandon,OR,97411,43.11932,-124.41125,Bandon Brewing Company,"2,169",,3.91161616162
4538,mckees-pub-bandon-2,McKee's Pub,2.0,3.5,3,Bandon,OR,97411,43.18834431,-124.3900373,McKee's Pub,"2,170",,3.71341463415
4539,jernigans-tap-house-and-grill-nevada-city,Jernigan's Tap House & Grill,2.0,4.0,142,Nevada City,CA,95959,39.25235,-121.02449,Jernigan's Tap House & Grill,"2,174",,4.08401241754
4540,petes-pizza-and-tap-house-grass-valley-3,Pete's Pizza & Tap House,2.0,4.0,79,Grass Valley,CA,95945,39.21935,-121.06256,Pete's Pizza & Tap House,"2,175",,4.17355371901
4541,sierra-moonshine-homebrew-supplies-grass-valley,Sierra Moonshine Homebrew Supplies,2.0,5.0,5,Grass Valley,CA,95945,39.22094345,-121.0114899,Sierra Moonshine Homebrew Supplies,"2,176",,4.55319148936
4542,wheel-house-ankeny,Wheel House Pizzeria & Pub,2.0,4.0,23,Ankeny,IA,50021,41.73185007,-93.62160712,Wheel House Pizzeria & Pub,"2,180",,3.93458549223
4543,dgs-tap-house-ames,Dg's Tap House,2.0,4.5,13,Ames,IA,50010,42.0252449,-93.6117699,Dg's Tap House,"2,181",,4.04515706806
4544,lizzie-bs-cafe-and-bakery-prestonsburg,Lizzie B's Cafe & Bakery,2.0,4.5,27,Prestonsburg,KY,41653,37.69529983,-82.76771445,Lizzie B's Cafe & Bakery,"2,184",,4.5
4545,specific-gravity-salisbury,Specific Gravity,2.0,4.0,70,Salisbury,MD,21804,38.34823,-75.5971,Specific Gravity,"2,188",,4.04776119403
4546,hoppers-tap-house-salisbury,Hopper's Tap House,3.0,4.0,7,Salisbury,MD,21801,38.34124,-75.60623,Hopper's Tap House,"2,189",,4.09014084507
4547,tall-tales-brewing-co-parsonsburg,Tall Tales Brewing Co.,2.0,3.5,59,Parsonsburg,MD,21849,38.38210678,-75.46954346,Tall Tales Brewing Co.,"2,190",,3.5
4548,3rd-wave-brewing-delmar,3rd Wave Brewing,1.0,5.0,2,Delmar,DE,19940,38.4605404,-75.5742749,3rd Wave Brewing,"2,191",,5.0
4549,delmarva-board-sport-adventures-rehoboth-beach-3,Delmarva Board Sport Adventures,1.75,5.0,22,Rehoboth Beach,DE,19971,38.72029,-75.1198299,Delmarva Board Sport Adventures,"2,192",,4.35720653789
4550,c-breeze-shuttle-and-limo-service-selbyville,C Breeze Shuttle & Limo Service,1.0,5.0,3,Selbyville,DE,19975,38.4656032,-75.0887937,C Breeze Shuttle & Limo Service,"2,193",,5.0
4551,the-brass-tap-allen-allen,The Brass Tap - Allen,2.0,4.0,110,Allen,TX,75013,33.14208767,-96.67712063,The Brass Tap - Allen,"2,197",,3.79777486911
4552,the-saddle-club-alpine-2,The Saddle Club,2.0,3.5,68,Alpine,TX,79830,30.35832,-103.66,The Saddle Club,"2,547",,3.67333333333
4553,the-holy-grail-pub-plano,The Holy Grail Pub,2.0,4.0,408,Plano,TX,75024,33.08993236,-96.80488774,The Holy Grail Pub,"2,200",,3.86319845857
4554,dewig-meats-haubstadt,Dewig Meats,2.0,5.0,3,Haubstadt,IN,47639,38.208857,-87.573085,Dewig Meats,"2,201",,5.0
4555,saugatuck-brewing-co-douglas,Saugatuck Brewing Co,2.0,4.0,212,Douglas,MI,49408,42.63222469,-86.21326015,Saugatuck Brewing Co,"2,206",,4.0
4556,unruly-brewing-co-muskegon,Unruly Brewing Co.,2.0,4.0,37,Muskegon,MI,49440,43.23591504,-86.25248362,Unruly Brewing Co.,"2,209",,4.21243523316
4557,gentle-giant-brewing-company-pearl-river,Gentle Giant Brewing Company,2.0,5.0,3,Pearl River,NY,10965,41.05938099,-74.02164772,Gentle Giant Brewing Company,"2,212",,4.03370786517
4558,industrial-arts-brewing-west-haverstraw,Industrial Arts Brewing,2.0,4.5,10,West Haverstraw,NY,10923,41.20885715,-73.99000057,Industrial Arts Brewing,"2,217",,4.5
4559,the-plank-pizza-co-beer-parlor-saddle-brook,The Plank Pizza Co Beer Parlor,2.0,4.0,276,Saddle Brook,NJ,07663,40.89726,-74.09555,The Plank Pizza Co Beer Parlor,"2,218",,4.0
4560,kuka-craft-beer-blauvelt,Kuka Craft Beer,1.0,4.0,5,Blauvelt,NY,10913,41.07972271,-73.95506891,Kuka Craft Beer,"2,219",,4.0
4561,growler-and-gill-craft-beer-bar-nanuet-2,Growler & Gill Craft Beer Bar,2.0,4.0,180,Nanuet,NY,10954,41.09491827,-74.00516224,Growler & Gill Craft Beer Bar,"2,220",,4.0
4562,twin-elephant-brewing-company-chatham-borough,Twin Elephant Brewing Company,1.0,4.0,45,Chatham Borough,NJ,07928,40.7290336,-74.3806485,Twin Elephant Brewing Company,"2,221",,4.0
4563,river-of-beer-bloomingdale,River Of Beer,2.0,4.5,65,Bloomingdale,NJ,07403,41.0036723,-74.3337313,River Of Beer,"2,222",,4.5
4564,yonkers-brewing-co-yonkers,Yonkers Brewing Co.,2.0,4.0,178,Yonkers,NY,10701,40.9346771,-73.9021072,Yonkers Brewing Co.,"2,226",,4.0
4565,molly-macphersons-scottish-pub-and-grill-richmond-hill,Molly MacPherson's Scottish Pub & Grill,2.0,4.0,127,Richmond Hill,GA,31324,31.93287056,-81.32480282,Molly MacPherson's Scottish Pub & Grill,"2,227",,4.0
4566,asbury-festhalle-and-biergarten-asbury-park,Asbury Festhalle & Biergarten,2.0,3.5,411,Asbury Park,NJ,07712,40.21567,-74.0096499,Asbury Festhalle & Biergarten,"2,228",,3.53110962119
4567,brickwall-tavern-and-dining-room-asbury-park,Brickwall Tavern and Dining Room,2.0,3.5,354,Asbury Park,NJ,07712,40.216279,-74.008967,Brickwall Tavern and Dining Room,"2,229",,3.53439584878
4568,rockaway-brewing-company-at-the-beach-rockaway-2,Rockaway Brewing Company at the Beach,1.0,5.0,13,Rockaway,NY,11692,40.593017,-73.800967,Rockaway Brewing Company at the Beach,"2,230",,5.0
4569,frye-brewing-point-pleasant,Frye Brewing,1.0,4.5,3,Point Pleasant,NJ,08742,40.07252,-74.07178,Frye Brewing,"2,231",,4.5
4570,buffalo-trail-bluewell,Buffalo Trail,2.0,3.5,11,Bluewell,WV,24701,37.3193961,-81.2620428,Buffalo Trail,"2,233",,3.5
4571,big-league-brews-taylor,Big League Brews,1.0,4.0,15,Taylor,MI,48180,42.2566,-83.23649,Big League Brews,"2,238",,4.28873239437
