,_has_fetched,city,country,name,postal_code,state,street,telephone,type,url,web
5956,True,Winter Haven,USA,Grove Roots Brewing,33880,Florida,302 3rd St SW,(863) 291-0700,Microbrewery,/brewers/grove-roots-brewing/29683/,https://www.facebook.com/groverootsbrewing/
5957,True,Shelton,USA,Grove Street Brewhouse,98584,Washington,233 1st St,(360) 462-2739,Brew Pub,/brewers/grove-street-brewhouse/10933/,https://www.facebook.com/GroveStreetBrewhouse
5958,True,Kelowna,Canada,Growers Cider Company,,British Columbia,,,Cidery,/brewers/growers-cider-company/2940/,https://www.facebook.com/pages/Growers-Cider/195669170458269
5959,True,Gaithersburg,USA,Growlers,20877,Maryland,227 E Diamond Ave,(301) 519-9400,Brew Pub,/brewers/growlers/7720/,https://www.facebook.com/growlersofgaithersburg
5960,True,Woodbridge,USA,Growling Bear Brewing Company,22193,Virginia,14051 Crown Ct,(571) 535-1965,Microbrewery,/brewers/growling-bear/24169/,https://www.facebook.com/GrowlingBearBrewingCompany
5961,True,Brunswick,USA,Growstown Brewing Company,04011,Maine,354 Church Rd,,Microbrewery,/brewers/growstown/8760/,http://www.growstownbrew.com/
5962,True,Bellingham,USA,Gruff Brewing Company (US),98225,Washington,104 E Maple Street,,Microbrewery,/brewers/gruff-us/23362/,https://www.facebook.com/pages/Gruff-Brewing/766913276669962
5963,True,Portland,USA,Gruit Brewing,04101,Maine,200 Anderson Street,(207) 653 7406,Commercial Brewery,/brewers/gruit-brewing/31742/,http://https://www.fermentory.com/gruit-brewing-home/
5964,True,Blue Ridge,USA,Grumpy Old Men Brewing Company,30513,Georgia,1315 East Main Street,(404) 966-2665,Microbrewery,/brewers/grumpy-old-men/17913/,https://www.facebook.com/GrumpyOldMenBrewing
5965,True,Mount Horeb,USA,"Grumpy Troll Brewery, Restaurant and Pizzeria",53572,Wisconsin,105 South Second Street,(608) 437-2739,Brew Pub,/brewers/grumpy-troll-brewery-restaurant-and-pizzeria/3289/,https://www.facebook.com/grumpytrollbrew
5966,True,Aalen,Germany,Grünbaum-Brauerei,73430,Baden-Württemberg,Ziegelstr.9-17,(7361) 32330,Client Brewer,/brewers/grunbaum-brauerei/9112/,http://www.gruenbaum-brauerei.de
5967,True,Münster,Germany,Gruthaus-Brauerei,48143,North Rhine-Westphalia,Krummer Timpen 61,,Microbrewery,/brewers/gruthaus-brauerei/17658/,https://www.facebook.com/gruthaus
5968,True,Hagelberg,Germany,Grützdorfer Bioprodukte,14806,Brandenburg,14806 Belzig OT,(0) 33841/380812,Cidery,/brewers/grutzdorfer-bioprodukte/11428/,http://www.biohof.gruetzdorf.de/index.htm
5969,True,Gig Harbor,USA,GSP Craft Brewing,,Washington,,(253) 328-1121,Microbrewery,/brewers/gsp-craft-brewing/30176/,https://www.facebook.com/pg/gspcraftbrewing/
5970,True,Barnstaple,England,GT Ales,EX31 4AY,Devon,"The Old Aerodrome, Chivenor",07909 515170,Microbrewery,/brewers/gt-ales/24530/,https://www.facebook.com/GT-Ales-1507627869461094
5971,True,Carlsbad,USA,Guadalupe Brewery (CA),92008,California,5650 El Camino Real,(858) 751-4278,Microbrewery,/brewers/guadalupe-brewery-ca/23482/,https://www.facebook.com/guadalupebrewery/
5972,True,New Braunfels,USA,Guadalupe Brewing Company,78132,Texas,1580 Wald Rd. Suite 1,(512) 878-9214,Microbrewery,/brewers/guadalupe/14602/,https://www.facebook.com/pages/Guadalupe-Brewing-Company/204877756223009
5973,True,Groß-Zimmern,Germany,GUDE GmbH,68486,Hesse,Waldstraße 79 L,,Client Brewer,/brewers/gude-gmbh/25699/,http://www.gude-stoff.de
5974,True,Waterloo,USA,Guerrilla Brewing Company,50701,Iowa,2401 Falls Avenue,,Microbrewery,/brewers/guerrilla/17426/,https://www.facebook.com/GuerrillaBrewingCo
5975,True,Albion,USA,Guesswork Brewing Company,46721,Indiana,108 S Orange St,(260) 636-2446,Microbrewery,/brewers/guesswork/30306/,https://www.facebook.com/guessworkbrewingcompany
5976,True,Jenkintown,USA,Guild Hall Brewing Company,19046,Pennsylvania,208 York Road,(267) 2878698,Brew Pub,/brewers/guild-hall/23458/,https://www.facebook.com/GuildHallBrewing
5977,True,Kumasi,Ghana,Guinness Ghana,,,P.O.Box 1536,,Commercial Brewery,/brewers/guinness-ghana/5070/,http://www.diageo.com/pageengine.asp?menu_id=0&site_id=4&section_id=21&page_id=737
5978,True,Windesheim,Germany,Guldenbacher Brauhaus Nahetal,55452,Rhineland-Palatinate,Riemenschneiderstr.  6,(151) 15 35 90 14,Microbrewery,/brewers/guldenbacher-brauhaus-nahetal/8865/,http://www.guldenbacher.de
5979,True,Nistertal,Germany,Güldenkron Fruchtsaft,57647,Rhineland-Palatinate,Brückenstr. 9,02661-98 74-0,Cidery,/brewers/guldenkron-fruchtsaft/19246/,http://www.güldenkron.de
5980,True,Pensacola,USA,Gulf Coast Brewery,32502,Florida,500 Heinberg St,(850) 696-2335,Microbrewery,/brewers/gulf-coast-brewery/26056/,https://www.facebook.com/gulfcoastbrewery
5981,True,Salt Spring Island,Canada,Gulf Islands Brewery,V8K 1Z7,British Columbia,270 Furness Road,(250) 653-2383,Microbrewery,/brewers/gulf-islands-brewery/3964/,https://www.facebook.com/Salt-Spring-Island-Ales/155899623703
5982,True,Nisswa,USA,"Gull Dam Brewing, Inc.",56468,Minnesota,23836 Smiley Road,(218) 963-2739,Microbrewery,/brewers/gull-dam-brewing-inc/19600/,https://www.facebook.com/gulldambrewing
5983,True,Gulpen,Netherlands,Gulpener Bierbrouwerij,6271 AE,,Rijksweg 16,(43) 4507575,Commercial Brewery,/brewers/gulpener-bierbrouwerij/674/,http://www.gulpener.nl/
5984,True,Heathfield,England,Gun Brewery,TN2 0JY,East Sussex,Hawthbush Farm,01323 3700200,Microbrewery,/brewers/gun-brewery/23968/,https://www.facebook.com/Gun Brewery
5985,True,Lake Barrington,USA,Gun Craft Beer / 2nd Amendment Brewery LLC,60010,Illinois,28022 W. Industrial Ave.,(708) 641-7281,Microbrewery,/brewers/gun-craft-beer--2nd-amendment-brewery-llc/31065/,https://www.facebook.com/guncraftbeer/
5986,True,Daventry,England,Gun Dog,NN11 3PZ,Northamptonshire,"5B Great Central Way, Woodford Halse",01327 264095,Microbrewery,/brewers/gun-dog/14445/,https://www.facebook.com/GunDogAles
5987,True,Grand Marais,USA,Gun Flint Tavern and Brewpub,55604,Minnesota,111 W Wisconsin Street,(218) 387-1563,Brew Pub,/brewers/gun-flint-tavern/23569/,https://www.facebook.com/gunflinttavern
5988,True,Bronx,USA,Gun Hill Brewing Company,10469,New York,3227 Laconia Ave.,(718) 881-0010,Brew Pub/Brewery,/brewers/gun-hill/19178/,https://www.facebook.com/GunHillBrewingCo
5989,True,Boulder,USA,Gunbarrel Brewing Company,80303,Colorado,,(800) 803-5732,Client Brewer,/brewers/gunbarrel/21882/,https://www.facebook.com/gunbarrelbrewing
5990,True,Gunnison,USA,Gunnison Brewery,81230,Colorado,138 N Main St,(970) 641-2739,Brew Pub,/brewers/gunnison-brewery/4926/,https://www.facebook.com/profile.php?id=100000038087353
5991,True,New Freedom,USA,Gunpowder Falls Brewing Co.,17349,Pennsylvania,15556 Elm Drive,(717) 759-0330,Microbrewery,/brewers/gunpowder-falls/15836/,https://www.facebook.com/pages/Gunpowder-Falls-Brewing/288743081244268
5992,True,Austin,USA,Guns & Oil Brewing Company,78755,Texas,"807 E 4th St, Austin, TX",,Client Brewer,/brewers/guns-and-oil/17644/,https://www.facebook.com/GunsandOil
5993,True,Escobar,Argentina,GünterDäas,,,A.Schweitzer 495,(3488) 480110,Commercial Brewery,/brewers/gunterdaas/9130/,http://www.dankabier.com.ar
5994,True,Costa Mesa,USA,Gunwhale Ales,92626,California,2960 Randolph Ave Ste A,(949) 393-2537,Microbrewery,/brewers/gunwhale-ales/30120/,https://www.facebook.com/GunwhaleAles
5995,True,Wabern,Switzerland,Gurten (Feldschlösschen),3084,,,,Commercial Brewery,/brewers/gurten-feldschlosschen/2544/,http://www.gurten.ch
5996,True,Güstrow,Germany,Güstrower Bio-Garten & Lohnmosterei,18273,Mecklenburg-Vorpommern,Schwaaner Chausee,(3843) 687799,Cidery,/brewers/gustrower-bio-garten-and-lohnmosterei/31690/,http://www.mosterei-güstrow.de
5997,True,Neureichenau,Germany,Gut Riedelsbach Sitterbräu,94089,Bavaria,Gut Riedelsbach,(0) 8583-96040,Brew Pub,/brewers/gut-riedelsbach-sitterbrau/5078/,http://www.gut-riedelsbach.de
5998,True,Gütersloh,Germany,Gütersloher Brauhaus,33330,North Rhine-Westphalia,Unter den Ulmen 9,(5241) 25166,Brew Pub,/brewers/gutersloher-brauhaus/7790/,http://www.guetersloher-brauhaus.de
5999,True,Salzweg,Germany,Gutsbräu Straßkirchen,94121,Bavaria,Scheibe 1,,Brew Pub/Brewery,/brewers/gutsbrau-strasskirchen/12884/,http://www.gutsbraeu.de
6000,True,Mintraching-Moosham,Germany,Gutsbrauerei Meyringer,93098,Bavaria,Regensburger Str. 5,(9406) 1047,Microbrewery,/brewers/gutsbrauerei-meyringer/8857/,http://www.brauerei-meyringer.de/
6001,True,NordwestUckermark-Kraatz,Germany,Gutshof Kraatz,17291,Brandenburg,Schloßstraße 7,039859 - 63976,Cidery,/brewers/gutshof-kraatz/23480/,http://www.gutshof-kraatz.de
6002,True,Sehnde,Germany,Gutshofbrauerei Das Freie - Gutshof Rethmar,31319,Lower Saxony,Gutsstraße 16,05138 - 60 69 13,Brew Pub/Brewery,/brewers/gutshofbrauerei-das-freie--gutshof-rethmar/26087/,https://www.facebook.com/dasfreie
6003,True,South Norwalk,USA,Guvnors Brewery,06854,Connecticut,136 Washington Street,(855) 488-6677,Brew Pub,/brewers/guvnors-brewery/18109/,https://www.facebook.com/guvnorsbrewery
6004,True,Hereford,England,Gwatkin Cider,HR2 0AL,Herefordshire,"Moorhampton Park Farm, Abbeydore",01981 550258,Cidery,/brewers/gwatkin-cider/3486/,https://www.facebook.com/pages/Gwatkin-Cider/138521139506859
6005,True,Thorncombe,England,Gyle 59,TA20 4PW,Dorset,"Gyle 59 Brewery, Sadborow Estate Yard",01297 678990,Microbrewery,/brewers/gyle-59/18738/,https://www.facebook.com/gyle.fiftynine
6006,True,Kingsport,USA,Gypsy Circus Cider Company,,Tennessee,,,Cidery,/brewers/gypsy-circus-cider-company/24482/,https://www.facebook.com/GypsyCircusHardCider
6007,True,Braunschweig,Germany,H. Nettelbeck,38124,Lower Saxony,Leipziger Str. 184,(531) 61 49 207,Commercial Brewery,/brewers/h-nettelbeck/10768/,http://www.bs-mumme.de/
6008,True,Fort Collins,USA,H.C. Berger Brewing Co.,80524,Colorado,1900 E. Lincoln Ave.,(970) 493-9044,Microbrewery,/brewers/hc-berger/373/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BrewerID=81
6009,True,Anaheim,USA,H2OPS Sparkling Hop Water,92808,California,155 N. Riverview Drive. STE 100,(714) 823-3010,Microbrewery,/brewers/h2ops-sparkling-hop-water/30070/,https://www.facebook.com/h2opswater
6010,True,Ilford,England,Hapenny,IG2 7TD,Essex,"Aldborough Hall Farm, Aldborough Road North",0208 599 1338,Microbrewery,/brewers/hapenny/11141/,http://www.hapenny-brewing.co.uk/
6011,True,Boortmeerbeek,Belgium,Haacht,3190,,Provinciesteenweg 28,32-0-16-60-15-01,Commercial Brewery,/brewers/haacht/958/,http://www.haacht.com/
6012,True,Bad Dürkheim,Germany,Haardt Bier,67098,Rhineland-Palatinate,Kurgartenstrasse 8,(6322) 941940,Client Brewer,/brewers/haardt-bier/30898/,https://www.facebook.com/haardt
6013,True,Asheville,USA,Habitat Brewing Co.,28801,North Carolina,174 Broadway St.,,Microbrewery,/brewers/habitat/31312/,http://www.habitatbrewing.com
6014,True,Fleet Street,England,Hack & Hop,EC4Y 8BH,Greater London,"35 Whitefriars Street, City of London, EC4Y 8BH",(44) 20 7583 8117,Client Brewer,/brewers/hack-and-hop/18658/,https://www.facebook.com/HackandHop
6015,True,Munich,Germany,Hacker-Pschorr Bavaria Bräu (brewpub Munich),80339,Bavaria,Theresienhöhe 7,(89) 500 59 38-11,Brew Pub,/brewers/hacker-pschorr-bavaria-brau-brewpub-munich/6307/,http://www.braeuhaus-an-der-bavaria.de
6016,True,Hackney,England,Hackney,E2 8BB,Greater London,"Hackney Brewery, 358 Railway Arches, Laburnum Street",0203 489 9595,Microbrewery,/brewers/hackney/14864/,https://www.facebook.com/hackneybrewery
6017,True,Munich,Germany,Haderner Bräu München,81375,Bavaria,Großhaderner Straße 16,(89) 92 58 19 88,Microbrewery,/brewers/haderner-brau-munchen/29701/,https://www.facebook.com/hadernerbraeu
6018,True,Little Hadham,England,Hadham Brewery,SG11 2DY,Hertfordshire,"Unit 6C Hadham Industrial Estate, Church End",(1279) 771916,Microbrewery,/brewers/hadham-brewery/30481/,http://hadhambrewery.co.uk
6019,True,Newcastle-upon-Tyne,England,Hadrian Border Brewery,NE15 9RT,Tyne & Wear,"Unit 5, The Preserving Works, Newburn Industrial Estate, Shelley Road",0191 264 9000,Microbrewery,/brewers/hadrian-border-brewery/2794/,https://www.facebook.com/HadrianBorderBrewery/
6020,True,Hamburg,Germany,HafenCitizen Brewery,20406,Hamburg,Postfach 11 06 41,,Microbrewery,/brewers/hafencitizen-brewery/31079/,https://www.facebook.com/hafencitizen.brewery
6021,True,Bad Rappenau,Germany,Häffner Bräu,74906,Baden-Württemberg,Salinenstraße 24,(7264) 80 50,Brew Pub/Brewery,/brewers/haffner-brau/6693/,https://www.facebook.com/Hopfenstopfer
6022,True,London,England,Haggards,SW6 2EH,Greater London,"Imperial Arms, 577 Kings Road",0207 731 3845,Brew Pub/Brewery,/brewers/haggards/3813/,http://www.quaffale.org.uk/php/brewery/329
6023,True,Litchfield,USA,Haight-Brown Vineyard,06759,Connecticut,29 Chestnut Hill Rd.,(800) 567 4045,Cidery,/brewers/haight-brown-vineyard/9801/,https://www.facebook.com/pages/Haight-Brown-Vineyard/344482535573425
6024,True,Tinley Park,USA,Hailstorm Brewing Co.,60478,Illinois,8060 W. 186th Street,,Microbrewery,/brewers/hailstorm/17687/,https://www.facebook.com/HailstormBrewingCo
6025,True,"Haikou City, Hainan",China,Hainan Asia Pacific Brewery (Heineken),570206,,PO BOX 5076 BAIPO,(898) 6698-9898,Commercial Brewery,/brewers/hainan-asia-pacific-brewery-heineken/4661/,http://www.apb.com.sg/abt-Mkts-China-Hainan.html
6026,True,Haines,USA,Haines Brewing Co.,99827,Alaska,108 Whitefang Way,(907) 766-3823,Microbrewery,/brewers/haines/3413/,https://www.facebook.com/pages/Haines-Brewing-Company-Inc/147844175334535
6027,True,Portland,USA,Hair of the Dog Brewing Company,97214,Oregon,61 SE Yamhill Street,(503) 232-6585,Brew Pub/Brewery,/brewers/hair-of-the-dog/94/,https://www.facebook.com/groups/hairdog/
6028,True,Grand Rapids,USA,Hair of the Frog,49525,Michigan,3113 Plaza Drive NE,,Brew Pub,/brewers/hair-of-the-frog/2607/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BrewerID=102772
6029,True,Vandalia,USA,Hairless Hare Brewery,45377,Ohio,738 West National Road,(937) 387-6476,Microbrewery,/brewers/hairless-hare-brewery/18884/,https://www.facebook.com/HairlessHareBrewery
6030,True,Kilburn,England,Hairy Brewers Ales,DE56 0SX,Derbyshire,"Venture Garage, Belper Road",7415209489,Microbrewery,/brewers/hairy-brewers-ales/27330/,https://www.facebook.com/Hairybrewersales/timeline
6031,True,Stratford-Upon-Avon,England,Hairy Ferret,,Warwickshire,,,Cidery,/brewers/hairy-ferret/20591/,http://
6032,True,NIIGATA Prefecture,Japan,"Hakkaisan Sake Brewing Co., Ltd",,,,,Sake Producer,/brewers/hakkaisan-sake-ltd/3621/,http://www.hakkaisan.co.jp
6033,True,Hakodate,Japan,Hakodate Beer,,,,(138) 23-8000,Brew Pub,/brewers/hakodate-beer/6810/,http://www.hakodate-factory.com/beer/
6034,True,Hakone,Japan,Hakone Biru Gura,,,,,Brew Pub,/brewers/hakone-biru-gura/2916/,http://www.hakone-beer.com/
6035,True,Bad Reichenhall,Germany,Hakonen UG,83435,Bavaria,Hochfeldstrasse 3,(8651) 71 68 982,Client Brewer,/brewers/hakonen-ug/19807/,https://www.facebook.com/pages/HAKONEN-BEER/149603071783680
6036,True,Jackson,USA,Hal and Mals,39201,Mississippi,200 S. Commerce Street,(601) 948-0888,Brew Pub,/brewers/hal-and-mals/3394/,http://www.halandmals.com
6037,True,Dursley,England,Hals Ales,GL11 4AF,Gloucestershire,22a Woodmancote,07765 890946,Microbrewery,/brewers/hals-ales/30358/,https://www.facebook.com/hals.ales.3?hc_ref=NEWSFEED&fref=nf
6038,True,Heppenheim,Germany,Halber Mond,64646,Hesse,Ludwigstraße 5,06252 126848,Brew Pub,/brewers/halber-mond/14028/,https://www.facebook.com/pages/Halber-Mond/132170123462802
6039,True,Vankleek Hill,Canada,Halcyon Barrel House,,Ontario,10 Terry Fox Dr.,,Microbrewery,/brewers/halcyon-barrel-house/31364/,http://www.halcyon.beer
6040,True,Seattle,USA,Hales Ales,98107,Washington,4301 Leary Way NW,(206) 782-0737,Microbrewery,/brewers/hales-ales/362/,https://www.facebook.com/halesbrewery
6041,True,Worksop,England,Hales Brewing (UK),S81 7DW,Nottinghamshire,Unit 5 Claylands Industrial Estate,01909 488181,Microbrewery,/brewers/hales-brewing-uk/20970/,https://www.facebook.com/pages/Hales-Brewing-Bottling-Ltd/560109147442165
6042,True,Liverpool,England,Halewood International,L36 6AD,Merseyside,"Halewood International Ltd , The Sovereign Distillery, Wilson Road",0151 480 8800,Client Brewer,/brewers/halewood-international/20674/,http://www.halewood-int.com/
6043,True,Chicago,USA,Half Acre Beer Company,60618,Illinois,4257 N. Lincoln Avenue,(773) 248-4038,Microbrewery,/brewers/half-acre-beer-company/10393/,https://www.facebook.com/HalfAcreBeer
6044,True,Lincolnshire,USA,Half Day Brewing Company,60069,Illinois,200 Village Green,(847) 8216933,Brew Pub,/brewers/half-day/26360/,https://www.facebook.com/halfdaybrewing
6045,True,San Diego,USA,Half Door Brewing,92101,California,903 Island Ave,(619) 232-9845,Brew Pub,/brewers/half-door-brewing/21976/,https://www.facebook.com/HalfDoorBrewingCo
6046,True,Stamford,USA,Half Full Brewery,06902,Connecticut,43 Homestead Avenue,(203) 309-2821,Microbrewery,/brewers/half-full-brewery/15255/,https://www.facebook.com/halffullbrewery
6047,True,Cochrane,Canada,Half Hitch Brewing Company,T4C 0A2,Alberta,"Unit 1, 10 Industrial Point",,Microbrewery,/brewers/half-hitch/22348/,https://www.facebook.com/HalfHitchBrewingCo
6048,True,Seaforth,Canada,Half Hours on Earth,N0K 1W0,Ontario,151 Main St. South  (Northeast Unit),,Microbrewery,/brewers/half-hours-on-earth/26620/,https://www.facebook.com/halfhoursonearth/
6049,True,Sumner,USA,Half Lion Brewing Company,98390,Washington,1723 W Valley Hwy E,(253) 750-4479,Microbrewery,/brewers/half-lion/26011/,https://www.facebook.com/halflion.brew
6050,True,Ellerton,England,Half Moon,YO42 4PB,East Yorkshire,"Fiorge House, Main Street,",7741 400508,Microbrewery,/brewers/half-moon/19104/,http://halfmoonbrewery.co.uk/
6051,True,Half Moon Bay,USA,Half Moon Bay Brewing Company,94019,California,390 Capistrano Ave,(650) 728-BREW,Brew Pub/Brewery,/brewers/half-moon-bay/3387/,https://www.facebook.com/Half Moon Bay Brewing Co
6052,True,Kokomo,USA,Half Moon Restaurant & Brewery,46902,Indiana,4051 South Lafountain,(765) 455-BREW,Brew Pub/Brewery,/brewers/half-moon-brewery/8571/,https://www.facebook.com/HalfMoonRestaurantAndBrewery
6053,True,Winnipeg,Canada,Half Pints Brewing Co.,R3H 0T1,Manitoba,550 Roseberry St.,(204) 832-PINT,Microbrewery,/brewers/half-pints/6506/,https://www.facebook.com/HalfPintsBrewCo
6054,True,Lechlade,England,Halfpenny,GL7 3AE,Gloucestershire,"Crown Inn, High Street",01367 252198,Brew Pub/Brewery,/brewers/halfpenny/10348/,https://www.twitter.com/HPBLechlade
6055,True,Centennial,USA,Halfpenny Brewing Company,80122,Colorado,5150 E. Arapahoe Road Unit D-1B,(720) 583-0580,Microbrewery,/brewers/halfpenny/29005/,https://www.facebook.com/halfpennybrewing
6056,True,Salisbury,England,Halfway,SP2 7JY,Wiltshire,"The Halfway House, 225 Wilton Road",(17) 22 323176,Brew Pub,/brewers/halfway/16995/,https://www.facebook.com/pages/Halfway-House-Salisbury/201941563276411
6057,True,Haliburton,Canada,Haliburton Highlands Brewing,K0M 1S0,Ontario,1067 Garden Gate Drive,,Microbrewery,/brewers/haliburton-highlands-brewing/20201/,https://www.facebook.com/HHBrewing
6058,True,Halifax,England,Halifax Steam,HX3 8EF,West Yorkshire,"Southedge Works, Brighouse Road, Hipperholme","[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",Brew Pub/Brewery,/brewers/halifax-steam/4207/,https://www.facebook.com/groups/19969944472/
6059,True,Parker,USA,Hall Brewing Company,80138,Colorado,8530 Vinegaroon Rd,(303) 507-5801,Microbrewery,/brewers/hall/15948/,https://www.facebook.com/HallBrewingCompany
6060,True,Isle La Motte,USA,Hall Home Place,05463,Vermont,4445 Main Street,(802) 928-3091,Cidery,/brewers/hall-home-place/23405/,https://www.facebook.com/pages/Hall-Home-Place-LLC/242722902454059
6061,True,Canton,USA,Hall Of Fame City Beer Company,44707,Ohio,715 2nd St SE,(330) 495-6312,Client Brewer,/brewers/hall-of-fame-city-beer-company/25741/,https://www.facebook.com/HFCBeerCo
6062,True,Albuquerque,USA,Hallenbrick Brewery,87109,New Mexico,3817 Hawkins NE,,Brew Pub/Brewery,/brewers/hallenbrick-brewery/12096/,https://www.facebook.com/hallenbrickbrewery
6063,True,Halle/Saale,Germany,Hallesches Brauhaus,06108,Saxony-Anhalt,Große Nikolaistraße 2,(345) 21 25 70,Brew Pub,/brewers/hallesches-brauhaus/9674/,http://www.brauhaushalle.de/index.html
6064,True,Toronto,Canada,Halo Brewery,M6H 1V5,Ontario,247 Wallace Ave,(416) 606-7778,Microbrewery,/brewers/halo-brewery/27203/,https://www.facebook.com/halobrewery
6065,True,Drayton,England,Ham Hill Cider,TA13 5LR,Somerset,"The Old Stable, Flaxdrayton Farm",,Cidery,/brewers/ham-hill-cider/16339/,https://www.facebook.com/hamhillcider
6066,True,"Aki, Kochi",Japan,Hamanotsuru Shuzo,,,,08873-8-2004,Sake Producer,/brewers/hamanotsuru-shuzo/9038/,http://www.nipponnosake.com/kuramoto/bijoubu/item1.html
6067,True,"Ono, Oita",Japan,Hamashima Shuzo,,,,0974-42-2216,Sake Producer,/brewers/hamashima-shuzo/9026/,http://www.takakiya.co.jp/
6068,True,Ripon,England,Hambleton,HG4 5NB,North Yorkshire,"Unit 2a Barker Business Park, Melmerby",(1765) 640108,Microbrewery,/brewers/hambleton/1007/,http://www.hambletonales.co.uk/
6069,True,Hamburg,USA,Hamburg Brewing Company,14075,New York,6553 Boston State Road,(716) 649-3249,Microbrewery,/brewers/hamburg/17745/,https://www.facebook.com//HamburgBrewingCompany/
6070,True,Hameln,Germany,Hamelner Brauhaus,31789,Lower Saxony,Friedenseiche 29,(5151) 8779889,Client Brewer,/brewers/hamelner-brauhaus/17549/,http://lockruf-bier.de/
6071,True,Hemsworth,England,Hamelsworde,WF9 4SZ,West Yorkshire,"16 Longworth Road,",07530 669332,Microbrewery,/brewers/hamelsworde/16517/,https://www.facebook.com/HamelswordeBrewery?
6072,True,Rancho Cucamonga,USA,Hamilton Family Brewery,91730,California,"9757 Seventh Street, Ste. 802",(909) 261-2870,Microbrewery,/brewers/hamilton-family-brewery/19895/,https://www.facebook.com/HamiltonFamilyBrewery
6073,True,Hermosa Beach,USA,Hamilton Gregg Brewworks,90254,California,58 Eleventh Street,(310) 376-0406,Microbrewery,/brewers/hamilton-gregg-brewworks/4031/,http://www.socalbeer.com/breweries-bop.html
6074,True,Elko,USA,Hamilton Stage Brewing Co.,89801-4496,Nevada,2535 Mountain City Highway,(775) 753-3877,Brew Pub,/brewers/hamilton-stage/17502/,https://www.facebook.com/MattiesBarAndGrill
6075,True,Boones Mill,USA,Hammer & Forge Brewing Company,24065,Virginia,70 Main Street,(540) 909-3200,Microbrewery,/brewers/hammer-and-forge/30530/,https://www.facebook.com/hammerforgebrewing
6076,True,Watertown,USA,Hammer & Nail Brewers,06795,Connecticut,900 Main Street,,Microbrewery,/brewers/hammer-and-nail-brewers/1311/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BrewerID=101371
6077,True,Riesa,Germany,Hammer Bräu - Brauhaus im Riesenhügel,01587,Saxony,Bahnhofstraße 42,(352) 7090,Brew Pub,/brewers/hammer-brau--brauhaus-im-riesenhugel/9917/,http://www.hammerbraeu.de/
6078,True,Lino Lakes,USA,HammerHeart Brewing Company,55014,Minnesota,7785 Lake Drive,(651) 964-2160,Microbrewery,/brewers/hammerheart/14879/,https://www.facebook.com/HammerHeartBrewingCompany
6079,True,Arundel,England,Hammerpot,BN18 9PY,West Sussex,"Unit 30, The Vinery, Arundel Road, Poling",01903 883338,Microbrewery,/brewers/hammerpot/6274/,https://www.facebook.com/HammerpotBrewery
6080,True,,USA,Hammersmith Ales,,Pennsylvania,,,Contract Brewer,/brewers/hammersmith-ales/12356/,https://www.facebook.com/pages/HammerSmith-Ales/154272881261493
6081,True,Islington,England,Hammerton,N7 8XH,Greater London,"Unit 9, 149 Roman Way,",0203 302 5880,Microbrewery,/brewers/hammerton/19595/,https://www.facebook.com/hammertonbrewery
6082,True,Windham,USA,Hammos Brewpub & Lodge,12439,New York,39 County Route 65,(518) 734-6500,Brew Pub,/brewers/hammos-brewpub-and-lodge/24131/,https://www.facebook.com/hammosbrewpubandlodge
6083,True,Quispamsis,Canada,Hammond River Brewing,E2G 2A3,New Brunswick,135 Stock Farm Road,(503) 333-4807,Microbrewery,/brewers/hammond-river-brewing/18427/,https://www.facebook.com/hammondriverbrewery
6084,True,Hamburg,Germany,Hammonia Bier,22083,Hamburg,Heinrich-Hertz-Straße 101,(179) 9156556,Client Brewer,/brewers/hammonia-bier/23448/,http://hammonia.hamburg
6085,True,Hamm/ Sieg,Germany,Hämmscher Bier,57577,Rhineland-Palatinate,Bergstr. 7- 11,(0) 157 84746484,Microbrewery,/brewers/hammscher-bier/13191/,http://hämmscher-bier.de/39994.html
6086,True,Romsey,England,Hampshire,SO51 0HR,Hampshire,6-8 Romsey Industrial Estate,01794 830529,Microbrewery,/brewers/hampshire/2053/,http://www.hampshirebrewery.com/
6087,True,Greenville,USA,Hams Restaurant & Brewhouse,27834,North Carolina,701 S. Evans St.,,Brew Pub,/brewers/hams-brewhouse/3974/,http://www.hamsbrewhouse.com/
6088,True,Shizuoka,Japan,"Hananomai Shuzo Co., Ltd.",,,,,Sake Producer,/brewers/hananomai-shuzo-co-ltd/8172/,http://www.hananomai.co.jp
6089,True,Skive,Denmark,Hancock Bryggerierne,7800,,"Humlevej 32, Resen",,Commercial Brewery,/brewers/hancock-bryggerierne/1249/,http://www.hancock.dk/
