,id,brewery_id,beer_style_id,brewery_type_id,post_code,loc_id,name,description,abv,calories,ibu,num_ratings,overall_rating,beer_style_rating,mean_rating,beer_style_name,beer_style_norm,brewery_name,brewery_type,city,state,zip_code,country,lat,long,style_score,review_sim,style_sim,weighted_rating,final_score
1654,3842,"3,143",50,4,"14,843",26897,Casey Dry Hop Saison - Cascade,"Ale aged in oak barrels.  Colorado Cascade Hops.

 We used a little bit of Colorado Cascade hops to create this 100% CO ingredient beer. Don't think of this like Hop Mess or DHOT, the dry hopping adds another layer of citrus. We love this blend. Very different than straight Saison.",5.5,165.0,36.6666666667,15,99,99,4.13,Saison,Saison,Casey Brewing and Blending,Microbrewery,Glenwood Springs,CO,81601.0,USA,39.533318,-107.32107,4,0.0,-4.89994093355,19.6571297262,14.7571887926
381,738,"13,696",2,4,"30,957",10960,Upright Six (#6),"Six is a dark rye beer with layered flavors including chocolate, caramel, pepper, wood, cherry and tropical fruit. It starts semi-dry and smooth and finishes fully dry and tart with a small bite from the hops. The overall balance of the Six makes it easy to pair with richly prepared meats along with many harder cheeses.
 
Malts: organic pale, caramel, rye, black
 
Unmalted: rolled rye
 
Hops: magnum, tettnanger
 
6.7% abv",6.7,201.0,40.1707317073,330,90,97,,Specialty Grain,"Other (Cider, Mead, etc.)",Upright Brewing,Microbrewery,Portland,OR,97227.0,USA,45.543831,-122.67497,1,0.0,-2.95429521064,17.7063483329,14.7520531223
616,1270,"12,653",10,4,"33,838",25740,Summit Unchained 19 Make It So ESB,"For his first Unchained beer, new Summit Brewer Nick Hempfer decided the crisp tea notes of Earl Grey tea leaves would provide the perfect counterpoint to the malty, herbal flavor of his Extra Special Bitter. So if you're thirsty for something a little different, grab a pint or a six-pack of cans and Make It So.",5.3,159.0,40.0,31,90,99,3.61,Premium Bitter/ESB,Pale Ale,Summit Brewing Company,Microbrewery,Saint Paul,MN,55102.0,USA,44.935315,-93.12049,5,0.0,-3.54678566943,18.2768905868,14.7301049174
1795,4053,"7,278",15,4,"1,479",2972,Kane Sneakbox,"Made with 100% Citra hops

Previously known as Hop Lab #9 - Citra Pale Ale",5.2,156.0,40.4255319149,33,99,100,3.94,American Pale Ale,Pale Ale,Kane Brewing Company,Microbrewery,Asbury Park,NJ,7712.0,USA,40.232713,-74.03143,5,0.0,-3.85842861669,18.5764670652,14.7180384485
569,1225,"3,088",66,4,"24,488",5808,Capital Square Series Dark Doppelbock,"Loaded with a great depth of malt complexity. Huge and rich as can be, yet exhibiting a great smoothness on the palate.",7.8,234.0,33.6,136,96,98,,Doppelbock,Bock,Capital Brewery,Microbrewery,Middleton,WI,53562.0,USA,43.103711,-89.51106,11,0.0,-3.78063404827,18.4939165503,14.7132825021
419,820,"5,743",46,5,"34,524",22819,Gordon Biersch Braumeister Selekt  Imperial Pilsner Brau (IPB),"This is an intensely hopped, robust, Pilsener that emphasizes the noble hops from central Europe including Hallertau, Tettnang, Spalt and Saaz. It has been brewed in accordance with the German Purity Law of 1516. Our IPB is naturally carbonated and unfiltered.",6.5,195.0,50.0,50,90,96,,Imperial Pils/Strong Pale Lager,Pils/Lager,Gordon Biersch Brewing Company,Brew Pub/Brewery,San Jose,CA,95112.0,USA,37.348541,-121.88627,12,0.0,-1.58890410481,16.2948166597,14.7059125549
936,1993,"6,469",27,4,"15,509",16829,Hill Farmstead George,"George was our grandfather's brother, and Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.

George is our American Brown Ale.  Hopped, rightfully so, with Centennial, Cascade, and a touch of Columbus??

6% ALC/VOL 15.5?? P",6.0,180.0,34.5212765957,186,98,100,,Brown Ale,Brown/Amber Ale,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,8,0.0,-3.92336550154,18.6165195392,14.6931540377
949,2009,"3,609",27,4,"27,532",24197,COAST Rye Knot Brown Ale,"A full bodied, dark brown ale. Intense malt character with a slight caramel sweetness. The chocolate and rye malts add to the rich roasted coffee flavor.

Ingredients:  Two-row*, Munich*, Extra Special*, Chocolate Rye & Roasted Barley* Malts, Centennial Hops, Ale yeast and tripled filter water.       *organic",6.2,186.0,34.5212765957,28,95,99,3.76,Brown Ale,Brown/Amber Ale,COAST Brewing Company,Microbrewery,North Charleston,SC,29405.0,USA,32.856634,-79.98218,8,0.0,-3.12561460739,17.7758132966,14.6501986892
1044,2208,"12,107",41,4,"16,054",22698,Smuttynose Smuttlabs Oktoberfest,,6.3,189.0,34.5212765957,23,80,99,3.49,Oktoberfest/M??rzen,Brown/Amber Ale,Smuttynose Brewing Company,Microbrewery,Hampton,NH,3842.0,USA,42.93569,-70.82514,8,0.0,-2.75232096653,17.3998623584,14.6475413919
955,2016,"13,400",27,4,"25,265",15190,Tree House Bear,"BEAR (American Brown Ale - 6.2%) - Nearly four years in the making, Bear is Tree House brewer Brendan's recipe and his first scaled commercial batch. It has all the characteristics of a classic English Brown Ale with a distinct American twist.   Bear pours a nearly opaque dark brown with a sticky caramel colored head.  Aromas of toffee, caramel, chocolate, and earthy hops prep the palate for the wonderful flavor to come.  We taste toffee, brown bread, caramel candy, varied nuttiness, and a melange of dark fruit. The earthy hops dance throughout and are balanced beautifully by a brown sugar sweetness.  Delicious. Bear is one of the best food beers we have ever had - it pairs brilliantly with nearly everything?? including nothing!  A lovely and unique example of a brown ale and one we are quite proud of Brendan for creating!  Brewed in honor of those who leave a lasting and influential impression on our lives.",6.2,186.0,34.5212765957,26,95,99,3.75,Brown Ale,Brown/Amber Ale,Tree House Brewing Company,Microbrewery,Monson,MA,1057.0,USA,42.089269,-72.317,8,0.0,-3.12561460739,17.7637413893,14.6381267819
599,1241,"13,032",66,5,"3,100",19227,The Livery Cask Aged Hoppelbock,"Oak Aged and Dry Hopped version, the 2007 version was 8% ABV and the newest version which debuted at Boston Beer Fest is at 10% ABV.",10.0,300.0,33.6,45,95,97,,Doppelbock,Bock,The Livery,Brew Pub/Brewery,Benton Harbor,MI,49022.0,USA,42.10809,-86.41801,11,0.0,-3.54985927481,18.1841325332,14.6342732584
366,704,"12,102",6,6,"8,194",9099,Smokehouse Robert Burns Scottish Export Ale (2003-),"Robert Burns (January 25, 1759 ?? July 21, 1796) is known as Scotland's favorite son, the Ploughman Poet, the Bard of Ayrshire and simply as ""Rabbie."" Rabbie was a poet and a lyricist. He is widely regarded as the national poet of Scotland, and is celebrated worldwide. He is the best known of the poets who have written in the Scots language, although much of his writing is also in English and a 'light' Scots dialect, accessible to an audience beyond Scotland. He also wrote in standard English, and in these pieces, his political or civil commentary is often at its most blunt. 
 
He is regarded as a pioneer of the Romantic movement and after his death became a great source of inspiration to the founders of both liberalism and socialism. 
 
As well as making original compositions, Burns also collected folk songs from across Scotland, often revising or adapting them. His poem (and song) Auld Lang Syne is often sung at Hogmanay (New Year), and Scots Wha Hae served for a long time as an unofficial national anthem of the country. Other poems and songs of Burns that remain well-known across the world today, include A Red, Red Rose, A Man's A Man for A' That, To a Louse, To a Mouse, The Battle of Sherramuir, and Ae Fond Kiss. 
 
Every January, Barley's Smokehouse & Brewpub hosts its Robert Burns Dinner and Robert Burns Scottish Export Ale Tapping to celebrate his birthday and ato toast to His Immortal Memory. The feast includes haggis, as well as bagpiping, single malt scotch drinking and recitals of many of his poems. This event is considered a high holiday at the 'House.",9.7,291.0,23.0,32,96,96,3.75,Scotch Ale,Strong Ale,Smokehouse Brewing Company,Brew Pub,Columbus,OH,43215.0,USA,39.965131,-83.00431,7,0.0,-4.75211479065,19.3737927991,14.6216780085
1133,2564,"9,658",57,4,"28,926",9349,OEC Aeris Singularis (Pinot Noir/Gin Barrel),"Barrel fermented, strongly hopped, light colored north German style ale, brewed with over 40% wheat malt. Dry hopped and lagered. Our interpretation of a style brewed in Einbeck in the 1300's. Aeris Singularis is a special edition matured in oak barrels. Batch #1 was matured for over 7 months in Ransom Spirits Gin / Pinot Noir barrels. 750ml bottles limited to 6 bottles per customer, $15 per bottle. Also available on draft. Blend #1 Blend Date:",6.2,186.0,34.5212765957,16,97,99,3.92,Traditional Ale,Brown/Amber Ale,OEC Brewing (Ordinem Ecentrici Coctores),Microbrewery,Oxford,CT,6478.0,USA,41.428163,-73.12729,8,0.0,-3.12561460739,17.7328176453,14.6072030379
535,1067,"13,780",91,7,"36,893",12576,Vander Mill Bon Chretein,,6.8,204.0,40.1707317073,10,85,99,3.56,Perry,"Other (Cider, Mead, etc.)",Vander Mill,Cidery,Spring Lake,MI,49456.0,USA,43.08767,-86.19345,1,0.0,-2.56194497715,17.1629157512,14.600970774
1616,3732,"9,097",9,5,"4,278",16986,Motorworks Rollcage Red Ale,,6.5,195.0,34.5212765957,14,59,94,3.36,Irish Ale,Brown/Amber Ale,Motorworks Brewing,Brew Pub/Brewery,Bradenton,FL,34205.0,USA,27.485617,-82.58294,8,0.0,-2.57832078199,17.1577375379,14.5794167559
865,1839,"12,107",31,4,"16,054",22698,Smuttynose Maibock,"Maibocks are a traditional Teutonic seasonal specialty. We brew ours to be hugely malty and subtly finished with a variety of continental hops, with an eye-pleasing russet brown color.",7.7,231.0,33.6,349,94,100,,Heller Bock,Bock,Smuttynose Brewing Company,Microbrewery,Hampton,NH,3842.0,USA,42.93569,-70.82514,11,0.0,-3.94673587068,18.5138914636,14.5671555929
1121,2484,"5,632",70,6,962,29536,Glacier Eisbock (Buffalo Trace),"This beer is big, malty, slightly fruity, and high in alcohol. The higher alcohol is a result of the icing process where a portion of the water is frozen and removed from the beer. This one spent 2 years in Buffalo Trace bourbon barrels. Look for great bourbon and vanilla notes from the wood. Brilliant dark ruby red in color. Served in a snifter. Champion Winter Beer at the Great Alaska Beer and Barelywine Festival 2010, 2011, 2013.   
2010 - 9.1%  
2013 - 9.5%  
2014 - 10%",10.0,300.0,33.6,13,98,97,4.0,Eisbock,Bock,Glacier Brewhouse,Brew Pub,Anchorage,AK,99501.0,USA,61.216799,-149.87828,11,0.0,-3.54985927481,18.0945934448,14.54473417
521,1036,"10,453",74,4,"39,178",7924,Prairie / Evil Twin Bible Belt - Barrel Aged,"Prairie Artisan Ales and Evil Twin Brewing have joined forces again on a variation of their first collaboration.

The new beer is Barrel-Aged Bible Belt, a 12 percent ABV imperial stout brewed with cacao nibs, chili peppers, coffee and vanilla beans before being aged in Heaven Hill whiskey barrels for between seven and nine months. As the name suggests, the base beer is Bible Belt, a 13 percent imperial stout first released in 2014 that combines Evil Twin's Even More Jesus imperial stout (12 percent ABV) and the same spices and other adjuncts that are used in Prairie's Bomb! imperial stout (13 percent ABV.)",13.0,390.0,46.8095238095,181,100,99,,Imperial Stout,Stout,Prairie Artisan Ales,Microbrewery,Tulsa,OK,74107.0,USA,36.102042,-96.03144,10,0.0,-5.06434818159,19.6080961467,14.5437479651
783,1663,"13,446",8,6,"31,319",3808,Triumph Irish Dry Stout,"A tribute to the dry stouts of Dublin, roasted barley gives it a toasted, nutty flavor. Dispensed in authentic Irish fashion to bring you some of the creamiest, smoothest stout this side of Dublin.",5.1,153.0,46.8095238095,64,89,97,,Dry Stout,Stout,Triumph Brewing Company,Brew Pub,Princeton,NJ,8542.0,USA,40.354424,-74.65943,10,0.0,-4.63263694637,19.1547186227,14.5220816763
493,1001,"7,919",54,1,"20,324",5233,Leelanau Petoskey Pale Ale,"Hand-crafted Pale Ale aged in French Oak Barrels. Our Petoskey Pale ale is aged in custom made, over-sized French oak vats with Petoskey stones.
 
A Grand Cru pale ale by The Leelanau Brewing Company. Created Exclusively for the Leelanau Brewing Company by Captain Ron Jeffries at Jolly Pumpkin Artisan Ales.",5.5,165.0,36.6666666667,151,95,99,,Belgian Ale,Saison,Leelanau Brewing Company,Client Brewer,Lake Leelanau,MI,49653.0,USA,44.975051,-85.72325,4,0.0,-4.89994093355,19.3612650277,14.4613240942
1251,2896,"6,469",50,4,"15,509",16829,Hill Farmstead Arthur,"Arthur (1922-2005) was our grandfather's youngest brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Saison is crafted from American malted barley, American and European hops, our distinctive farmhouse yeast and water from our well.  Unfiltered and naturally carbonated, this is the ale that I dream to have shared with Arthur.

6% Alc/Vol  13??Plato",6.0,180.0,32.0,531,99,100,,Saison,Saison,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,4,0.0,-5.30866141385,19.7591486239,14.45048721
1144,2583,"8,077",57,4,"7,218",9416,Listermann Colonel Plug,"Colonel Plug is a collaboration beer with Ray Spangler, American Homebrewers Association Homebrewer of the Year in 1987 and the founder of the Bloatarian Brewing League in Cincinnati. Spangler and head brewer Kevin Moreland decided to revive one of the three beer styles that originated in the U.S: Kentucky Common, the brewery said. 
 
Kentucky Common is a sour mash beer that had an 18-hour mash before it was boiled to naturally sour the beer. The beer was then aged in an American oak cask. 
 
Colonel Plug will be a brewery-only release. It will be available for draft and bottle purchase. 
 
This is the first of three beers in the Pirate series. Each bottle will come with a story of the pirate they represent.",6.2,186.0,34.5212765957,13,91,97,3.74,Traditional Ale,Brown/Amber Ale,Listermann Brewing Company,Microbrewery,Cincinnati,OH,45201.0,USA,39.166759,-84.53822,8,0.0,-3.21043780427,17.624283223,14.4138454187
384,742,"12,873",2,5,"20,757",21660,Tenaya Creek Red Ryder,"This is a nicely balanced beer and at 72 IBU's it has a nice mouthful of hops but they do not overpower the multiple layers of flavors. A perfect balance with a spicy rye backdrop, strands of caramel malt, floral and citrus hops & spicy rye flow through with a good dry bitterness. This is an unfiltered ale brewed with Rye malt (hence its reddish color, and its name). Cascade and Centennial hops were used for floral and citrus notes while Magnum hops were used for bittering. Enjoy!",6.7,201.0,40.1707317073,41,91,97,,Specialty Grain,"Other (Cider, Mead, etc.)",Tenaya Creek Brewery,Brew Pub/Brewery,Las Vegas,NV,89128.0,USA,36.193501,-115.265,1,0.0,-2.95429521064,17.3615032502,14.4072080396
904,1923,"12,137",17,4,"34,337",6960,Societe The Haberdasher,English IPA,5.3,159.0,40.4255319149,23,71,97,3.41,English Pale Ale,Pale Ale,Societe Brewing Company,Microbrewery,San Diego,CA,92111.0,USA,32.804972,-117.16871,5,0.0,-3.42049294572,17.8199670865,14.3994741408
332,652,"5,426",18,5,"13,345",27821,Funky Buddha Espresso Porter,"Brewery Exclusive. Take a ride on cascading waves of creamy goodness, followed by a deep flume of jet black decadence. Our Nitro Espresso Porter is based on our OP recipe, so it's rich, thick, and roasty thanks to milk sugar and lots of roasted malts. We then let that bad boy hang out with fresh-roasted coffee before nitrogenating the brew to accentuate its creamy mouthfeel and smooth body.",6.3,189.0,35.0,23,97,98,3.86,Sweet Stout,Stout,Funky Buddha Brewery,Brew Pub/Brewery,Fort Lauderdale,FL,33334.0,USA,26.182161,-80.13341,10,0.0,-5.01044707881,19.4038283845,14.3933813057
605,1253,"6,416",66,4,"1,502",13139,Hi-Wire Twice as Nice,"Inspired by a traditional German doppelbock. Twice as Nice is a robust dark lager. Despite its full flavor and high alcohol, this beer was lagered for more than 8 weeks to make it light on the palate and incredibly smooth. Expect Vienna and Munich malt to contribute subtle flavors of fig, plum and chocolate to this big yet easy-drinking beer.",10.0,300.0,33.6,12,93,96,3.81,Doppelbock,Bock,Hi-Wire Brewing,Microbrewery,Asheville,NC,28801.0,USA,35.595661,-82.55632,11,0.0,-3.65483212453,18.0282169382,14.3733848136
942,2001,"11,225",27,4,"26,944",13985,Rogue HazelNut Brown Nectar,"Dark brown in color with a hazelnut aroma, a rich nutty flavor and a smooth malty finish. Hazelnut Brown Nectar Ale is a blend of Great Western 2-row Pale, Munich, Hugh Baird Brown, Crystal 80 and Crystal 135, Carastan, and Beeston Pale Chocolate malts; hazelnut extract; Perle and Saaz hops.",6.0,180.0,33.0,2658,96,100,,Brown Ale,Brown/Amber Ale,Rogue Ales,Microbrewery,Newport,OR,97365.0,USA,44.649252,-124.05039,8,0.0,-4.7570072,19.0990777725,14.3420705725
772,1638,"3,524",8,4,"38,089",24636,Cigar City Patio Tools Dry Irish Stout,Pours black in color with coffee and very light cocoa notes. Patio Tools is brewed with roasted barley which contributes forward coffee notes with small notes of cocoa and toffee in the flavor. An authentic dry Irish stout.,5.0,150.0,46.8095238095,173,97,100,,Dry Stout,Stout,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,10,0.0,-5.08465705786,19.4027255144,14.3180684566
507,1019,"5,740",74,3,"6,982",11056,Goose Island Bourbon County Stout,"""I really wanted to do something special for our 1000th batch at the original brewpub.  Goose Island could have thrown a party.  But we did something better.  We brewed a beer.  A really big batch of stout-so big the malt was coming out of the top of the mash tun.  After fermentation we brought in some bourbon barrels to age the stout.  One hundred and fifty days later, Bourbon County Stout was born-A liquid as dark and dense as a black hole with a thick foam the color of bourbon barrels.  The nose is a mix of charred oak, vanilla,carmel and smoke.  One sip has more flavor than your average case of beer.  It overpowers anything in the room.  People have even said that it's a great cigar beer, but I haven't yet tried a cigar that would stand up to it.""  Brewmaster Greg Hall;   
 
IBU's 60-High
Color - Midnight
 
Was 11% abv, 
2007 and 2008 - 13% abv  
2011 - 14.5% abv  
2012 - 15% abv 
2013 - 14.9% abv 
2014 - 14.4% abv  
2015 - 14.2% abv  
2016 - 13.9% abv  
 
Editor's Note: Baudoinia Fulton & Wood Series offering (And the Low Storage entry from FoBAB 2012) is simply Bourbon County Stout aged in the same barrels. It has been alted as it offers no different recipe or barrel type simply the presence of a distillers fungus on the barrels that adds no distinct characteristic to the beer from the fungus itself except for possible oxygen exposure changes. While Brewers Intent indicates that they consider it a new beer, no true distinction aside from this oxidation amount and possible aging time differences separates the beers. It's essentially a single barrel Bourbon County version something we have always treated as regular Bourbon County Stout in the past.",13.9,417.0,60.0,2868,100,100,,Imperial Stout,Stout,Goose Island Beer Company (AB-InBev),Commercial Brewery,Chicago,IL,60612.0,USA,41.880682,-87.6877,10,0.0,-5.63331782225,19.9355668867,14.3022490645
915,1951,"12,491",16,1,"2,278",7362,Stillwater Even Less Jesus (Remix),"Stout with Bergundy grape juice added. 
Sometimes less is more, and more or less we tend to stay on the delicate side of things with our beers.. but to get down with the hip cats we decided to give a go at a big dog of a brew and mix up Evil Twin's beast.. but of course in a true existential Stillwater fashion.",13.0,390.0,46.8095238095,88,98,97,,Foreign Stout,Stout,Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,10,0.0,-5.14552887057,19.4436525727,14.2981237022
361,697,"12,659",6,4,"18,239",28532,Sun King Diddy Muckle,"Diddy Muckle is a Silver Medal winning Barrel Aged+ Beer based upon the Gold Medal winning Wee Muckle Scotch-Style Ale recipe. Through the process of bourbon barrel aging, the base beer's toffee flavors are rounded out with hints of molasses, caramel apple, brown sugar, vanilla, and oak.

Wee Muckle aged in Pappy Van Winkle's Family Reserve 20 year old Bourbon barrels.  Formerly known as Pappy Van Muckle",8.0,240.0,23.0,34,96,96,3.76,Scotch Ale,Strong Ale,Sun King Brewing Company,Microbrewery,Indianapolis,IN,46202.0,USA,39.782842,-86.15673,7,0.0,-5.08301229191,19.3729670525,14.2899547605
1327,3029,"13,171",51,4,"26,021",15101,Three Floyds Behemoth,"Huge sweet body, big flavors and high alcohol levels, this beer is best enjoyed by a raging fire.  Complex caramel sweetness is well balanced by generous hopping, delivering an intense, smooth drinking experience.  Intense fruity caramel malts, citrus hops, and alcohol notes waft up to tickle your senses.
  2005 Bottle release - Pink Wax
  2007 Bottle release - Yellow Wax (Brewed in Nov 06)
  2008 Bottle release - Purple Wax
  2009 Bottle release - Blue Wax
  2010 Bottle release - Green Wax
  2011 Bottle release - White Wax
  2012 Bottle release - Red Wax 
  2013 Bottle release - Orange Wax
  2014 Bottle release - Blue Wax
  2015 Bottle release - Purple Wax
  2016 Bottle release - Black Metallic Wax",12.0,360.0,40.1707317073,1202,100,100,,Barley Wine,"Other (Cider, Mead, etc.)",Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,1,0.0,-5.34118077611,19.6293074096,14.2881266335
966,2034,"4,819",27,1,"4,794",4881,Evil Twin Wet Dream,"Editor's note: new and reworked edition, new label, new hop bill and new gourmet coffee from the Coffee Collective.
 
This is truly a beautiful brown ale boosted with a delightful aroma of citrus, spice and gourmet Keini, Kenya Beans from The Coffee Collective, Copenhagen ?? the result is amazing, lusty and incoherent ?? yes, it's your wildest desires in a bottle. Close your eyes and let the drops do the talking. Enjoy y'all.",6.0,180.0,34.5212765957,240,93,99,,Brown Ale,Brown/Amber Ale,Evil Twin Brewing,Client Brewer,Brooklyn,NY,11249.0,USA,40.726302,-73.94559,8,0.0,-3.90251942643,18.1681390799,14.2656196535
707,1458,759,90,6,"33,842",25740,Barley Johns The Dark Knight (Returns),"The Dark Knight  - For those not yet familiar, the Dark Knight (yes, it is a Batman reference) is our double fermented Old 8 porter, aged in a bourbon barrel for 6 months. Double fermented refers to a second ""feeding"" of various sugars to increase the alcohol content as well as bolster the flavor. Chocolate, coffee, charcoal and bourbon, familiar notes from the previous batch return in this years incarnation of the DK. Served in a 5 oz pour, the bourbon note from this tap is very prominent as it is a first time use of a Jim Beam barrel.
 
 The Dark Knight Returns  - The same profile as the Dark Knight, however, since this is a second time usage of the barrel, the bourbon note is less prominent and the beer as a result is more rounded and balanced.",13.0,390.0,42.3076923077,392,100,100,,Imperial Porter,Porter,Barley Johns Brew Pub,Brew Pub,Saint Paul,MN,55112.0,USA,45.076365,-93.19335,9,0.0,-5.62374933057,19.8866930222,14.2629436916
1292,2960,"9,588",89,5,"15,609",1041,Oaken Barrel Apple Buzz,Malt beverage brewed with Apple Cider and Honey,7.0,210.0,40.1707317073,27,49,99,3.23,Malt Liquor,"Other (Cider, Mead, etc.)",Oaken Barrel Brewing Company,Brew Pub/Brewery,Greenwood,IN,46143.0,USA,39.601649,-86.12734,1,0.0,-1.98283373972,16.2164329908,14.233599251
1569,3653,"6,027",86,5,"30,980",10960,Hair of the Dog Adam from the Wood - 1978 Heaven Hill Barrel,"Special version of Adam from the Wood aged in Heaven Hill Barrels which were filled from 1978-2010. Then, Adam was aged in these barrels for 5 years.",12.0,360.0,34.5212765957,54,99,99,,Old Ale,Brown/Amber Ale,Hair of the Dog Brewing Company,Brew Pub/Brewery,Portland,OR,97214.0,USA,45.51379,-122.6458,8,0.0,-3.90251942643,18.1008727497,14.1983533232
788,1668,"5,142",8,6,"13,093",22816,Flossmoor Station Iron Horse Stout,"Our full-bodied Iron Horse Stout is brewed with baked oats and features a roasted barley flavor with a rich, creamy body.",5.0,150.0,46.8095238095,65,93,98,,Dry Stout,Stout,Flossmoor Station Restaurant & Brewery,Brew Pub,Flossmoor,IL,60422.0,USA,41.539384,-87.68424,10,0.0,-5.08465705786,19.2774373838,14.192780326
784,1664,"8,008",8,6,"17,573",26114,Library Shafthouse Dry Stout,Full bodied stout with a rich roasted barley flavor and a hint of the dry/burnt flavor of black malt.,5.0,150.0,46.8095238095,15,88,97,3.66,Dry Stout,Stout,Library Bar & Restaurant,Brew Pub,Houghton,MI,49931.0,USA,47.11929,-88.57259,10,0.0,-5.14552887057,19.3294698838,14.1839410133
719,1473,"13,171",90,4,"26,021",15101,Three Floyds / The Bruery Rue D??Floyd,"Imperial porter aged in bourbon barrels with cherries and vanilla beans added
 
Editor's Note: Check the photo on this entry so you review the correct one. This batch brewed at 3 Floyds has a green label with It's not normal written at the top. Available at 3 Floyds Brewpub in May '14.  Re-released in 2017",13.0,390.0,42.3076923077,46,100,99,,Imperial Porter,Porter,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,9,0.0,-5.60368053114,19.7837218501,14.180041319
1789,4046,"13,418",15,4,"4,092",17848,Trillium Treecreeper,,5.1,153.0,40.4255319149,26,99,100,4.0,American Pale Ale,Pale Ale,Trillium Brewing Company,Microbrewery,Boston,MA,2210.0,USA,42.347974,-71.04463,5,0.0,-4.36713336312,18.5312542241,14.164120861
669,1366,"8,749",61,4,"7,008",11056,Metropolitan Arc Welder Dunkel Rye,This nutty sweet Munich original dark lager is spiced with rye to create a new reason to drink local.,6.1,183.0,34.5212765957,31,91,100,3.64,Dunkel/Tmav??,Brown/Amber Ale,Metropolitan Brewing,Microbrewery,Chicago,IL,60640.0,USA,41.973181,-87.6665,8,0.0,-3.53013762417,17.6741490297,14.1440114055
1356,3082,"13,446",14,6,"31,319",3808,Triumph Rauchweizen,"In the Bavarian town of Bamberg they still kiln their malt over beechwood fires. The malt absorbs the flavor of  woodsmoke and imparts it, in turn, to  the beer.  Even when brewing hefeweizen the barley malt portion of the grist is smoked, yielding a beer that combines that smokiness with the  clove and banana flavors of hefeweizen.",5.0,150.0,42.3076923077,27,99,100,4.05,Smoked,Porter,Triumph Brewing Company,Brew Pub,Princeton,NJ,8542.0,USA,40.354424,-74.65943,9,0.0,-5.62374933057,19.7574335001,14.1336841696
1931,4386,503,92,4,"27,079",21267,Schell Stag Series  #9 - Cave Aged Barrel Aged Lager,"In a nod to our 19th century brewing traditions, Stag #9 is a dark lager aged in American whiskey barrels stored in the brewery's original, underground lagering caves. Located below the historic brewery, the naturally cooled caverns were originally constructed in the 1860's to facilitate brewing in an era that predated electrical refrigeration.

This specialty cave-aged, barrel-aged lager was created as the ninth installment in Schell's Stag Series, ?? a collection of innovative and experimental, limited-edition brews released periodically throughout the year. Dark brown to black in color, the beer has roasted malt notes of dark chocolate, toffee, light oak, char and a hint of vanilla.",7.7,231.0,33.6,18,93,99,3.7,Schwarzbier,Bock,August Schell Brewing Company,Microbrewery,New Ulm,MN,56073.0,USA,44.308395,-94.46149,11,0.0,-3.92590088654,18.0445951926,14.1186943061
1855,4230,"5,426",77,5,"13,345",27821,Funky Buddha Bonita Applebum,"Bonita Applebum is made with cinnamon, vanilla, and apples. The aroma features wave after wave of cinnamon and vanilla, and bottoms out on the back end with a copious dose of real apples. Full, round, and beautiful - that's Bonita!",6.4,192.0,40.1707317073,92,98,100,,Fruit Beer,"Other (Cider, Mead, etc.)",Funky Buddha Brewery,Brew Pub/Brewery,Fort Lauderdale,FL,33334.0,USA,26.182161,-80.13341,1,0.0,-3.87779002012,17.9892087804,14.1114187603
1781,4038,"6,469",15,4,"15,509",16829,Hill Farmstead Sumner,"american pale ale brewed with simcoe, citra, mosaic.
 
First Brewed, April 2016",5.0,150.0,40.4255319149,134,99,100,,American Pale Ale,Pale Ale,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,5,0.0,-4.88305937743,18.9919471988,14.1088878214
1319,2996,"3,539",89,3,"20,100",25396,E-40 Malt Liquor,"E-40 got his name drinking 40oz beers on the 3300  block of Magazine Street in the hillside of Vallejo, Ca. When creating his own beer he accepted only the finest quality ingredients available. This refreshing malt liquor with a hint of honey is delicious and ready to go. Brewed and bottled by Interactions and Transactions, La Crosse, WI.",10.0,300.0,40.1707317073,19,12,90,2.45,Malt Liquor,"Other (Cider, Mead, etc.)",City Brewery (La Crosse Plant),Commercial Brewery,La Crosse,WI,54601.0,USA,43.797116,-91.21141,1,0.0,-1.66527380243,15.7707992731,14.1055254707
1309,2982,"10,144",89,5,"15,436",3068,Peoples Pint Tap & Die,"More than just drinking instructions, this fine brew is homage to the industry that put Greenfield on the map and to the plethora of malt liquors that helped raise our brewers. This high gravity lager is hand-crafted with pride to bring you a memorable experience. Brewed and bottled in Greenfield, MA, home of the biggest tools in the world. (abv: 7.5%  1073)",7.5,225.0,40.1707317073,28,29,93,2.85,Malt Liquor,"Other (Cider, Mead, etc.)",Peoples Pint,Brew Pub/Brewery,Greenfield,MA,1301.0,USA,42.605524,-72.60098,1,0.0,-1.55076769974,15.6507084466,14.0999407469
