"","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","zip_code","post_code","loc_id","lat","long"
"1058","Cigar City Brewpub Pink Peppercorn La Rubia",70,5.3,159,"Golden Ale/Blond Ale","Pale Ale",17,87,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1059","The Ale Apothecary Sahati",NA,11,330,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",83,99,"The Ale Apothecary","Microbrewery","Bend","OR","97701","3,026","4847",44.091256,-121.29769
"1060","Off Color Class War",NA,10,300,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",17,93,"Off Color Brewing","Microbrewery","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1061","Jester King Gotlandsdricka (Batch 2+)",18,6.9,207,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",70,90,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"1062","Scratch Barrel Fermented Sahti with Brett",NA,7,210,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",16,91,"Scratch Brewing Company","Brew Pub/Brewery","Ava","IL","62907","2,040","20012",37.871546,-89.50721
"1063","Jolly Pumpkin Gotlandstricka",NA,6.5,195,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",10,84,"Jolly Pumpkin Artisan Ales","Microbrewery","Dexter","MI","48130","10,276","25362",42.344837,-83.89907
"1064","Off Color Bare Bear",NA,7,210,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",103,71,"Off Color Brewing","Microbrewery","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1065","Castle Danger Nordic Ale",NA,5,150,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",11,63,"Castle Danger Brewery","Microbrewery","Two Harbors","MN","55616","39,327","22838",47.077723,-91.66464
"1066","Goose Island Sahti",NA,6.4,192,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",52,59,"Goose Island Beer Company (Brewpubs) AB-Inbev","Brew Pub/Brewery","Chicago","IL","60614","6,984","11056",41.922682,-87.65432
"1067","Scratch Barrel-Aged Sahti",NA,5.8,174,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",13,57,"Scratch Brewing Company","Brew Pub/Brewery","Ava","IL","62907","2,040","20012",37.871546,-89.50721
"1068","Vintage Summer Sahti",8,5.4,162,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",14,53,"Vintage Brewing Company","Brew Pub","Madison","WI","53719","22,764","542",43.029497,-89.50531
"1069","New Belgium Lips of Faith - Sahti",26,7.2,216,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",194,49,"New Belgium Brewing Company","Commercial Brewery","Fort Collins","CO","80524","13,271","4667",40.606962,-105.05106
"1070","Heater Allen Bobtoberfest",22,5.4,162,"Oktoberfest/M??rzen","Brown/Amber Ale",41,96,"Heater Allen Brewing Co.","Microbrewery","Mcminnville","OR","97128","23,826","6448",45.210104,-123.20747
"1071","Lammin Sahti (US Version)",NA,NA,NA,"Sahti/Gotlandsdricke/Kodu??lu","Other (Cider, Mead, etc.)",14,39,"B. United International Inc. (Zymatore Project)","Client Brewer","Oxford","CT","06478","28,926","9349",41.428163,-73.12729
"1072","Dark Horse Octoberfest",NA,8,240,"Oktoberfest/M??rzen","Brown/Amber Ale",44,95,"Dark Horse Brewing Company","Microbrewery","Marshall","MI","49068","23,323","18051",42.277837,-84.94869
"1073","Free State Octoberfest",20,5.4,162,"Oktoberfest/M??rzen","Brown/Amber Ale",80,93,"Free State Brewing Company","Brew Pub","Lawrence","KS","66044","20,896","21053",38.983551,-95.23202
"1074","Surly SurlyFest",34,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",367,93,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1075","Sierra Nevada / Riegele Oktoberfest (2015)",30,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",316,88,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1076","Sweetwater Dank Tank Danktoberfest",NA,8.5,255,"Oktoberfest/M??rzen","Brown/Amber Ale",56,88,"Sweetwater Brewing Company","Microbrewery","Atlanta","GA","30324","1,671","28259",33.818304,-84.35779
"1077","Calumet Oktoberfest",NA,NA,NA,"Oktoberfest/M??rzen","Brown/Amber Ale",43,87,"Rowlands Calumet Brewery","Microbrewery","Chilton","WI","53014","7,105","1348",44.033215,-88.17626
"1078","Sierra Nevada / Mahrs Br??u Oktoberfest (2016)",NA,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",198,86,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1079","Urban Chestnut Oachkatzlschwoaf",23,6.5,195,"Oktoberfest/M??rzen","Brown/Amber Ale",45,86,"Urban Chestnut Brewing Company","Brew Pub/Brewery","Saint Louis","MO","63103","33,720","4037",38.631451,-90.21415
"1080","Half Acre Lager Town",NA,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",34,85,"Half Acre Beer Company","Microbrewery","Chicago","IL","60618","6,988","11056",41.945681,-87.7048
"1081","Fair State Festbier",20,5.4,162,"Oktoberfest/M??rzen","Brown/Amber Ale",13,84,"Fair State Brewing Cooperative","Microbrewery","Minneapolis","MN","55418","24,927","23182",45.019315,-93.24304
"1082","Hangar 24 Seasonal: Oktoberfest",23,5.7,171,"Oktoberfest/M??rzen","Brown/Amber Ale",43,83,"Hangar 24 Craft Brewery","Brew Pub/Brewery","Redlands","CA","92374","31,952","9659",34.063264,-117.16888
"1083","Metropolitan Afterburner Oktoberfest",NA,6.1,183,"Oktoberfest/M??rzen","Brown/Amber Ale",34,82,"Metropolitan Brewing","Microbrewery","Chicago","IL","60640","7,008","11056",41.973181,-87.6665
"1084","Revolution Oktoberfest Revolution",32,6.3,189,"Oktoberfest/M??rzen","Brown/Amber Ale",121,82,"Revolution Brewing Company","Brew Pub","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1085","New Glarus Staghorn Octoberfest Beer",NA,6.25,188,"Oktoberfest/M??rzen","Brown/Amber Ale",435,80,"New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","26,685","20574",42.81636,-89.64075
"1086","Tired Hands Okt??berfest",NA,6.1,183,"Oktoberfest/M??rzen","Brown/Amber Ale",23,82,"Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","1,264","18571",40.000861,-75.29694
"1087","Smuttynose Smuttlabs Oktoberfest",NA,6.3,189,"Oktoberfest/M??rzen","Brown/Amber Ale",23,80,"Smuttynose Brewing Company","Microbrewery","Hampton","NH","03842","16,054","22698",42.93569,-70.82514
"1088","Lagunitas Tuberfest",45,7.5,225,"Oktoberfest/M??rzen","Brown/Amber Ale",133,79,"Lagunitas Brewing Company (Heineken)","Microbrewery","Petaluma","CA","94954","29,864","16835",38.243299,-122.6069
"1089","The Civil Life Oktoberfest",26,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",11,81,"The Civil Life Brewing Company","Microbrewery","Saint Louis","MO","63116","33,752","4037",38.580552,-90.26307
"1090","Iron Hill Oktoberfest",26,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",45,83,"Iron Hill North Wales","Brew Pub","North Wales","PA","19454","27,742","912",40.223524,-75.24731
"1091","Ballast Point Dead Ringer Oktoberfest",NA,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",219,77,"Ballast Point Brewing Company (Constellation)","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1092","Great Lakes Oktoberfest",20,6.5,195,"Oktoberfest/M??rzen","Brown/Amber Ale",579,76,"Great Lakes Brewing (Ohio)","Brew Pub/Brewery","Cleveland","OH","44113","7,567","11642",41.484688,-81.70125
"1093","Chuckanut Marzen",NA,5.8,174,"Oktoberfest/M??rzen","Brown/Amber Ale",13,78,"Chuckanut Brewery and Kitchen","Brew Pub","Bellingham","WA","98225","2,945","16309",48.747578,-122.48508
"1094","Capital Fest",NA,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",163,77,"Capital Brewery","Microbrewery","Middleton","WI","53562","24,488","5808",43.103711,-89.51106
"1095","Capital Oktoberfest",NA,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",223,76,"Capital Brewery","Microbrewery","Middleton","WI","53562","24,488","5808",43.103711,-89.51106
"1096","Buckeye Martian Marzen Lager",NA,NA,NA,"Oktoberfest/M??rzen","Brown/Amber Ale",105,76,"Buckeye Brewing Company","Brew Pub/Brewery","Cleveland","OH","44102","7,577","11642",41.473451,-81.7358
"1097","AleSmith Oktoberfest",NA,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",20,76,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1098","Ramstein Oktoberfest",NA,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",44,78,"High Point Brewing Company","Microbrewery","Butler","NJ","07405","5,329","10963",40.99313,-74.35893
"1099","Boulevard Bob??s ??47 Oktoberfest",27,5.8,174,"Oktoberfest/M??rzen","Brown/Amber Ale",471,74,"Boulevard Brewing Company (Duvel-Moortgat)","Commercial Brewery","Kansas City","MO","64108","19,278","21489",39.084554,-94.58296
"1100","Jekyll Seven Bridges",24,5.3,159,"Oktoberfest/M??rzen","Brown/Amber Ale",12,74,"Jekyll Brewing","Microbrewery","Alpharetta","GA","30005","680","27047",34.080035,-84.21929
"1101","Chuckanut Festbier",25,5.5,165,"Oktoberfest/M??rzen","Brown/Amber Ale",14,76,"Chuckanut Brewery and Kitchen","Brew Pub","Bellingham","WA","98225","2,945","16309",48.747578,-122.48508
"1102","Aldergrove Maerzen Oktoberfest",NA,6,180,"Oktoberfest/M??rzen","Brown/Amber Ale",16,86,"Steffans Aldergrove Brewery","Microbrewery","Marysville","WA","98271","23,435","30130",48.093129,-122.21614
"1103","Lost Abbey Box Set: Track #8 (Number of the Beast)",NA,13.7,411,"Abt/Quadrupel","Strong Ale",330,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1104","AleSmith Quad",NA,12,360,"Abt/Quadrupel","Strong Ale",208,99,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1105","Smuttynose Smuttlabs Apple Brandy Barrel Aged Gravitation",NA,7.85,235,"Abt/Quadrupel","Strong Ale",16,99,"Smuttynose Brewing Company","Microbrewery","Hampton","NH","03842","16,054","22698",42.93569,-70.82514
"1106","Pipeworks Blood of the Unicorn (2015-)",NA,6.5,195,"Amber Ale","Brown/Amber Ale",86,94,"Pipeworks Brewing Company","Microbrewery","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1107","Lost Abbey Judgment Day",NA,10.5,315,"Abt/Quadrupel","Strong Ale",1142,99,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1108","Side Project The Scribe",NA,13,390,"Abt/Quadrupel","Strong Ale",13,99,"Side Project Brewing","Microbrewery","Saint Louis","MO","63143","33,745","4037",38.612452,-90.31822
"1109","Avery Barrel-Aged Series 22 - 5 Monks",NA,19.39,582,"Abt/Quadrupel","Strong Ale",94,99,"Avery Brewing Company","Commercial Brewery","Boulder","CO","80301","4,134","18719",40.044385,-105.21928
"1110","Southampton Abbot 12",NA,10,300,"Abt/Quadrupel","Strong Ale",490,99,"Southampton Publick House","Brew Pub/Brewery","Southampton","NY","11968","36,338","13143",40.904348,-72.40714
"1111","Boulevard Smokestack Series: Bourbon Barrel Quad",26,11.8,354,"Abt/Quadrupel","Strong Ale",807,99,"Boulevard Brewing Company (Duvel-Moortgat)","Commercial Brewery","Kansas City","MO","64108","19,278","21489",39.084554,-94.58296
"1112","Iron Hill Oak Aged Quad",NA,10.5,315,"Abt/Quadrupel","Strong Ale",120,99,"Iron Hill Wilmington","Brew Pub","Wilmington","DE","19801","42,300","25149",39.738563,-75.54833
"1113","Sierra Nevada Ovila Quad - Plums",NA,10.2,306,"Abt/Quadrupel","Strong Ale",409,99,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1114","Ommegang Three Philosophers",19,9.7,291,"Abt/Quadrupel","Strong Ale",2625,98,"Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","8,451","16805",42.703091,-74.91413
"1115","Deschutes Not The Stoic",15,12,360,"Abt/Quadrupel","Strong Ale",221,98,"Deschutes Brewery","Microbrewery","Bend","OR","97702","3,030","4847",44.020483,-121.30891
"1116","Allagash Four",NA,10,300,"Abt/Quadrupel","Strong Ale",820,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"1117","Voodoo Quadfather Aged In Cabernet Sauvignon Barrels",NA,NA,NA,"Abt/Quadrupel","Strong Ale",47,98,"Voodoo Brewing Co.","Microbrewery","Meadville","PA","16335","23,875","18979",41.637502,-80.15214
"1118","Sierra Nevada Ovila Quad - Cherries",NA,10.2,306,"Abt/Quadrupel","Strong Ale",49,98,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1119","Hair of the Dog Pannepooch Reserva",NA,13,390,"Belgian Strong Ale","Strong Ale",73,99,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1120","Marble Red Ale",70,6.5,195,"Amber Ale","Brown/Amber Ale",143,95,"Marble Brewery","Brew Pub/Brewery","Albuquerque","NM","87102","410","18536",35.083946,-106.64792
"1121","Bissell Brothers Bucolia Ale",NA,5.6,168,"Amber Ale","Brown/Amber Ale",39,94,"Bissell Brothers Brewing Company","Microbrewery","Portland","ME","04101","30,951","11808",43.660525,-70.25862
"1122","Midnight Sun Monk??s Mistress",13,11.5,345,"Belgian Strong Ale","Strong Ale",515,99,"Midnight Sun Brewing Company","Microbrewery","Anchorage","AK","99507","973","29536",61.154834,-149.82865
"1123","Allagash Avanc??",NA,9.7,291,"Belgian Strong Ale","Strong Ale",147,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"1124","Iron Hill Wild Quadfather",NA,10.5,315,"Belgian Strong Ale","Strong Ale",68,99,"Iron Hill North Wales","Brew Pub","North Wales","PA","19454","27,742","912",40.223524,-75.24731
"1125","Cigar City / Struise Absolutely Okay",40,12.9,387,"Belgian Strong Ale","Strong Ale",30,99,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1126","Allagash Interlude",NA,9.5,285,"Belgian Strong Ale","Strong Ale",764,99,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"1127","AleSmith Grand Cru",17,10,300,"Belgian Strong Ale","Strong Ale",1187,99,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1128","Silver City Le Fat",NA,10,300,"Belgian Strong Ale","Strong Ale",15,99,"Silver City Brewery","Microbrewery","Bremerton","WA","98312","4,438","5499",47.564437,-122.71293
"1129","Russian River Salvation",NA,9,270,"Belgian Strong Ale","Strong Ale",697,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"1130","Southampton Grand Cru",NA,9.5,285,"Belgian Strong Ale","Strong Ale",491,99,"Southampton Publick House","Brew Pub/Brewery","Southampton","NY","11968","36,338","13143",40.904348,-72.40714
"1131","Allagash Evora",NA,8.5,255,"Belgian Strong Ale","Strong Ale",69,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"1132","Allagash Odyssey",NA,10.4,312,"Belgian Strong Ale","Strong Ale",571,98,"Allagash Brewing Company","Microbrewery","Portland","ME","04103","30,945","11808",43.685882,-70.2903
"1133","Cigar City Citrus Wizard",NA,7.4,222,"Amber Ale","Brown/Amber Ale",20,94,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1134","Arizona Wilderness Red Rock Secret",50,6,180,"Amber Ale","Brown/Amber Ale",20,95,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"1135","Nebraska Reserve Series Barrel Aged HopAnomaly",87,10.6,318,"Belgian Strong Ale","Strong Ale",177,98,"Nebraska Brewing Company","Brew Pub/Brewery","Papillion","NE","68046","29,215","19104",41.151899,-96.04484
"1136","Maine Beer Zoe",NA,7.2,216,"Amber Ale","Brown/Amber Ale",589,99,"Maine Beer Company","Microbrewery","Freeport","ME","04032","13,838","3494",43.843778,-70.10172
"1137","Three Floyds Amber Smashed Face",NA,7,210,"Amber Ale","Brown/Amber Ale",96,99,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"1138","AleSmith Evil Dead Red",24,6.66,200,"Amber Ale","Brown/Amber Ale",438,98,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1139","Maine Beer Red Wheelbarrow",NA,7,210,"Amber Ale","Brown/Amber Ale",239,98,"Maine Beer Company","Microbrewery","Freeport","ME","04032","13,838","3494",43.843778,-70.10172
"1140","AleSmith My Bloody Valentine",24,6.66,200,"Amber Ale","Brown/Amber Ale",493,98,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1141","Bear Republic Red Rocket Ale",67,6.8,204,"Amber Ale","Brown/Amber Ale",1488,97,"Bear Republic Brewing Company","Brew Pub/Brewery","Healdsburg","CA","95448","16,644","14962",38.614088,-122.87626
"1142","Modern Times Blazing World",85,6.8,204,"Amber Ale","Brown/Amber Ale",434,97,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1143","Cigar City Tocobaga Red Ale",NA,7.2,216,"Amber Ale","Brown/Amber Ale",514,97,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1144","Tree House Ma",NA,7.3,219,"Amber Ale","Brown/Amber Ale",36,96,"Tree House Brewing Company","Microbrewery","Monson","MA","01057","25,265","15190",42.089269,-72.317
"1145","The Bruery Loakal Red",NA,6.9,207,"Amber Ale","Brown/Amber Ale",214,96,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1146","Gigantic The Future Is Now",70,6.4,192,"Amber Ale","Brown/Amber Ale",63,95,"Gigantic Brewing Co.","Microbrewery","Portland","OR","97202","30,983","10960",45.481791,-122.64055
"1147","Track 7 Daylight Amber",65,6.25,188,"Amber Ale","Brown/Amber Ale",34,93,"Track 7 Brewing Company","Microbrewery","Sacramento","CA","95820","33,498","22470",38.535795,-121.44663
"1148","Evil Twin Hop Flood",NA,7,210,"Amber Ale","Brown/Amber Ale",479,93,"Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","4,794","4881",40.576589,-73.99172
"1149","Steel Toe Rainmaker Double Red Ale",65,6.5,195,"Amber Ale","Brown/Amber Ale",105,92,"Steel Toe Brewing Company","Microbrewery","Minneapolis","MN","55416","24,925","23182",44.946664,-93.34215
"1150","Caldera Dry Hop Red",NA,5.7,171,"Amber Ale","Brown/Amber Ale",23,93,"Caldera Brewing Company","Brew Pub/Brewery","Ashland","OR","97520","1,545","25316",42.169751,-122.61772
"1151","Sixpoint Global Warmer",70,7,210,"Amber Ale","Brown/Amber Ale",308,92,"Sixpoint Brewery","Microbrewery","Brooklyn","NY","11231","4,777","4881",40.598142,-73.97229
"1152","Deschutes Cinder Cone Red Ale",NA,5.3,159,"Amber Ale","Brown/Amber Ale",394,92,"Deschutes Brewery","Microbrewery","Bend","OR","97702","3,030","4847",44.020483,-121.30891
"1153","Eden Cellar Series #2: The Falstaff",NA,10,300,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",18,100,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1154","Eden Northern Spy",NA,10,300,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",61,99,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1155","Eden Heirloom Blend Ice Cider",NA,10,300,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",85,99,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1156","Windfall Orchard Ice Cider",NA,9,270,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",25,99,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1157","Superstition Blueberry Spaceship Box Cider",NA,6.9,207,"Cider","Other (Cider, Mead, etc.)",74,99,"Superstition Meadery","Meadery","Prescott","AZ","86301","31,253","7578",34.589477,-112.44726
"1158","Eden Heirloom Blend (Apple Brandy Barrels 2013)",NA,10,300,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",16,99,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1159","Lost Nation Lost Galaxy",NA,4.5,135,"Session IPA","IPA",38,96,"Lost Nation Brewing","Microbrewery","Morrisville","VT","05661","25,644","1368",44.549391,-72.60332
"1160","Eden Honeycrisp",NA,10,300,"Ice Cider/Ice Perry","Other (Cider, Mead, etc.)",34,99,"Eden Ice Cider Company","Cidery","Newport","VT","05855","26,951","17524",44.936237,-72.19921
"1161","Alpenfire smoke",NA,16,480,"Cider","Other (Cider, Mead, etc.)",19,99,"Alpenfire Cider","Cidery","Port Townsend","WA","98368","31,089","13213",48.100255,-122.79736
"1162","Arsenal Cider Baby Maker Blackberry Cider",NA,10.5,315,"Cider","Other (Cider, Mead, etc.)",14,98,"Arsenal Cider House & Wine Cellar","Cidery","Pittsburgh","PA","15201","30,385","18744",40.471468,-79.95726
"1163","Sante Adairius Nonna??s Blend #7",NA,5.6,168,"Saison","Saison",27,100,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","5,825","13512",36.9761,-121.95316
"1164","Heater Allen Pils",38,5,150,"Pilsener","Pils/Lager",151,99,"Heater Allen Brewing Co.","Microbrewery","Mcminnville","OR","97128","23,826","6448",45.210104,-123.20747
"1165","Hill Farmstead Song of Joy",NA,6,180,"India Style Lager","Pils/Lager",38,99,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1166","Thomas Hooker Liberator Doppelbock",24,8,240,"Doppelbock","Bock",433,99,"Thomas Hooker Brewing Company","Microbrewery","Bloomfield","CT","06002","3,687","23643",41.832798,-72.72642
"1167","Southampton Double Ice Bock",NA,18,540,"Eisbock","Bock",112,98,"Southampton Publick House","Brew Pub/Brewery","Southampton","NY","11968","36,338","13143",40.904348,-72.40714
"1168","Ballast Point Navigator Doppelbock - Brandy Barrel",NA,10,300,"Doppelbock","Bock",43,99,"Ballast Point Brewing Company (Constellation)","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1169","Peak Organic Super Fresh",37,7.6,228,"India Style Lager","Pils/Lager",45,98,"Peak Organic Brewing Company","Client Brewer","Portland","ME","04101","30,951","11808",43.660525,-70.25862
"1170","Hill Farmstead Mary",NA,4.75,142,"Pilsener","Pils/Lager",182,98,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1171","Grand Teton Double Vision Doppelbock",40,8,240,"Doppelbock","Bock",130,98,"Grand Teton Brewing Co.","Brew Pub/Brewery","Victor","ID","83455","39,965","19559",43.636332,-111.14842
"1172","Rogue Farms Dirtoir Black Lager",35,5,150,"Schwarzbier","Bock",668,98,"Rogue Ales","Microbrewery","Newport","OR","97365","26,944","13985",44.649252,-124.05039
"1173","Calumet Dark",NA,5.4,162,"Dunkel/Tmav??","Brown/Amber Ale",90,98,"Rowlands Calumet Brewery","Microbrewery","Chilton","WI","53014","7,105","1348",44.033215,-88.17626
"1174","The Duck-Rabbit Duck-Rabbator Dopplebock",NA,8.5,255,"Doppelbock","Bock",218,98,"The Duck-Rabbit Craft Brewery","Microbrewery","Farmville","NC","27828","12,730","28563",35.598204,-77.59066
"1175","Glacier Eisbock (Buffalo Trace)",NA,10,300,"Eisbock","Bock",13,98,"Glacier Brewhouse","Brew Pub","Anchorage","AK","99501","962","29536",61.216799,-149.87828
"1176","Ramstein Eis Storm Eisbock",NA,11.5,345,"Eisbock","Bock",115,98,"High Point Brewing Company","Microbrewery","Butler","NJ","07405","5,329","10963",40.99313,-74.35893
"1177","OEC Aeris Singularis (Pinot Noir/Gin Barrel)",NA,6.2,186,"Traditional Ale","Brown/Amber Ale",16,97,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","28,926","9349",41.428163,-73.12729
"1178","Founders Backstage Series #10: Dissenter Imperial IPL",70,8.7,261,"India Style Lager","Pils/Lager",364,97,"Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","15,169","13540",42.964176,-85.65885
"1179","Hill Farmstead / Jackie O??s / Crooked Stave / Side Project Elaborative #4",NA,3.2,96,"Radler/Shandy","Other (Cider, Mead, etc.)",56,97,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1180","Fair State Kazbek Kellerbier",NA,4.9,147,"Zwickel/Keller/Landbier","Pils/Lager",10,97,"Fair State Brewing Cooperative","Microbrewery","Minneapolis","MN","55418","24,927","23182",45.019315,-93.24304
"1181","Summit Keller Pils",38,5.1,153,"Zwickel/Keller/Landbier","Pils/Lager",39,97,"Summit Brewing Company","Microbrewery","Saint Paul","MN","55102","33,838","25740",44.935315,-93.12049
"1182","Sun King Afternoon Delight",23,8,240,"Doppelbock","Bock",43,97,"Sun King Brewing Company","Microbrewery","Indianapolis","IN","46202","18,239","28532",39.782842,-86.15673
"1183","Deschutes Pub Reserve Series: Pilsner Pie",34,5.8,174,"Pilsener","Pils/Lager",10,97,"Deschutes Brewery","Microbrewery","Bend","OR","97702","3,030","4847",44.020483,-121.30891
"1184","Sprecher Black Bavarian",NA,6,180,"Schwarzbier","Bock",809,97,"Sprecher Brewing Company","Microbrewery","Milwaukee","WI","53209","24,798","6239",43.11941,-87.94727
"1185","Evil Twin Bikini Beer",NA,2.7,81,"Low Alcohol","Other (Cider, Mead, etc.)",450,68,"Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","4,794","4881",40.662892,-73.95509
"1186","Surly One",30,8.3,249,"Doppelbock","Bock",56,97,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1187","Hair of the Dog Adam",NA,10,300,"Traditional Ale","Brown/Amber Ale",1804,100,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1188","Russian River Dribble Belt",NA,4.5,135,"Session IPA","IPA",86,96,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"1189","Upright Special Herbs",NA,5.7,171,"Traditional Ale","Brown/Amber Ale",112,99,"Upright Brewing","Microbrewery","Portland","OR","97227","30,957","10960",45.543831,-122.67497
